"FAFZone","AdamsCounty","AllenCounty","BartholomewCounty","BentonCounty","BlackfordCounty","BooneCounty","BrownCounty","CarrollCounty","CassCounty","ClarkCounty","ClayCounty","ClintonCounty","CrawfordCounty","DaviessCounty","DearbornCounty","DecaturCounty","DeKalbCounty","DelawareCounty","DuboisCounty","ElkhartCounty","FayetteCounty","FloydCounty","FountainCounty","FranklinCounty","FultonCounty","GibsonCounty","GrantCounty","GreeneCounty","HamiltonCounty","HancockCounty","HarrisonCounty","HendricksCounty","HenryCounty","HowardCounty","HuntingtonCounty","JacksonCounty","JasperCounty","JayCounty","JeffersonCounty","JenningsCounty","JohnsonCounty","KnoxCounty","KosciuskoCounty","LaGrangeCounty","LakeCounty","LaPorteCounty","LawrenceCounty","MadisonCounty","MarionCounty","MarshallCounty","MartinCounty","MiamiCounty","MonroeCounty","MontgomeryCounty","MorganCounty","NewtonCounty","NobleCounty","OhioCounty","OrangeCounty","OwenCounty","ParkeCounty","PerryCounty","PikeCounty","PorterCounty","PoseyCounty","PulaskiCounty","PutnamCounty","RandolphCounty","RipleyCounty","RushCounty","StJosephCounty","ScottCounty","ShelbyCounty","SpencerCounty","StarkeCounty","SteubenCounty","SullivanCounty","SwitzerlandCounty","TippecanoeCounty","TiptonCounty","UnionCounty","VanderburghCounty","VermillionCounty","VigoCounty","WabashCounty","WarrenCounty","WarrickCounty","WashingtonCounty","WayneCounty","WellsCounty","WhiteCounty","WhitleyCounty"
"63",2215.9,2225.1,2137.7,2112.7,2184.4,2115.3,2100.5,2141.6,2167.1,2119.6,2040,2134.7,2079.1,2060.1,2189.7,2147.7,2229.5,2164.9,2058,2171.5,2153.4,2107.3,2078.7,2165.2,2177,2021.1,2170.5,2071.9,2123.9,2121.5,2095.1,2092.8,2149.9,2151,2201.9,2129.7,2136.1,2191.1,2154.3,2157.9,2102.2,2015.2,2181,2197,2089.7,2124.6,2098.9,2150.9,2100.7,2158,2075.3,2175.9,2082.4,2082.45,2088.4,2128.3,2207,2195.4,2093.7,2059.6,2050.95,2080.8,2038.7,2108.1,2008.2,2157.5,2068.8,2183.8,2166,2136.2,2152.2,2139.1,2124,2056.6,2147.9,2226.9,2048.7,2183.9,2112.4,2141.9,2168.6,2023.1,2046.1,2026.5,2191.9,2081.6,2036.3,2116.7,2166.3,2220,2166.8,2201.4
"64",2329.09166666666,2291.24166666666,2323.89166666667,2204.84166666666,2320.41666666667,2258.94166666666,2295.46666666666,2255.88333333334,2255.99166666666,2322.91666666667,2235.04166666667,2269.63333333334,2282.5,2253.85,2375.86666666666,2333.93333333334,2295.675,2331.51666666667,2261.325,2237.64166666667,2339.575,2310.675,2220.025,2351.43333333334,2243.15833333334,2224.39166666667,2313.3,2266.89166666667,2279.85,2300.875,2298.5,2268.3875,2321.35416666667,2288.09166666666,2293.19166666666,2343.925,2202.275,2357.69166666666,2361.275,2344.075,2298.625,2229.71666666666,2247.15833333334,2263.175,2155.84166666666,2190.725,2299.31666666666,2317.475,2284.95833333333,2224.18333333334,2269.075,2270.925,2277.40833333334,2239.525,2290.35833333333,2194.40833333334,2273.10833333333,2393.48333333333,2297.04166666667,2254.58333333333,2234.4125,2284.18333333334,2242.05,2174.225,2211.5,2223.69166666666,2258.75833333334,2350.36666666666,2352.23333333333,2322.35833333333,2218.33333333333,2342.43333333334,2310.18333333334,2259.91666666667,2214.09166666666,2292.99166666666,2243.74166666666,2397.375,2247.99166666666,2292.16666666667,2354.78333333334,2226.41666666667,2225.90833333334,2221.46666666666,2280.75833333334,2222.96666666666,2239.63333333334,2320.025,2345.675,2319.90833333334,2232.97916666667,2267.55
"65",2336.95,2315.3,2258.7,2233.7,2305.35,2236.3,2221.45,2279.9,2280.05,2240.55,2161,2255.7,2200.15,2181.1,2310.65,2268.7,2319.7,2285.9,2178.95,2261.7,2274.4,2228.3,2199.65,2286.2,2267.2,2142.05,2291.45,2192.85,2244.9,2242.45,2216.15,2213.75,2270.85,2272.05,2322.9,2250.7,2226.3,2312.1,2275.25,2278.9,2223.2,2136.2,2271.2,2287.2,2179.9,2214.8,2219.9,2271.9,2221.7,2248.2,2196.3,2295,2203.4,2203.45,2209.35,2218.45,2297.15,2316.45,2214.7,2180.55,2171.9,2201.8,2159.7,2198.25,2129.15,2247.75,2189.8,2304.8,2287.05,2257.15,2242.4,2260.1,2245,2177.55,2238.15,2317.05,2169.7,2304.95,2233.4,2262.9,2289.6,2144.05,2167.1,2147.45,2304.8,2202.6,2157.3,2237.65,2287.25,2340.95,2257,2291.6
"69",2285.82903225807,2253.32258064516,2265.83548387097,2166.56935483871,2274.66774193548,2210.26129032258,2232.69354838709,2216.21935483871,2217.14193548387,2259.18709677419,2172.26290322581,2221.42580645161,2218.76774193548,2191.24838709678,2317.81935483871,2275.89032258065,2258.16451612903,2278.59677419355,2197.58387096774,2201.53064516129,2281.52580645161,2246.91290322581,2170.37419354839,2293.39032258065,2205.5064516129,2160.66451612903,2264.79032258064,2204.1064516129,2229.59677419355,2244.59677419355,2234.76774193548,2213.1,2267.1435483871,2239.13225806451,2254.87419354839,2278.77419354839,2164.38870967742,2304.75483870968,2296.46774193548,2286.02580645161,2237.9,2164.03225806452,2210.2935483871,2227.05483870968,2119.72741935484,2154.61612903226,2235.72580645161,2264.53387096775,2227.40806451613,2187.79516129033,2206.47419354839,2231.86451612903,2214.61451612904,2185.3935483871,2226.0064516129,2156.15161290323,2236.45161290323,2332.77419354839,2233.29032258064,2191.8,2177.06451612903,2220.44677419355,2178.29838709678,2138.1129032258,2147.77741935484,2185.97096774194,2197.11451612903,2297.4370967742,2294.19032258064,2264.31612903226,2182.22258064516,2278.68709677419,2252.11935483871,2196.17419354839,2177.14193548387,2256.19032258064,2180.97741935484,2331.11935483871,2199.67419354839,2243.19677419355,2296.73064516129,2162.68709677419,2169.52580645161,2158.69354838709,2241.89032258065,2173.31290322581,2175.8870967742,2256.28064516129,2289.4064516129,2279.62258064516,2194.06774193549,2230.21129032258
"81",1200.82083333334,1172.6375,1139.21666666667,1078.74166666667,1182.0875,1113.5375,1101.95416666667,1127.42916666666,1133.87916666667,1131.4625,1041.5375,1133.1,1091.04583333333,1060.1,1191.17916666666,1149.24583333333,1178.11666666667,1165.4375,1069.8625,1117.475,1154.90416666666,1119.225,1072.92083333333,1166.74583333333,1125.24166666667,1032.94583333334,1168.80416666666,1073.3875,1123.45,1122.95416666667,1107.04583333333,1094.07083333334,1151.34583333334,1147.6875,1170.4125,1137.725,1081.57916666667,1191.625,1166.14583333334,1159.40416666666,1103.71666666667,1040.125,1126.98333333333,1143,1035.675,1070.54583333333,1106.90416666666,1151.40833333333,1102.21666666667,1104.00833333333,1075.33333333333,1147.8125,1083.90833333333,1084.12916666667,1089.85416666666,1072.7375,1152.94583333334,1209.8625,1105.6,1061.0625,1052.94583333333,1092.74166666667,1050.61666666667,1054.04583333333,1020.05416666666,1103.40416666666,1070.30416666666,1184.30833333333,1167.54583333333,1137.65416666666,1098.16666666667,1150.97916666666,1125.5,1068.45416666667,1093.92083333333,1172.82916666667,1050.24583333333,1195.84583333334,1107.99583333333,1140.93333333333,1170.11666666667,1034.9625,1047.77916666666,1027.95416666667,1158.65833333333,1075.89166666667,1048.17916666666,1128.5625,1167.75416666667,1194.94583333334,1109.62916666667,1150.45
"89",1282.26538461538,1274.20576923077,1219.06538461539,1162.88076923077,1259.4326923077,1191.13846153846,1182.60961538462,1206.59711538461,1226.96346153846,1212.12307692308,1122.175,1209.39230769231,1171.69423076923,1140.74807692308,1271.04615384615,1229.09615384616,1283.21538461539,1244.06153846154,1150.52692307692,1227.53076923077,1234.75961538462,1199.87019230769,1147.96538461539,1246.59615384616,1231.61346153846,1113.5951923077,1246.175,1154.03461538461,1201.88846153846,1202.11346153846,1187.69423076923,1173.03461538461,1229.59326923076,1225.28461538461,1260.67403846154,1219.89711538462,1176.775,1270.24807692308,1247.10865384615,1239.25961538462,1184.63846153846,1120.75961538462,1237.1201923077,1253.05,1145.73076923077,1180.61346153846,1187.54615384615,1230.02884615384,1181.86346153846,1214.05384615384,1155.96538461539,1238.25576923077,1164.55384615384,1160.17884615384,1171.15192307692,1163.9,1265.15,1289.74038461538,1186.24807692308,1141.72115384616,1132.17788461538,1173.37307692308,1131.25192307692,1164.1,1100.71153846154,1206.66826923077,1150.475,1262.93076923077,1247.39807692307,1217.53461538461,1208.22884615385,1231.63269230769,1205.36153846154,1149.10961538462,1202.22403846153,1284.30480769231,1130.88461538462,1277.39519230769,1179.49807692308,1219.05192307693,1249.96538461539,1115.62307692308,1126.87884615385,1108.60961538462,1251.28653846154,1150.90384615384,1128.8326923077,1209.22115384616,1246.925,1282.22692307693,1194.30384615384,1257.90576923077
"91",750.566666666667,754.633333333333,849.266666666667,888.1,785.5,870.3,873.033333333333,851.1,831.2,879.533333333333,907.933333333333,887.1,920.633333333333,947.933333333333,798.033333333333,824.133333333333,757.233333333333,792.666666666667,946.333333333333,801.4,802.133333333333,878,916,806.133333333333,824.1,984.533333333333,801,924.533333333333,848.3,824.4,897.433333333333,870.6,811.8,824.533333333333,775.2,858.333333333333,900.133333333333,766.6,841.133333333333,837.533333333333,864.7,982.6,802,771.8,878.6,843.4,890.233333333333,834.9,844.4,837.233333333333,936.633333333333,815.9,899.7,894.7,873.666666666667,926.033333333333,788.3,811.933333333333,908.066666666667,905,911.7,936.7,969.233333333333,862.6,1014.33333333333,848.6,899.7,800.1,818.2,824.333333333333,815.55,863.833333333333,843.7,956.433333333333,861.233333333333,743.733333333333,948.033333333333,821.033333333333,869.9,825.8,791.95,984.133333333333,924.666666666667,925.8,801.3,930.433333333333,970.966666666667,884.133333333333,782.8,763.7,857.7,783.6
"92",714.233333333333,718.333333333333,806.366666666667,851.766666666667,749.166666666667,828.066666666667,830.1,814.8,794.833333333333,836.6,865.766666666667,844.866666666667,877.7,897.4,755.1,781.2,720.933333333333,759.566666666667,903.4,765.066666666667,759.916666666667,835.1,873.766666666667,763.2,787.8,941.6,764.666666666667,882.366666666667,806.133333333333,782.166666666667,854.5,828.366666666667,769.566666666667,788.233333333333,738.833333333333,815.4,863.833333333333,730.266666666667,798.2,794.6,822.466666666667,940.433333333333,765.666666666667,735.5,842.266666666667,807.066666666667,847.3,792.7,802.166666666667,800.933333333333,883.766666666667,779.566666666667,857.533333333333,852.466666666667,831.466666666667,889.733333333333,751.966666666667,769,865.2,862.766666666667,869.466666666667,893.8,926.3,826.3,971.4,812.266666666667,857.466666666667,757.966666666667,775.3,782.166666666667,779.216666666667,820.933333333333,799,913.5,824.933333333333,707.433333333333,905.866666666667,778.1,840.333333333333,789.5,749.766666666667,941.2,882.466666666667,883.566666666667,764.966666666667,888.266666666667,928.1,841.2,740.633333333333,727.366666666667,821.366666666667,747.266666666667
"99",774.85,778.95,867.95,912.45,809.75,887,891.65,875.45,855.45,898.15,924.7,903.8,939.25,965.2,816.65,842.75,781.55,823.05,964.95,825.75,818.85,896.65,932.7,824.75,848.45,1003.15,825.25,941.3,865.1,841.1,916.05,887.3,828.5,848.85,799.45,876.95,924.45,790.95,859.75,856.25,881.4,999.4,826.3,796.15,902.85,867.65,908.9,851.7,861.1,861.55,952.75,840.15,916.45,911.4,890.4,950.35,812.55,830.55,926.75,921.75,928.4,955.35,987.65,886.95,1032.95,872.85,916.4,816.9,836.85,841.1,839.825,882.55,862.75,975.05,885.55,768.05,964.8,839.65,905.6,850.15,808.725,1002.75,941.4,942.5,825.55,947.2,989.65,902.8,799.6,787.95,881.95,807.85
"101",611.875,617.775,654.925,739.175,637.475,672.425,678.675,714.275,690.475,682.7,710.075,689.225,723.8,740.775,603.725,629.775,619.35,622.075,749.5,663.525,604.225,681.2,718.125,611.775,687.225,787.7,654.775,726.675,650.425,626.475,700.6,672.725,613.875,678.375,640.075,664.025,755.125,609.225,646.775,643.225,666.775,784.725,665.125,633.925,740.725,705.525,695.925,637.025,646.525,699.375,724.775,675.225,701.825,696.775,675.775,759.275,650.425,617.625,713.725,707.125,713.775,739.9,772.2,724.725,817.5,711.725,701.825,602.275,623.85,626.475,677.675,669.525,650.525,759.6,723.375,605.85,750.175,626.675,709.975,660.425,594.075,787.3,726.775,727.875,660.625,732.55,774.2,689.825,584.925,624.975,732.675,646.725
"109",633,650.5,676.1,760.3,658.7,693.6,699.8,735.5,711.6,711.6,731.2,710.4,752.7,761.9,624.9,651,652.1,643.2,778.5,696.3,625.35,710.1,739.3,632.9,707.7,816.6,676,747.8,671.6,647.7,729.5,693.9,635,699.5,661.3,685.2,776.3,630.4,668,664.4,688,805.9,697.9,666.7,773.5,738.3,717.1,658.2,667.7,732.1,745.9,696.4,723,718,696.9,780.4,683.2,638.8,752.3,728.3,734.9,768.8,801.1,757.5,846.4,732.2,723,623.4,645,647.6,710.45,690.7,671.7,788.5,756.1,638.6,771.3,647.8,731.2,681.6,615.25,816.3,747.9,749,681.8,753.7,803.1,711,606.1,646.2,753.8,679.5
"111",537.8,555.3,580.8,665.1,563.4,598.3,604.6,640.2,616.4,616.4,636,615.1,657.5,666.7,529.6,555.7,556.9,548,683.2,601,530.15,614.9,644,537.7,612.5,721.4,580.7,652.6,576.3,552.4,634.3,598.6,539.8,604.3,566,589.9,681,535.1,572.7,569.1,592.7,710.7,602.6,571.4,678.2,643,621.8,562.9,572.4,636.9,650.7,601.1,627.7,622.7,601.7,685.2,587.9,543.5,657,633,639.7,673.6,705.9,662.3,751.2,636.9,627.7,528.2,549.8,552.4,615.15,595.4,576.4,693.3,660.9,543.4,676.1,552.6,635.9,586.3,519.95,721,652.7,653.8,586.5,658.5,707.8,615.7,510.9,550.9,658.6,584.2
"121",934.6,985.133333333333,849.816666666667,961.766666666667,922.45,921.4,866.133333333333,968.216666666667,971.066666666667,789.933333333333,876.916666666667,940.35,807.833333333333,818.483333333333,816.983333333333,861.45,1007.85,907.033333333333,786.633333333333,1049.51666666667,857.35,790.166666666667,915.833333333333,843.45,988.516666666667,778.833333333333,956.766666666667,844.683333333333,920.316666666667,902.75,790.916666666667,909.9,893.65,947.45,967.316666666667,838.066666666667,1004.05,915.95,820.016666666667,838.9,874.516666666667,811.383333333333,1016.91666666667,1035.6,1044.93333333333,1043.63333333333,837.833333333333,931.45,893.816666666667,1008.31666666667,812.6,972.316666666667,859.566666666667,941.4,899.633333333333,977.666666666667,1017.45,830.866666666667,823.25,861.883333333333,889.133333333333,773.683333333333,797.083333333333,1058.35,783.116666666667,1002.98333333333,905.683333333333,896.466666666666,833.816666666667,870.033333333333,1035.81666666667,811.683333333333,875.95,758.233333333333,1015.13333333333,1026.13333333333,838.416666666667,839.95,958.95,938.316666666667,855.05,755.916666666667,888.533333333333,863.333333333333,988.283333333333,926.2,770.266666666667,815.583333333333,875.908333333334,937.866666666667,981.633333333333,991.8
