"FAFZone","AutaugaCounty","BaldwinCounty","BarbourCounty","BibbCounty","BlountCounty","BullockCounty","ButlerCounty","CalhounCounty","ChambersCounty","CherokeeCounty","ChiltonCounty","ChoctawCounty","ClarkeCounty","ClayCounty","CleburneCounty","CoffeeCounty","ColbertCounty","ConecuhCounty","CoosaCounty","CovingtonCounty","CrenshawCounty","CullmanCounty","DaleCounty","DallasCounty","DeKalbCounty","ElmoreCounty","EscambiaCounty","EtowahCounty","FayetteCounty","FranklinCounty","GenevaCounty","GreeneCounty","HaleCounty","HenryCounty","HoustonCounty","JacksonCounty","JeffersonCounty","LamarCounty","LauderdaleCounty","LawrenceCounty","LeeCounty","LimestoneCounty","LowndesCounty","MaconCounty","MadisonCounty","MarengoCounty","MarionCounty","MarshallCounty","MobileCounty","MonroeCounty","MontgomeryCounty","MorganCounty","PerryCounty","PickensCounty","PikeCounty","RandolphCounty","RussellCounty","StClairCounty","ShelbyCounty","SumterCounty","TalladegaCounty","TallapoosaCounty","TuscaloosaCounty","WalkerCounty","WashingtonCounty","WilcoxCounty","WinstonCounty"
"69",2408.03225806452,2340.56129032258,2464.95806451612,2363.7064516129,2338.54193548388,2429.40161290323,2394.17741935484,2408.37096774193,2455.43548387097,2384.93225806451,2392.4064516129,2259.95967741936,2296.41612903225,2417.08709677419,2418.1,2442.26290322581,2239.38064516129,2365.19354838709,2400.80322580645,2429.19677419355,2406.47419354839,2306.85161290323,2466.32258064516,2328.20161290322,2366.97580645161,2424.3129032258,2381.26451612903,2355.34032258065,2278.31935483871,2264.28709677419,2468.38064516129,2283.16290322581,2307.22258064517,2484.72903225806,2488.91290322581,2343.9935483871,2336.82903225807,2262.33548387096,2254.45806451612,2265.4193548387,2454.81935483871,2290.7564516129,2381.7064516129,2419.81612903226,2304.30645161291,2280.56774193549,2251.07096774193,2337.31935483871,2305.7806451613,2346.11935483871,2385.44838709678,2292.5806451613,2324.5806451613,2297.92580645162,2431.80645161291,2436.16774193548,2486.06774193549,2377.12580645162,2361.2806451613,2251.95967741936,2387.89032258065,2419.56774193549,2321.2935483871,2297.42580645162,2288.98387096775,2313.76129032258,2283.44838709678
"81",1377.20833333333,1443.275,1508.54583333333,1333.125,1323.81666666667,1473.01666666667,1471.91666666667,1403.90833333333,1455.33333333333,1362.14583333334,1392.90833333333,1345.025,1394.875,1416.25416666667,1417.03333333333,1508.91666666667,1224.27916666666,1494.42916666666,1400.20833333333,1517.61666666667,1475.84583333334,1290.84583333334,1512.89583333334,1380.2125,1339.725,1425.95416666667,1483.28333333333,1340.40833333333,1250.77916666666,1240.89583333334,1534.71666666667,1297.85416666666,1317.87916666667,1531.30416666666,1535.4625,1303.225,1335.15416666666,1234.95416666667,1228.74583333333,1250.33333333333,1455.43333333333,1274.34166666667,1454.64583333334,1462.125,1283.725,1344.05,1222.80416666666,1324.17916666666,1407.59583333334,1418.19166666667,1432.025,1277.4625,1353.74583333333,1271.94583333334,1478.35416666666,1435.34583333334,1486.94583333334,1361.67916666666,1360.84583333334,1312.47916666666,1387.25416666667,1418.94583333334,1295.725,1269.30416666666,1390.38333333333,1383.95833333333,1280.91666666667
"89",1423.98846153846,1422.76538461538,1514.31153846154,1376.625,1362.49807692308,1478.78269230769,1456.875,1437.87307692308,1483.04038461538,1409.06923076923,1420.625,1332.08076923077,1374.70576923077,1443.99807692308,1444.89615384615,1502.97884615385,1262.96538461538,1455.03653846154,1427.92307692308,1494.80192307692,1467.65961538462,1329.53076923077,1517.15961538462,1390.9,1388.52980769231,1453.67884615385,1463.03076923077,1379.09038461538,1292.70961538462,1283.92692307692,1528.33846153846,1319.78461538462,1342.14423076923,1535.57692307692,1539.75,1359.81634615384,1363.36538461538,1276.88653846154,1272.99807692308,1289.00384615385,1483.13846153846,1314.84807692308,1441.63269230769,1470.26730769231,1325.74423076923,1343.075,1264.72692307692,1361.49038461538,1387.09423076923,1412.21538461538,1436.28846153846,1316.15961538462,1367.11153846154,1313.86923076923,1482.63653846154,1463.06923076923,1514.66538461538,1398.12692307692,1388.55769230769,1314.52884615385,1414.99807692308,1446.66538461538,1337.64423076923,1311.22692307692,1368.40769230769,1379.07307692308,1307.92115384615
"91",1184.5,1332.43333333333,1178.3,1138.5,1072.33333333333,1162.03333333333,1223.1,1049.7,1102.83333333333,1009.7,1144.6,1250.6,1249.96666666667,1112.5,1074.56666666667,1239.33333333333,1117.16666666667,1248.9,1116.5,1270.1,1218.4,1071.8,1223.5,1177.26666666667,1002.53333333333,1148.2,1282.36666666667,1037.1,1163.8,1126.1,1243.1,1181.6,1181,1196.9,1217.8,999.666666666667,1093.1,1185.5,1108.56666666667,1097.2,1114.16666666667,1070.46666666667,1199.7,1137.5,1047.66666666667,1214,1151.2,1036.2,1337.4,1248.86666666667,1168.93333333333,1075.9,1171.1,1186.7,1208.8,1096.3,1127.6,1068.7,1112.56666666667,1208.8,1084.93333333333,1140.16666666667,1151.8,1132.7,1285.9,1216.26666666667,1120.33333333333
"92",1141.56666666667,1289.56666666667,1135.36666666667,1095.56666666667,1029.46666666667,1119.1,1180.23333333333,1006.83333333333,1059.93333333333,966.766666666667,1101.73333333333,1207.73333333333,1207.06666666667,1069.56666666667,1031.66666666667,1196.46666666667,1074.26666666667,1205.96666666667,1073.56666666667,1227.16666666667,1175.46666666667,1028.86666666667,1180.56666666667,1134.36666666667,959.666666666667,1105.36666666667,1239.46666666667,994.233333333333,1120.86666666667,1083.16666666667,1200.23333333333,1138.66666666667,1138.06666666667,1153.96666666667,1174.86666666667,956.766666666667,1050.16666666667,1142.56666666667,1065.66666666667,1054.26666666667,1071.26666666667,1027.56666666667,1156.76666666667,1094.56666666667,1004.76666666667,1171.06666666667,1108.26666666667,993.266666666667,1294.46666666667,1205.96666666667,1126.06666666667,1032.96666666667,1128.16666666667,1143.76666666667,1165.86666666667,1053.36666666667,1084.66666666667,1025.76666666667,1069.66666666667,1165.86666666667,1042.06666666667,1097.26666666667,1108.86666666667,1089.76666666667,1242.96666666667,1173.36666666667,1077.43333333333
"99",1205.65,1353.65,1199.45,1159.65,1093.55,1183.25,1244.35,1070.95,1124.05,1030.85,1165.85,1271.85,1271.15,1133.65,1095.75,1260.55,1138.35,1270.15,1137.75,1291.3,1239.55,1092.95,1244.65,1198.45,1023.75,1169.45,1303.55,1058.35,1184.95,1147.25,1264.35,1202.75,1202.15,1218.15,1238.95,1020.85,1114.25,1206.65,1129.75,1118.35,1135.35,1091.65,1220.85,1158.65,1068.85,1235.25,1172.35,1057.35,1358.55,1270.05,1190.15,1097.05,1192.25,1207.85,1229.95,1117.45,1148.75,1089.85,1133.75,1229.95,1106.15,1161.35,1172.95,1153.85,1307.05,1237.45,1141.55
"101",925.45,1051.25,897.1,893.95,827.8,880.85,941.9,805.2,821.6,765.15,900.05,1006.05,1005.45,831.3,793.35,958.15,872.6,967.7,871.95,988.9,937.2,827.25,942.3,932.75,758,898.1,1001.15,792.55,919.25,881.55,961.9,937.05,936.45,915.7,936.6,755.1,848.55,940.95,864,852.65,832.95,825.95,918.5,856.3,803.1,969.45,906.65,791.65,1056.2,990.5,887.75,831.35,926.55,942.15,927.6,815.1,846.4,824.15,868.05,964.25,840.4,858.95,907.25,888.15,1041.35,967.25,875.75
"109",915.55,1053.45,899.35,905.2,839,883.05,944.15,816.4,823.85,776.3,911.3,1017.3,1016.6,833.55,795.6,960.35,883.8,969.95,881.35,991.15,939.45,838.4,944.55,941.45,769.2,897.15,1003.4,803.8,930.4,892.8,964.15,948.3,947.7,917.95,938.85,766.3,859.8,952.1,875.2,863.8,835.25,837.1,920.75,858.55,814.3,980.7,917.8,802.9,1058.45,992.75,889.95,842.6,937.7,953.4,929.85,817.35,848.65,835.4,879.2,975.5,849.75,861.25,918.5,899.4,1052.6,967.4,887
"111",813,951,796.8,782.4,716.3,780.5,841.6,693.6,721.3,653.6,788.5,894.5,893.9,731,693.1,857.8,761,867.4,760.4,888.6,836.9,715.7,842,821.2,646.5,794.6,900.9,681,807.7,770,861.6,825.5,824.9,815.4,836.3,643.6,737,829.4,752.5,741.1,732.7,714.4,818.2,756,691.6,857.9,795.1,680.1,955.9,890.2,787.5,719.8,815,830.6,827.3,714.8,746.1,712.6,756.5,852.7,728.8,758.7,795.7,776.6,929.8,864.9,764.2
"121",397.3,400.35,294.5,450.666666666667,505.283333333333,323.066666666667,374.5,446.833333333333,342.85,448.616666666667,420.533333333333,490.116666666667,439.883333333333,390.716666666667,418.283333333333,309.85,570.816666666667,377.6,390.5,338.4,349.533333333333,503.45,292.583333333333,421.833333333333,481.283333333333,391.6,380.35,462.383333333333,527.45,562.066666666667,284.65,500.116666666667,481.266666666667,288.4,264.2,506,456.766666666667,545.05,579.1,543.05,321.5,550.433333333333,401.1,340.216666666667,538.8,461.85,540.166666666667,495.683333333333,426.016666666667,412.1,370.35,529.266666666667,454.8,514.4,325.4,377.966666666667,303.516666666667,472.483333333333,445.266666666667,500.516666666667,405.933333333333,359.8,479.5,496.383333333333,473.483333333333,423.25,521
"122",627.528571428571,630.557142857143,530.785714285714,680.857142857143,736.428571428571,559.328571428571,604.7,678.014285714286,579.128571428571,679.785714285714,650.728571428572,720.328571428571,670.085714285714,627.028571428571,649.471428571429,540.042857142857,810.771428571428,607.8,626.785714285714,568.628571428571,579.728571428571,743.4,522.771428571428,652.028571428571,712.428571428571,621.814285714286,610.528571428571,693.528571428571,767.4,802.028571428571,514.828571428571,730.328571428571,711.471428571429,518.628571428571,494.4,737.171428571429,696.714285714286,775.228571428572,819.057142857143,783.014285714286,557.771428571428,790.371428571429,631.3,576.514285714286,769.971428571429,692.057142857143,780.128571428571,726.857142857143,656.228571428572,642.3,600.557142857143,769.214285714286,685,744.628571428571,555.6,614.242857142857,539.8,703.628571428571,685.1,730.728571428572,642.214285714286,596.085714285714,709.7,736.328571428571,703.671428571429,653.471428571429,760.928571428571
"123",469.971428571429,472.985714285714,373.214285714286,523.285714285714,578.885714285714,401.785714285714,447.114285714286,520.457142857143,421.585714285714,522.2,493.185714285714,562.771428571429,512.5,469.471428571429,491.885714285714,382.485714285714,653.2,450.228571428571,469.2,411.071428571429,422.185714285714,585.814285714286,365.2,494.485714285714,554.885714285714,464.257142857143,452.985714285714,535.985714285714,609.8,644.485714285714,357.285714285714,572.771428571429,553.9,361.071428571429,336.814285714286,579.585714285714,539.171428571429,617.685714285714,661.485714285714,625.471428571429,400.2,632.8,473.728571428571,418.957142857143,612.4,534.485714285714,622.571428571429,569.285714285714,498.671428571429,484.728571428571,442.985714285714,611.671428571429,527.428571428571,587.071428571429,398.014285714286,456.685714285714,382.228571428571,546.071428571429,527.514285714286,573.185714285714,484.671428571429,438.5,552.157142857143,578.785714285714,546.1,495.885714285714,603.385714285714
"124",464.125,467.175,382.25,517.475,583.05,413.7,441.325,544,438.775,545.775,487.35,556.925,506.7,486.65,515.45,376.675,647.375,444.425,481.075,405.225,416.35,580.025,359.375,488.625,578.45,458.425,447.125,559.5,604.025,638.625,351.45,566.925,548.075,355.225,331.025,603.15,533.325,611.825,655.675,619.625,417.4,627,467.925,436.15,631.075,528.675,616.725,592.825,492.825,478.925,437.175,605.825,521.625,581.225,392.225,473.9,399.45,569.6,521.725,567.325,501.85,455.75,546.325,572.925,540.325,490.075,597.55
"129",364.898837209303,357.495348837209,287.052325581396,417.660465116279,476.618604651163,313.08023255814,336.682558139535,435.029069767441,345.582558139535,456.438372093024,388.136046511628,447.905813953489,398.129069767441,386.256976744186,412.670930232558,278.420930232558,547.775581395349,337.219767441861,377.719767441861,300.991860465116,314.447674418604,480.412790697674,265.682558139535,386.212790697675,482.774418604651,359.784883720931,338.894186046511,456.01976744186,503.466279069767,539.043023255814,255.605813953489,462.005813953489,444.047674418605,266.140697674419,242.159302325582,509.613953488372,433.724418604652,511.366279069768,556.06976744186,520.017441860466,322.25,527.382558139534,364.970930232559,331.808139534883,521.215116279069,422.053488372093,517.129069767441,487.44534883721,383.166279069767,370.405813953489,338.506976744186,506.224418604652,417.866279069768,478.584883720931,295.219767441861,378.162790697674,305.854651162791,446.405813953489,422.117441860465,460.273255813953,396.782558139535,358.417441860465,446.336046511628,473.352325581395,430.605813953489,383.936046511628,497.967441860465
"131",204.084615384615,342.548717948718,186.660256410256,217.179487179487,176.920512820513,172.511538461538,233.242307692308,122.446153846154,113.553846153846,118.014102564103,203.728205128205,320.064102564103,300.448717948718,129.471794871795,97.1025641025641,245.765384615385,269.948717948718,259.025641025641,170.411538461538,280.225641025641,228.569230769231,210.041025641026,231.214102564103,228.646153846154,143.684615384616,179.079487179487,292.45641025641,136.446153846154,247.830769230769,271.251282051282,251.532051282051,261.21282051282,258.602564102564,205.314102564102,226.196153846154,170.846153846154,177.158974358974,277.992307692308,262.828205128205,249.705128205128,124.966666666667,222.828205128205,209.782051282051,148.317948717949,201.24358974359,279.669230769231,257.582051282051,168.742307692308,347.507692307692,281.782051282051,179.151282051282,224.025641025641,245.188461538461,266.312820512821,219.207692307692,107.785897435898,135.975641025641,150.392307692308,181.623076923077,285.528205128205,150.476923076923,147.310256410256,231.410256410257,216.780769230769,347.048717948718,256.846153846154,234.079487179487
"132",344.866666666667,472.633333333333,278.8,423.666666666667,388.3,295.466666666667,373.466666666667,329.85,278.766666666667,331.633333333333,364.566666666667,460.466666666667,443.233333333333,339.266666666667,301.3,326.05,496.5,399.266666666667,329.433333333333,361.316666666667,341.166666666667,429.15,312.933333333333,370.766666666667,364.3,326.466666666667,432.7,345.366666666667,453.15,487.766666666667,320.366666666667,466.766666666667,466.166666666667,285.733333333333,290.85,389,382.466666666667,482.166666666667,482.7,468.75,264.5,444.633333333333,350.05,281.166666666667,421.8,427.066666666667,465.866666666667,378.7,478.966666666667,422.05,319.3,454.966666666667,403.75,471.866666666667,315.633333333333,310.883333333333,248.25,355.466666666667,388.066666666667,493.966666666667,355.466666666667,298.733333333333,436.966666666667,422.066666666667,492.166666666667,396.7,446.7
"139",245.845175438596,358.050877192983,182.453070175438,288.664473684211,283.344736842105,196.083771929825,261.131578947368,230.532894736842,180.657456140351,233.117982456141,259.160964912281,354.55350877193,330.791666666667,220.243421052632,207.124561403509,229.910087719299,368.389912280702,283.857894736843,230.22149122807,264.471929824562,239.303070175439,305.104824561404,214.690350877193,269.681140350877,263.764912280701,227.20701754386,318.368421052632,248.091228070176,336.832894736842,363.675,228.880701754386,341.539912280702,322.893421052632,189.665789473684,201.528947368422,288.71798245614,266.167105263158,367.582894736842,363.294298245614,343.444736842105,172.040789473684,329.308333333334,251.581140350877,190.568421052631,315.409210526316,322.286403508772,347.076754385965,279.165789473685,371.547368421053,308.313596491228,220.93552631579,326.175,296.639035087719,347.996929824562,219.261842105263,200.796929824561,161.958333333333,253.516666666667,259.952192982456,346.055701754386,236.52850877193,203.32149122807,313.085087719298,305.78201754386,377.493421052632,290.987719298246,326.504824561403
"151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"160",2161.73068181818,2219.67386363637,2237.50340909091,2108.22159090909,2052.77840909091,2201.95795454545,2207.06022727273,2132.86477272728,2184.28977272727,2091.11477272728,2121.86477272728,2085.86477272728,2138.39431818182,2145.23068181818,2145.98977272728,2237.87613636363,1953.23863636364,2232.85113636363,2129.14659090909,2254.04886363637,2204.80340909091,2019.80795454546,2241.83863636364,2154.49659090909,2068.67386363637,2154.92159090909,2266.2875,2069.36477272728,1984.8375,1969.8375,2263.66022727273,2031.52840909091,2051.11704545454,2260.24204545454,2264.43068181818,2032.18522727273,2064.13522727272,1969.02386363636,1957.70568181818,1979.28977272728,2184.38977272728,2003.29886363637,2183.6125,2191.07159090909,2012.68522727273,2081.47613636363,1956.85340909091,2053.13636363636,2184.00340909091,2156.39431818182,2160.97613636363,2006.43068181818,2087.80795454545,2006.0125,2207.31931818182,2164.30795454545,2215.9125,2090.63636363636,2089.80340909091,2049.63636363636,2116.23068181818,2147.9125,2029.78977272728,2003.35340909091,2128.59204545454,2121.98977272728,2009.87613636363
"171",765.423076923077,908.961538461538,841.192307692308,711.915384615385,647.053846153846,805.630769230769,810.730769230769,708.730769230769,787.969230769231,667,725.530769230769,770.592307692308,826.938461538462,748.923076923077,721.861538461539,841.553846153846,595.592307692308,836.530769230769,732.830769230769,857.730769230769,808.492307692308,623.5,845.530769230769,758.192307692308,644.553846153846,758.615384615385,869.969230769231,679.130769230769,669.592307692308,605.092307692308,867.330769230769,728.515384615385,754.415384615385,863.930769230769,868.115384615385,608.069230769231,667.815384615385,653.761538461538,579.846153846154,614.607692307692,788.069230769231,579.192307692308,787.3,794.746153846154,588.569230769231,773.076923076923,641.592307692308,629.030769230769,865.784615384615,828.776923076923,764.638461538461,597.815384615385,744.5,690.746153846154,811,746.692307692308,837.192307692308,684.923076923077,693.492307692308,734.384615384615,719.923076923077,751.6,722.115384615385,662.230769230769,826.823076923077,794.361538461539,639.030769230769
"172",598.022222222222,686.644444444445,673.777777777778,544.511111111111,479.633333333333,638.233333333333,643.333333333333,541.333333333333,620.555555555556,499.588888888889,558.133333333333,565.222222222222,617.755555555556,581.522222222222,554.477777777778,674.133333333333,390.211111111111,669.133333333333,565.433333333333,690.333333333333,641.077777777778,456.077777777778,678.122222222222,590.777777777778,477.133333333333,591.222222222222,702.555555555556,511.733333333333,464.211111111111,404.444444444444,699.933333333333,510.9,546.466666666667,696.533333333333,700.722222222222,440.666666666667,500.422222222222,448.4,382.755555555556,412.077777777778,620.666666666667,411.777777777778,619.877777777778,627.344444444444,421.166666666667,560.833333333333,436.211111111111,461.622222222222,676.377777777778,652.788888888889,597.244444444444,430.422222222222,577.077777777778,485.377777777778,643.611111111111,579.3,669.8,517.533333333333,526.077777777778,529.011111111111,552.522222222222,584.2,509.144444444444,489.244444444444,621.433333333333,618.388888888889,452.811111111111
