"FAFZone","AlleganyCounty","AnneArundelCounty","BaltimoreCounty","CalvertCounty","CarolineCounty","CarrollCounty","CecilCounty","CharlesCounty","DorchesterCounty","FrederickCounty","GarrettCounty","HarfordCounty","HowardCounty","KentCounty","MontgomeryCounty","PrinceGeorgesCounty","QueenAnnesCounty","StMarysCounty","SomersetCounty","TalbotCounty","WashingtonCounty","WicomicoCounty","WorcesterCounty","Baltimorecity"
"411",2728.53888888889,2867.25,2859.01666666667,2899.23888888888,2911.05555555555,2835.17222222223,2891.06111111111,2889.07222222222,2927.69444444444,2808.93888888889,2714.96111111111,2884.91666666667,2844.25,2915.37222222222,2832.76111111112,2857.55555555555,2897.81666666666,2912.91666666667,2977.57222222222,2909.17222222223,2779.13888888889,2954.27222222223,2974.76111111112,2855.64444444445
"419",2633.51851851852,2772.21851851852,2763.98888888889,2804.20740740741,2816.02962962963,2740.15185185185,2796.03703703704,2794.07037037037,2832.67777777778,2713.90740740741,2619.94074074074,2789.87777777778,2749.21851851852,2820.36666666667,2737.75555555556,2762.52962962963,2802.78148148148,2817.88888888889,2882.55925925926,2814.15185185185,2684.1037037037,2859.25925925926,2879.75555555556,2760.62592592593
"421",232.433333333334,128.316666666667,106.083333333333,171.5,116.966666666667,127.183333333333,65.5166666666667,169.266666666667,142.783333333333,143.1,276.55,82.15,128.383333333333,91.45,150.466666666667,144.633333333333,103.633333333333,194.016666666667,171.516666666667,124.233333333333,165.333333333333,144.725,158.2,107.233333333333
"422",122.2,260.977777777778,252.766666666667,292.977777777778,304.788888888889,228.922222222222,287.277777777778,282.844444444444,321.455555555556,202.666666666667,113.311111111111,278.655555555556,237.977777777778,309.133333333333,226.511111111111,251.288888888889,291.555555555556,306.655555555556,371.322222222222,302.911111111111,172.866666666667,348.033333333333,368.511111111111,249.394444444445
"423",249.3,206.54,174.62,249.74,184,174.02,135.04,247.52,211.38,180.72,293.44,142.78,192.74,160.88,214.66,221.98,172.26,272.28,239.29,192.86,186.18,212.48,225.26,179.42
"429",167.044680851064,214.481914893617,187.541489361702,253.603191489362,248.367021276596,166.526595744681,193.647872340426,248.011702127659,266.771276595744,168.760638297873,199.248936170213,190.26170212766,197.471276595744,226.123404255319,198.606382978723,219.884042553191,234.177659574468,272.360638297872,306.285106382978,248.252127659575,157.179787234043,280.523404255319,296.026595744681,190.948936170213
"441",494.92,386.62,367.38,429.81,368.82,419.62,323.04,427.58,396.18,426.32,539.04,343.92,390.52,345.7,412.61,403.12,357.06,452.32,424.26,377.66,431.81,397.46,410.06,366.76
"451",611.933333333333,553.8,573.516666666667,526.9,594.8,569.033333333333,610.8,495.933333333333,582.083333333333,562.1,618.433333333333,593.966666666667,549.966666666667,599.133333333333,531.733333333333,532.1,581.566666666667,510.966666666667,543.983333333333,592.9,584,556.083333333333,551.25,566.4
"452",517.15,522.95,532.69,496.05,563.98,539.7,570.7,465.13,580.63,513.43,514.82,553.84,509.15,568.32,490.92,501.28,550.74,480.14,554.94,562.12,499.93,567.04,562.2,525.575
"459",532.669696969697,508.963636363636,525.954545454545,482.054545454545,549.981818181818,524.184848484848,563.39696969697,451.130303030303,542.666666666667,509.924242424242,533.490909090909,546.530303030303,502.418181818182,554.315151515152,484.181818181818,487.290909090909,536.736363636364,466.139393939394,505.421212121212,548.109090909091,512.478787878788,517.522727272727,512.686363636364,518.840909090909
"460",1319.05454545454,1457.75151515151,1449.52272727272,1489.74545454546,1501.5590909091,1425.68333333333,1481.57121212122,1479.60303030303,1518.21439393939,1399.44696969696,1305.475,1475.40984848485,1434.75151515151,1505.89090909091,1423.28484848485,1448.0590909091,1488.32121212122,1503.42272727272,1568.09393939393,1499.68333333333,1369.64545454545,1544.78939393939,1565.28484848485,1446.15151515152
"471",796.833333333333,894.833333333333,895.066666666667,888.4,935.866666666667,871.266666666667,937.866666666667,840.666666666667,952.466666666667,845,770.366666666667,920.966666666667,880.333333333333,940.166666666667,860.266666666667,859.566666666667,922.566666666667,855.666666666667,1002.36666666667,933.966666666667,831.5,979.066666666667,999.566666666667,891.716666666667
"472",631.205882352941,716.376470588235,716.623529411765,709.952941176471,757.382352941176,692.8,759.394117647059,662.2,774.011764705882,666.547058823529,604.735294117647,742.511764705882,701.876470588235,761.7,681.8,681.088235294118,744.123529411765,677.229411764706,823.9,755.5,653.182352941177,800.6,821.094117647059,713.264705882353
"473",496.5,532.6,532.869230769231,526.192307692308,573.6,509.015384615385,575.615384615385,478.438461538462,590.269230769231,482.776923076923,470.023076923077,558.769230769231,518.1,577.923076923077,498.015384615385,497.3,560.369230769231,493.469230769231,639.596153846154,571.715384615385,469.276923076923,616.830769230769,637.565384615385,529.492307692308
"479",616.915322580645,691.126612903226,691.123387096774,685.236290322581,732.227419354839,667.287903225807,733.871774193548,637.507258064516,748.884677419355,641.041129032258,590.44435483871,717.016935483871,676.349193548387,736.571774193548,656.568548387097,656.662903225806,718.991129032258,652.516935483871,795.462096774193,730.357258064516,626.554032258065,774.662096774194,793.93870967742,687.753225806451
"481",1471.5,1576.6,1576.84,1570.18,1617.6,1553.02,1619.6,1522.44,1634.24,1526.78,1445.04,1602.74,1562.1,1621.94,1542.02,1541.3,1604.34,1537.44,1620.68,1615.72,1513.28,1647.1,1627.95,1573.48
"482",1317.9125,1352.7125,1352.9875,1346.2875,1393.7125,1329.1375,1395.725,1298.5375,1410.3375,1302.9125,1291.4375,1378.8375,1338.2125,1398.0375,1318.1375,1317.4125,1380.4875,1313.5625,1391.2625,1391.8375,1289.4125,1403.3625,1398.5375,1349.6
"483",1644.03333333333,1677.85,1678.11666666667,1671.45,1718.85,1654.26666666667,1720.86666666667,1623.66666666667,1735.48333333333,1628.05,1617.53333333333,1703.98333333333,1663.35,1723.16666666667,1643.26666666667,1642.55,1705.61666666667,1638.71666666667,1712.51666666667,1716.96666666667,1614.55,1724.61666666667,1719.8,1674.74166666667
"484",1286.33157894737,1388.24736842105,1388.53157894737,1381.84210526316,1429.26315789474,1364.68947368421,1431.27894736842,1334.10526315789,1445.92631578947,1338.44210526316,1261.92631578947,1414.42631578947,1373.74736842105,1433.6,1353.68947368421,1352.96315789474,1416.03157894737,1349.13157894737,1486.61315789474,1427.38421052632,1324.94210526316,1472.52105263158,1488.77631578947,1385.16315789474
"485",1882.1,1984.3,1984.6,1977.9,2025.35,1960.75,2027.35,1930.15,2041.95,1934.5,1855.65,2010.45,1969.8,2029.65,1949.75,1949,2012.1,1945.2,2078.6,2023.45,1921,2068.55,2085.9,1981.2
"486",1412.44285714286,1470.58571428571,1470.87142857143,1464.18571428571,1511.60714285714,1447.03571428571,1513.61428571429,1416.45714285714,1528.25714285714,1420.78571428571,1385.97857142857,1496.75714285714,1456.08571428571,1515.95,1436.03571428571,1435.3,1498.37142857143,1431.47142857143,1507.51428571429,1509.74285714286,1407.28571428571,1519.61428571429,1514.77142857143,1467.50357142858
"487",1697.3,1799.5,1799.8,1793.1,1840.6,1776,1842.6,1745.4,1857.2,1749.7,1670.9,1825.7,1785,1844.9,1765,1764.3,1827.3,1760.4,1793.45,1838.7,1736.2,1805.55,1800.75,1796.45
"488",1555.35,1657.3,1657.5875,1650.9,1698.3125,1633.725,1700.325,1603.175,1714.9875,1607.5,1528.875,1683.4875,1642.8,1702.6625,1622.725,1622,1685.0875,1618.1875,1698.05,1696.4375,1594,1710.1375,1705.2875,1654.2125
"489",1467.74410256411,1575.90641025641,1574.35820512821,1576.91307692308,1617.5641025641,1550.5182051282,1617.32564102564,1531.21102564103,1634.21538461539,1524.27769230769,1447.2458974359,1600.24769230769,1559.5858974359,1621.89435897436,1541.3623076923,1546.52769230769,1604.32487179487,1546.67923076923,1658.50615384616,1615.68589743589,1506.24717948718,1653.44769230769,1662.44512820513,1570.98897435898
"491",1982.15,2120.85,2112.63,2152.84,2164.65,2088.76,2144.65,2142.68,2181.28,2062.54,1968.56,2138.49,2097.85,2168.96,2086.36,2111.15,2151.42,2166.51,2231.16,2162.76,2032.74,2207.86,2228.36,2109.24
"499",1998.77894736842,2149.34736842105,2141.11578947368,2181.33684210526,2193.16315789474,2117.28947368421,2182.95263157895,2171.20526315789,2209.81052631579,2091.04210526316,1990.85263157895,2167.01052631579,2126.34736842105,2197.5,2114.88947368421,2139.66315789474,2179.91578947368,2195.01578947368,2259.69473684211,2191.28947368421,2061.24210526316,2236.39473684211,2256.88947368421,2137.75
"500",575.507142857143,501.621428571429,482.378571428571,544.792857142857,485.885714285714,500.228571428571,438.035714285714,542.557142857143,513.221428571429,506.928571428571,619.642857142857,458.728571428571,505.5,462.735714285714,534.335714285714,518.121428571429,474.1,567.321428571429,541.178571428572,494.7,512.392857142857,514.371428571429,527.1,481.742857142857
"511",229.2,158.988235294118,179.832352941176,133.047058823529,200.011764705882,175.982352941176,216.023529411765,102.105882352941,214.967647058824,168,261.123529411764,199.152941176471,156.923529411765,204.329411764706,138.688235294118,138.658823529412,186.758823529412,117.123529411765,208.94705882353,198.129411764706,190.135294117647,218.635294117648,215.620588235294,172.714705882352
"512",284.05,193.214285714286,225.510714285714,172.157142857143,199.503571428571,228.471428571429,243.332142857143,141.221428571429,181.546428571428,221.507142857143,317.95,233.364285714286,207.757142857143,226,191.171428571429,186.907142857143,208.407142857143,156.235714285714,143.446428571428,200.946428571428,243.435714285714,155.546428571428,150.7,218.407142857143
"513",136.094117647059,77.8382352941177,89.5058823529412,86.95,118.841176470588,82.0588235294118,127.261764705882,67.014705882353,135.497058823529,67.0764705882353,170.652941176471,110.414705882353,66.5852941176471,123.173529411765,48.6882352941176,58.0264705882353,105.608823529411,88.7676470588235,185.367647058824,116.955882352942,84.5176470588235,162.067647058823,182.55,82.4352941176471
"519",241.78023255814,247.163953488372,255.711627906977,240.456395348838,285.28023255814,244.203488372093,294.522093023256,201.671511627907,298.979069767442,223.999418604652,247.49534883721,278.607558139534,237.485465116279,291.147674418604,220.538953488372,221.846511627907,273.581976744186,216.488953488372,326.602906976744,283.615697674418,222.823837209302,316.13488372093,328.501162790698,249.891860465116
"531",2699.85555555556,2838.55555555556,2830.28888888889,2870.52222222222,2882.36666666667,2806.46666666667,2862.36666666667,2860.38888888889,2898.98888888889,2780.21111111111,2686.26666666667,2856.18888888889,2815.55555555556,2886.68888888889,2804.07777777778,2828.86666666667,2869.08888888889,2884.18888888889,2948.88888888889,2880.46666666667,2750.41111111111,2925.57777777778,2946.07777777778,2826.93333333334
"532",2700.73333333333,2839.43333333333,2831.23333333333,2871.43333333333,2883.26666666667,2807.36666666667,2863.26666666667,2861.3,2899.93333333333,2781.13333333333,2687.16666666667,2857.1,2816.43333333333,2887.6,2805,2829.76666666667,2870.03333333333,2885.13333333333,2949.8,2881.36666666667,2751.33333333333,2926.5,2947,2827.86666666666
"539",2563.26666666667,2701.97407407407,2693.72962962963,2733.95555555556,2745.78148148148,2669.9037037037,2725.7962962963,2723.81111111111,2762.42222222222,2643.66296296296,2549.68888888889,2719.62222222222,2678.97407407407,2750.10740740741,2667.5,2692.28148148148,2732.53333333333,2747.63703703704,2812.30740740741,2743.9037037037,2613.86666666667,2789.00740740741,2809.5,2690.37222222222
"540",166.625454545455,302.073636363636,297.215454545454,322.199090909091,344.962727272727,273.382727272727,339.971818181818,296.217272727273,361.604545454545,247.137272727273,148.158181818182,323.102727272727,282.451818181818,349.29,267.519090909091,285.975454545455,331.719090909091,316.116363636364,411.488181818182,343.084545454545,220.985454545455,388.186363636364,408.684545454546,293.846363636363
"551",699.0625,837.7625,829.5375,869.75,881.575,805.6875,861.5875,859.625,898.2375,779.45,685.4875,855.425,814.7625,885.8875,803.2875,828.075,868.3375,883.4375,948.1,879.6875,749.65,924.8,945.2875,826.1625
"559",858.75703125,997.45546875,989.22890625,1029.44765625,1041.26484375,965.38359375,1021.27421875,1019.30546875,1057.92421875,939.14609375,845.17265625,1015.12109375,974.45546875,1045.59375,962.98671875,987.76640625,1028.03046875,1043.12734375,1107.790625,1039.38359375,909.34765625,1084.49609375,1104.98359375,985.85703125
"560",1732.48695652174,1871.18695652174,1862.95652173913,1903.17391304348,1915.00434782609,1839.12173913043,1895.00869565217,1893.03913043478,1931.65217391304,1812.87826086957,1718.90869565217,1888.85217391304,1848.18695652174,1919.33913043478,1836.71739130435,1861.50869565217,1901.76086956522,1916.86086956522,1981.5347826087,1913.12173913043,1783.07391304348,1958.23043478261,1978.70869565217,1859.58913043479
