"FAFZone","AdamsCounty","AlamosaCounty","ArapahoeCounty","ArchuletaCounty","BacaCounty","BentCounty","BoulderCounty","BroomfieldCounty","ChaffeeCounty","CheyenneCounty","ClearCreekCounty","ConejosCounty","CostillaCounty","CrowleyCounty","CusterCounty","DeltaCounty","DenverCounty","DoloresCounty","DouglasCounty","EagleCounty","ElbertCounty","ElPasoCounty","FremontCounty","GarfieldCounty","GilpinCounty","GrandCounty","GunnisonCounty","HinsdaleCounty","HuerfanoCounty","JacksonCounty","JeffersonCounty","KiowaCounty","KitCarsonCounty","LakeCounty","LaPlataCounty","LarimerCounty","LasAnimasCounty","LincolnCounty","LoganCounty","MesaCounty","MineralCounty","MoffatCounty","MontezumaCounty","MontroseCounty","MorganCounty","OteroCounty","OurayCounty","ParkCounty","PhillipsCounty","PitkinCounty","ProwersCounty","PuebloCounty","RioBlancoCounty","RioGrandeCounty","RouttCounty","SaguacheCounty","SanJuanCounty","SanMiguelCounty","SedgwickCounty","SummitCounty","TellerCounty","WashingtonCounty","WeldCounty","YumaCounty"
"63",1085.3,1017,1083.9,885.5,1187.2,1172,1082.8,1085.7,1048.4,1238.4,1044.4,994.7,1013.9,1155.15,1074.3,876.6,1072.75,795.9,1092,956.5,1128.1,1136.1,1109.3,895,1056.8,1041.5,961,874.1,1061.2,1075.8,1062.9,1218,1225.6,1004.2,843,1141.1,1067.2,1179.9,1198,830.3,956.7,929.5,754.4,906.8,1149.7,1137.5,915,1056.2,1236.9,950.5,1208,1141.4,924.5,956.8,1014.1,1022.2,848.3,886.6,1245.7,1002.7,1091.7,1194,1117.8,1230.3
"64",1261.65,1263.21666666667,1273.06666666667,1141.34166666667,1450.19166666667,1431.2,1253.8,1255.77083333334,1231.925,1418.875,1227.93333333333,1257.69166666667,1276.85833333333,1402.3,1257.8,1060.17916666667,1261.60416666667,1044.49166666666,1281.36666666666,1140.04166666666,1317.28333333334,1325.45,1292.88333333334,1078.50833333334,1240.4,1193.43333333333,1144.51666666667,1130.475,1311.7,1148.29166666666,1263.15,1434.16666666666,1406.03333333334,1187.75833333334,1098.88333333333,1203.63333333334,1330.20833333333,1360.375,1315.45833333333,1013.875,1205.90833333333,1006.85,1018.55,1090.33333333334,1278.2,1394.67916666666,1098.60833333333,1239.75833333334,1356.70833333334,1134.07916666667,1455.05,1369.625,1007.30833333333,1213.95,1069.075,1205.7,1104.63333333334,1070.19166666667,1331.45,1186.25,1275.24166666666,1322.50833333334,1234.40833333334,1358.825
"65",1175.45,1138,1174.1,1006.45,1308.2,1293,1173,1175.85,1138.55,1328.65,1134.6,1115.7,1134.85,1276.15,1164.45,966.8,1162.975,916.9,1182.2,1046.7,1218.3,1226.3,1199.55,985.15,1147.05,1131.7,1051.15,995.1,1182.15,1166.05,1153.1,1343.95,1315.8,1094.4,964,1231.3,1188.2,1270.15,1288.2,920.5,1077.7,1019.7,875.45,997,1239.85,1258.5,1005.25,1146.4,1327.05,1040.7,1329.05,1262.4,1014.75,1077.85,1104.3,1112.35,969.3,976.8,1335.9,1092.9,1181.9,1284.15,1208,1320.5
"69",1198.13870967742,1188.54516129032,1207.77419354839,1078.8935483871,1410.04838709678,1371.11935483871,1191.5,1193.67096774193,1163.0870967742,1352.67258064516,1162.32580645161,1193.67096774193,1214.54838709678,1332.35806451613,1192.34516129032,994.570967741936,1196.35322580645,977.629032258065,1216.02580645161,1074.42258064516,1253.28064516129,1258.81612903226,1223.80322580645,1012.9129032258,1174.79677419355,1135.43870967742,1076.10967741935,1064.86451612903,1249.7,1111.70967741936,1196.21612903226,1366.56774193548,1342.08064516129,1122.13870967742,1036.42580645161,1168.96451612903,1324.3564516129,1295.37580645162,1269.97419354839,948.245161290322,1133.22903225806,968.358064516129,967.777419354838,1020.28709677419,1226.85483870968,1331.4435483871,1028.44838709677,1172.3935483871,1310.67741935484,1068.47741935484,1388.05161290323,1297.37096774193,967.435483870967,1151.79032258064,1036.36451612903,1136.21935483871,1038.9935483871,999.867741935484,1290.78548387096,1120.63064516129,1210.57741935484,1271.16129032258,1189.1129032258,1307.46774193549
"91",1882,2076,1902.1,2175.7,1817.7,1863.6,1895.46666666667,1895.93333333333,2023.1,1779.7,1930.9,2102.9,2065.5,1878.1,1993.5,2141.6,1896.1,2279.63333333333,1917.7,2013.1,1882,1916.53333333333,1968.36666666667,2069.7,1927.3,1987.4,2101.1,2176.33333333333,2017,1971.86666666667,1904.63333333333,1815.3,1787.4,1998,2222,1903.3,1959.38333333333,1860.3,1765.43333333333,2136.1,2145.13333333333,2104.3,2272.5,2191.8,1814.2,1890.45,2200.1,1993.5,1749.6,2087.23333333333,1799,1959,2142.6,2107.6,2037.1,2079.4,2232,2265.13333333333,1721,1965.6,1951.4,1812.4,1870.2,1758.7
"92",1845.66666666667,2033.76666666667,1865.76666666667,2133.46666666667,1775.53333333333,1821.36666666667,1859.13333333333,1859.63333333333,1986.76666666667,1737.53333333333,1894.56666666667,2060.66666666667,2023.26666666667,1835.96666666667,1951.26666666667,2105.26666666667,1859.78333333333,2243.33333333333,1881.43333333333,1976.76666666667,1839.76666666667,1874.36666666667,1926.16666666667,2033.36666666667,1890.93333333333,1951.06666666667,2064.76666666667,2134.16666666667,1974.76666666667,1935.53333333333,1868.33333333333,1773.13333333333,1745.16666666667,1961.73333333333,2179.86666666667,1866.96666666667,1917.21666666667,1818.06666666667,1729.13333333333,2099.76666666667,2102.96666666667,2068,2230.26666666667,2155.46666666667,1777.86666666667,1848.25,2163.73333333333,1951.26666666667,1713.26666666667,2050.93333333333,1756.8,1916.86666666667,2106.3,2065.36666666667,2000.73333333333,2034.73333333333,2195.66666666667,2228.83333333333,1684.66666666667,1929.3,1909.16666666667,1776.06666666667,1833.86666666667,1722.4
"99",1906.25,2092.7,1926.35,2192.4,1834.5,1880.3,1919.75,1920.25,2047.35,1796.5,1955.2,2119.65,2082.2,1894.9,2010.2,2165.9,1920.4,2303.95,1942.05,2037.35,1898.7,1933.3,1985.1,2093.95,1951.55,2011.65,2114.7,2193.1,2033.7,1996.15,1928.95,1832.1,1804.1,2022.35,2238.8,1927.6,1976.15,1877,1789.75,2160.35,2161.9,2128.6,2289.2,2216.1,1838.45,1907.225,2224.35,2010.2,1773.85,2111.55,1815.75,1975.8,2166.9,2124.3,2061.35,2092.4,2256.3,2289.45,1745.3,1989.9,1968.15,1836.65,1894.45,1783.05
"101",1738.275,1878.125,1733.775,1977.775,1619.825,1665.675,1762.275,1747.125,1828.325,1581.825,1777.625,1905.025,1867.575,1680.275,1795.575,1988.325,1737.525,2126.375,1723.975,1859.825,1684.125,1718.675,1770.475,1916.375,1773.975,1834.125,1897.025,1978.475,1819.125,1833.975,1746.775,1617.425,1589.525,1844.725,2024.125,1765.425,1761.525,1662.375,1627.55,1982.825,1947.275,1966.425,2074.625,1971.825,1676.275,1692.575,1980.075,1795.625,1611.725,1933.975,1601.125,1761.125,1989.325,1909.725,1899.175,1873.925,2012.025,2031.175,1583.125,1812.325,1753.525,1674.525,1732.325,1637.625
"109",1759.5,1899.3,1755,1999,1641,1686.8,1783.4,1768.3,1849.5,1603,1798.8,1926.2,1888.8,1701.4,1816.8,2009.5,1758.7,2147.5,1745.1,1881,1705.3,1739.8,1791.6,1937.6,1795.1,1855.3,1918.2,1999.6,1840.3,1866.7,1767.9,1638.6,1610.7,1865.9,2045.3,1798.2,1782.65,1683.5,1660.3,2004,1968.4,1998.6,2095.8,1993,1709.1,1713.75,2001.3,1816.8,1644.5,1955.1,1622.3,1782.3,2010.5,1930.9,1931.3,1895.1,2033.2,2052.3,1615.9,1833.5,1774.7,1707.3,1765.1,1658.8
"111",1664.2,1804,1659.7,1903.7,1545.8,1591.6,1688.2,1673,1754.2,1507.8,1703.5,1830.9,1793.5,1606.2,1721.5,1914.2,1663.45,2052.3,1649.9,1785.7,1610,1644.6,1696.4,1842.3,1699.9,1760,1822.9,1904.4,1745,1771.5,1672.7,1543.3,1515.4,1770.7,1950.1,1702.9,1687.45,1588.3,1565.1,1908.7,1873.2,1903.3,2000.5,1897.7,1613.8,1618.45,1906,1721.5,1549.2,1859.9,1527,1687.1,1915.2,1835.6,1836.1,1799.9,1937.9,1957.1,1520.6,1738.2,1679.4,1612,1669.8,1563.6
"121",1766.73333333333,1714.91666666667,1762.23333333333,1808.6,1543.13333333333,1614.7,1790.7,1775.55,1856.78333333333,1610.28333333333,1806.08333333333,1756.73333333333,1704.4,1708.7,1719.4,2016.78333333333,1765.96666666666,1943.73333333333,1752.41666666667,1888.28333333333,1712.55,1747.13333333333,1798.91666666667,1944.83333333333,1802.43333333333,1862.55,1925.45,1815.28333333333,1655.91666666667,1906.93333333333,1775.23333333333,1645.88333333333,1617.95,1873.18333333333,1863.65,1830.98333333333,1616.35,1690.83333333333,1716.58333333333,2011.28333333333,1784.1,2005.88333333333,1902.3,2000.28333333333,1765.33333333333,1664.90833333334,1946.6,1824.06666666667,1700.78333333333,1962.41666666667,1566.58333333333,1690.55,2017.78333333333,1746.53333333333,1938.63333333333,1773.46666666667,1911.93333333333,1993.7,1672.18333333333,1840.78333333333,1781.98333333333,1709.31666666667,1800.61666666667,1666.08333333333
"122",1997.92857142857,1945.12857142857,1993.42857142857,2038.81428571429,1773.32857142857,1844.91428571429,2021.87142857143,2006.71428571429,2087.92857142857,1841.44285714286,2037.22857142857,1986.92857142857,1934.61428571429,1939.85714285714,1949.61428571429,2247.92857142857,1997.13571428572,2173.92857142857,1983.6,2119.42857142857,1943.71428571429,1978.28571428571,2030.08571428571,2176,2033.6,2093.72857142857,2156.62857142857,2045.48571428571,1886.12857142857,2138.11428571429,2006.41428571429,1877.02857142857,1849.12857142857,2104.34285714286,2093.84285714286,2062.12857142857,1846.54285714286,1922,1947.77142857143,2242.42857142857,2014.3,2237.02857142857,2132.5,2231.42857142857,1996.51428571429,1884.82857142857,2176.8,2055.22857142857,1931.92857142857,2193.58571428571,1806.52857142857,1920.74285714286,2248.92857142857,1976.72857142857,2169.8,2003.65714285714,2142.12857142857,2223.88571428571,1903.32857142857,2071.92857142857,2013.12857142857,1940.48571428571,2031.77142857143,1897.24285714286
"123",1840.37142857143,1787.57142857143,1835.87142857143,1881.27142857143,1615.78571428571,1687.35714285714,1864.3,1849.17142857143,1930.38571428571,1683.88571428571,1879.68571428571,1829.38571428571,1777.05714285714,1782.3,1792.05714285714,2090.38571428571,1839.57142857143,2016.38571428571,1826.01428571429,1961.88571428571,1786.17142857143,1820.7,1872.51428571429,2018.45714285714,1876.02857142857,1936.17142857143,1999.07142857143,1887.9,1728.57142857143,1980.55714285714,1848.85714285714,1719.48571428571,1691.57142857143,1946.78571428571,1936.28571428571,1904.58571428571,1688.98571428571,1764.42857142857,1790.18571428571,2084.87142857143,1856.7,2079.48571428571,1974.91428571429,2073.88571428571,1838.95714285714,1727.28571428571,2019.25714285714,1897.67142857143,1774.38571428571,2036,1648.98571428571,1763.18571428571,2091.38571428571,1819.17142857143,2012.25714285714,1846.08571428571,1984.58571428571,2066.31428571429,1745.78571428571,1914.38571428571,1855.58571428571,1782.9,1874.2,1739.68571428571
"124",1863.9,1781.725,1859.4,1875.425,1609.925,1681.525,1887.85,1872.7,1891.975,1707.45,1903.2,1823.525,1771.225,1784.025,1786.225,2113.9,1863.125,2010.525,1849.6,1985.4,1809.7,1844.3,1818.2,2042,1899.6,1959.7,1926.925,1882.125,1722.725,2004.1,1872.4,1743,1715.1,1970.35,1930.475,1928.1,1683.15,1788,1813.75,2108.4,1850.925,2103.025,1969.125,2001.725,1862.5,1721.425,2013.425,1921.2,1797.9,2059.6,1643.15,1757.375,2114.925,1813.325,2035.8,1840.275,1978.725,2060.525,1769.325,1937.925,1879.1,1806.5,1897.775,1763.225
"129",1743.3523255814,1672.05465116279,1738.8523255814,1765.75697674419,1500.27790697675,1571.84534883721,1767.30581395349,1752.16627906977,1775.5988372093,1586.9,1782.68488372093,1713.88255813953,1661.55,1647.04534883721,1676.55,1937.37093023256,1742.57674418604,1900.86627906977,1725.71279069768,1864.88255813953,1689.16627906977,1712.92209302326,1720.54302325582,1921.45,1779.04069767442,1839.16627906977,1833.83604651163,1772.41046511628,1613.07093023256,1883.55,1751.84534883721,1596.54302325582,1594.56395348837,1839.03953488372,1820.79534883721,1807.58488372093,1573.49534883721,1667.44069767442,1696.06279069768,1987.87558139535,1741.23139534884,1982.48953488372,1859.43139534884,1908.66860465116,1740.13372093023,1612.96046511628,1903.75,1779.50813953489,1676.75930232558,1939.01511627907,1536.70581395349,1647.69186046512,1994.38720930233,1703.67093023256,1915.24534883721,1730.6023255814,1869.08023255814,1950.83372093023,1651.64534883721,1817.38720930233,1737.41744186047,1685.91511627907,1777.21046511628,1642.69186046512
"131",1433.06666666667,1482.22051282052,1428.56666666667,1577.62051282051,1266.4076923077,1343.26923076923,1457.02051282051,1441.86923076923,1523.07564102564,1276.61282051282,1472.3858974359,1525.74102564102,1471.71538461539,1375.02051282051,1484.9641025641,1683.08974358975,1432.28846153846,1712.73076923076,1418.73333333333,1554.58974358975,1378.86923076923,1413.43333333333,1465.23333333333,1611.15897435898,1468.74102564102,1528.86923076923,1591.76923076923,1582.57948717949,1423.23076923077,1573.25897435898,1441.56153846154,1312.20256410257,1284.26923076923,1539.51025641025,1632.6641025641,1497.28974358975,1383.6641025641,1357.15,1382.91538461538,1677.57564102564,1551.3923076923,1672.20256410257,1671.29230769231,1666.58974358975,1431.65897435898,1379.32564102564,1674.71538461539,1490.37435897436,1367.08974358975,1628.72307692308,1283.22051282051,1451.09230769231,1684.10128205129,1513.82564102564,1604.95897435897,1554.48461538462,1680.94102564103,1724.98974358975,1338.50256410256,1507.10128205129,1448.28974358975,1375.62307692308,1466.93076923077,1332.41025641025
"132",1649.76666666667,1695.46666666667,1645.26666666667,1790.86666666667,1477.26666666667,1577.15,1673.7,1658.56666666667,1739.76666666667,1493.26666666667,1689.06666666667,1738.96666666667,1684.96666666667,1591.7,1707.05,1899.76666666667,1648.98333333333,1925.96666666667,1635.45,1771.26666666667,1595.56666666667,1630.15,1681.95,1827.86666666667,1685.45,1745.56666666667,1808.46666666667,1795.81666666667,1636.46666666667,1789.96666666667,1658.26666666667,1528.86666666667,1500.96666666667,1756.18333333333,1845.88333333333,1713.96666666667,1596.88333333333,1573.85,1599.6,1894.26666666667,1764.65,1888.86666666667,1884.55,1883.26666666667,1648.36666666667,1604.01666666667,1891.55,1707.06666666667,1583.76666666667,1845.43333333333,1512.56666666667,1672.6,1900.76666666667,1727.06666666667,1821.65,1785.4,1894.16666666667,1942.65,1555.16666666667,1723.76666666667,1664.96666666667,1592.31666666667,1683.63333333333,1549.1
"139",1541.55307017544,1569.38114035088,1537.05307017544,1662.8600877193,1354.6100877193,1432.01052631579,1565.49824561404,1550.35131578947,1622.68640350878,1385.08640350877,1580.86798245614,1610.97324561404,1558.87368421053,1470.13815789474,1575.75745614035,1791.56885964912,1540.77105263158,1797.96535087719,1527.21710526315,1663.06885964912,1487.35131578947,1521.91885964912,1564.30263157895,1719.64166666667,1577.22982456141,1637.35131578947,1685.5846491228,1669.73640350877,1510.38640350877,1681.74429824562,1550.04429824561,1408.71798245614,1392.75,1647.98815789473,1717.89429824562,1605.76710526315,1469.11798245614,1465.63070175438,1491.39692982456,1786.05921052631,1638.54692982456,1780.68070175439,1756.52587719298,1760.40350877193,1540.14166666667,1471.70657894737,1769.45263157894,1598.85745614035,1475.56885964912,1737.20921052632,1372.79912280702,1544.02280701754,1792.57938596491,1600.98903508772,1713.4451754386,1639.32807017544,1766.17587719298,1819.03596491228,1446.975,1615.57938596491,1556.76710526315,1484.10570175438,1575.40745614035,1440.8899122807
"151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"160",802.828409090909,900.773863636364,819.430681818182,808.680681818182,1059.64886363636,1011.79204545455,793.901136363637,795.696590909091,850.463636363637,962.310227272727,795.351136363636,913.8875,935.335227272727,963.9375,889.505681818182,690.885227272727,807.836363636364,699.253409090909,827.792045454545,760.176136363636,863.646590909091,871.860227272728,900.817045454545,701.928409090909,836.410227272727,731.448863636364,775.228409090909,787.094318181818,976.8375,679.623863636363,813.801136363636,977.601136363636,949.473863636363,808.467045454546,766.223863636363,736.578409090909,1010.57613636363,903.810227272727,847.29090909091,644.580681818182,849.496590909091,615.317045454545,710.653409090909,721.044318181818,811.919318181818,971.309090909091,729.305681818182,836.260227272727,888.746590909091,757.503409090909,1016.60113636364,918.873863636363,615.607954545455,879.153409090909,663.910227272727,836.182954545455,761.244318181818,704.546590909091,860.167045454545,784.857954545455,900.646590909091,856.226136363636,767.051136363636,892.551136363636
"171",958.846153846154,1202.63846153846,978.938461538461,1256.13846153846,965.853846153846,980.684615384615,972.315384615385,972.815384615385,1099.95384615385,896.830769230769,1007.75384615385,1229.55384615385,1192.12307692308,1004.3,1114.82307692308,1218.45384615385,972.961538461539,1356.51538461538,994.592307692308,1089.95384615385,964.846153846154,1038.65384615385,1089.71538461538,1146.53076923077,1004.11538461538,1064.24615384615,1177.93846153846,1256.81538461538,1143.64615384615,1048.71538461538,981.515384615385,921.530769230769,870.253846153846,1074.87692307692,1302.45384615385,980.153846153846,1085.55,943.115384615385,842.292307692308,1212.95384615385,1225.61538461538,1181.15384615385,1352.95384615385,1268.65384615385,891.023076923077,1016.6076923077,1276.92307692308,1077.37692307692,826.453846153846,1164.10769230769,935.046153846154,1085.67692307692,1219.45384615385,1193.51538461538,1113.92307692308,1156.27692307692,1308.85384615385,1342.01538461538,797.853846153846,1042.45384615385,1067.45384615385,889.238461538462,947.053846153846,835.576923076923
"172",888.311111111111,1028.11111111111,883.811111111111,1127.81111111111,769.833333333333,815.711111111111,912.255555555555,897.111111111111,978.333333333333,731.833333333333,927.633333333333,1055.03333333333,1017.61111111111,830.255555555556,945.611111111111,1138.33333333333,887.533333333334,1276.37777777778,873.977777777778,1009.83333333333,834.111111111111,868.677777777778,920.477777777778,1066.41111111111,924,984.111111111111,1047.01111111111,1128.47777777778,969.133333333333,1015.4,896.811111111111,767.433333333333,739.511111111111,994.744444444445,1174.14444444444,948.222222222222,911.522222222222,812.4,819.688888888889,1132.81111111111,1097.27777777778,1127.43333333333,1224.63333333333,1121.83333333333,868.444444444444,842.583333333333,1130.11111111111,945.633333333333,803.866666666667,1083.97777777778,751.133333333333,911.144444444444,1139.33333333333,1059.71111111111,1060.21111111111,1023.95555555556,1162.03333333333,1181.2,775.266666666667,962.333333333333,903.533333333333,829.988888888889,917.566666666667,787.644444444445
"179",940.5725,1106.11,944.175,1197.15375,851.1475,890.755,958.79125,951.9325,1047.21375,806.9,984.06375,1133.025625,1095.59375,907.285,1022.53875,1194.760625,944.739375,1332.81375,942.57625,1066.259375,903.11,945.76375,997.41625,1122.83125,980.42375,1040.5475,1117.63375,1197.81125,1047.115,1051,954.13,840.7625,808.50875,1051.1775,1243.79375,979.80625,988.544375,881.38875,850.06875,1189.255,1166.6275,1170.5725,1294.12625,1197.964375,898.81375,919.615625,1206.2375,1015.8175,834.24,1140.4,829.308125,989.14125,1195.76875,1130.09,1103.3375,1094.9475,1238.169375,1262.905,805.6475,1018.77,979.406875,876.26625,947.861875,829.21875
