"FAFZone","BristolCounty","KentCounty","NewportCounty","ProvidenceCounty","WashingtonCounty"
"331",131.05,127.88,136.72,118.5,146.88
"339",180.38,177.02,191.02,166.56,196.04
"341",233.492857142857,210.307142857143,220.071428571429,225.871428571429,201.042857142857
"342",305.421428571428,282.228571428571,291.985714285714,297.771428571429,272.942857142857
"350",2214.87878787879,2191.68939393939,2201.43484848485,2207.22575757576,2182.41363636364
"361",205.31,201.41,224.52,190.73,213.92
"362",479.7,475.8,498.9,465.166666666667,479.966666666667
"363",193.2,170.830769230769,181.73076923077,184.307692307692,165.815384615385
"364",401.46875,397.575,420.7,386.9,410.1
"369",332.748214285714,328.335714285714,351.035714285714,318.335714285714,333.575
"371",837.916666666667,814.727777777778,824.5,830.294444444444,805.472222222222
"372",763.53,740.34,750.11,755.88,731.08
"373",693.313636363637,670.127272727273,679.890909090909,685.672727272727,660.854545454545
"379",766.801428571428,743.61,753.365,759.157142857143,734.34
"380",1833.9320754717,1815.94339622642,1825.71509433962,1823.19056603774,1806.67547169811
"391",827.316666666667,804.15,813.916666666667,819.7,794.883333333333
"392",642.903846153847,627.103846153846,638.903846153846,632.373076923077,618.996153846154
"393",731.194117647059,709.841176470588,719.611764705882,722.455882352941,700.564705882353
"394",804.964285714286,783.085714285715,792.835714285715,796.45,773.821428571428
"399",730.534444444444,710.357777777778,720.107777777778,719.868888888889,701.088888888889
"401",1668.475,1645.275,1655.0625,1660.85,1636.0125
"402",1566.655,1543.47,1553.25,1559.05,1534.19
"409",1694.75762711864,1671.56610169492,1681.32542372881,1687.11525423729,1662.29830508475
"411",3126.13333333333,3108.15555555556,3117.91666666667,3115.37222222222,3098.87222222222
"419",3031.10740740741,3013.12222222222,3022.88888888889,3020.37037037037,3003.86666666667
"421",303.775,280.583333333333,290.35,296.15,271.316666666667
"422",555.883333333334,535.577777777778,545.344444444444,542.366666666667,526.322222222222
"423",279.22,257,267.16,266.56,250.42
"429",422.06914893617,400.787234042553,410.831914893617,411.591489361702,394.703191489362
"451",945.8,922.6,932.366666666667,938.166666666667,913.333333333333
"452",943.74,920.55,930.32,936.12,911.3
"459",913.830303030303,890.651515151515,900.4,906.2,881.378787878788
"460",1716.64545454546,1698.66060606061,1708.42272727272,1705.9,1689.39090909091
"471",1275.33333333334,1252.16666666667,1261.86666666667,1267.66666666667,1242.86666666667
"472",1096.30882352941,1073.12352941176,1082.85882352941,1088.64705882353,1063.83529411765
"473",913.092307692308,889.907692307692,899.669230769231,905.461538461538,880.623076923077
"479",1069.23306451613,1046.04274193549,1055.80403225807,1061.59919354838,1036.78467741935
"481",1957.09,1933.9,1943.64,1949.44,1924.62
"482",1733.2125,1710.0125,1719.7875,1725.5625,1700.7375
"483",2058.35,2035.15,2044.91666666667,2050.71666666667,2025.86666666667
"484",1768.05,1744.87894736842,1754.63157894737,1760.42105263158,1735.60526315789
"485",2364.8,2341.65,2351.35,2357.15,2332.35
"486",1851.08928571428,1827.90714285714,1837.65714285714,1843.45714285714,1818.64285714286
"487",2180,2156.9,2166.6,2172.4,2147.6
"488",2037.8,2014.6,2024.3875,2030.1875,2005.35
"489",1939.68435897436,1916.49282051282,1926.25461538462,1932.04461538462,1907.22487179487
"491",2379.74,2361.75,2371.51,2368.97,2352.46
"499",2429.76315789473,2411.78421052632,2421.53684210526,2419.02631578947,2402.52105263158
"500",231.703571428571,228,248.4,216.892857142857,246.45
"511",550.994117647059,527.805882352941,537.558823529412,543.352941176471,518.529411764706
"512",562.503571428571,539.307142857142,549.075,554.853571428571,530.05
"513",467.011764705882,443.814705882353,453.585294117647,459.367647058824,434.555882352941
"519",636.099418604651,612.907558139535,622.68023255814,628.470348837209,603.645930232558
"531",3097.42222222222,3079.45555555556,3089.18888888889,3086.68888888889,3070.18888888889
"532",3098.33333333333,3080.33333333333,3090.13333333333,3087.6,3071.1
"539",2960.85740740741,2942.88518518519,2952.63703703704,2950.11111111111,2933.60740740741
"540",660.442727272727,637.254545454545,647.005454545455,652.4,627.978181818182
"551",1096.65,1078.6875,1088.4375,1085.925,1069.4
"559",1256.34609375,1238.35859375,1248.12890625,1245.61015625,1229.09375
"560",2130.07608695652,2112.10434782609,2121.86086956522,2119.34782608696,2102.83913043478
