"FAFZone","ArkansasCounty","AshleyCounty","BaxterCounty","BentonCounty","BooneCounty","BradleyCounty","CalhounCounty","CarrollCounty","ChicotCounty","ClarkCounty","ClayCounty","CleburneCounty","ClevelandCounty","ColumbiaCounty","ConwayCounty","CraigheadCounty","CrawfordCounty","CrittendenCounty","CrossCounty","DallasCounty","DeshaCounty","DrewCounty","FaulknerCounty","FranklinCounty","FultonCounty","GarlandCounty","GrantCounty","GreeneCounty","HempsteadCounty","HotSpringCounty","HowardCounty","IndependenceCounty","IzardCounty","JacksonCounty","JeffersonCounty","JohnsonCounty","LafayetteCounty","LawrenceCounty","LeeCounty","LincolnCounty","LittleRiverCounty","LoganCounty","LonokeCounty","MadisonCounty","MarionCounty","MillerCounty","MississippiCounty","MonroeCounty","MontgomeryCounty","NevadaCounty","NewtonCounty","OuachitaCounty","PerryCounty","PhillipsCounty","PikeCounty","PoinsettCounty","PolkCounty","PopeCounty","PrairieCounty","PulaskiCounty","RandolphCounty","StFrancisCounty","SalineCounty","ScottCounty","SearcyCounty","SebastianCounty","SevierCounty","SharpCounty","StoneCounty","UnionCounty","VanBurenCounty","WashingtonCounty","WhiteCounty","WoodruffCounty","YellCounty"
"69",2034.4,2084.1435483871,1950.60967741935,1840.7129032258,1907.93064516129,2058.55161290322,2047.3193548387,1886.50161290323,2089.90483870968,1948.96451612904,2084.3629032258,1979.45161290322,2025.40322580645,1936.59354838709,1917.77096774194,2057.65967741935,1822.34838709678,2088.85806451612,2044.46774193549,2032.13548387096,2064.20322580645,2057.08387096775,1935,1841.87419354838,1992.31612903226,1964.69677419355,1997.2806451613,2068.74838709678,1912.39677419354,2001.80322580645,1912.40967741935,2017.7193548387,2003.58225806452,2025.1064516129,2006.39516129032,1864.76129032258,1920.46451612904,2039.14032258065,2054.27096774194,2037.07741935484,1916.7935483871,1862.74193548387,1981.74193548387,1876.39677419354,1932.77096774194,1890.5,2123.73870967742,2032.45806451612,1912.04193548388,1936.06451612903,1925.09032258065,1960.80322580645,1935.80967741936,2075.74838709678,1937.76451612903,2056.9193548387,1868.33387096774,1892.74838709677,2002.4193548387,1960.44193548388,2048.86935483871,2053.20967741936,1965.19677419355,1866.09677419355,1943.31129032258,1829.20967741936,1890.18548387097,2017.96935483871,1987.63870967742,1976.61935483871,1954.36774193548,1843.09032258065,1982.39032258065,2025.92258064516,1892.09677419355
"81",1049.625,1102.44583333334,895.145833333333,774.795833333333,862.445833333333,1076.64583333334,1065.80416666666,809.116666666667,1107.4625,989.045833333333,1012.90833333333,992.3625,1042.65416666666,1027.05416666666,932.9625,1003.01666666667,837.545833333333,1057.24583333333,1055.44583333334,1050.2875,1079.84166666667,1074.4625,950.225,857.095833333334,936.425,980.508333333333,1013.8625,1003.40833333333,975.841666666667,1019.47916666667,951.254166666666,985.716666666667,936.154166666666,1037.34583333334,1022.30833333333,879.954166666667,1010.9125,967.625,1069.4625,1052.97916666666,957.233333333333,877.945833333333,996.945833333333,850.308333333333,879.1625,980.970833333334,1079.43333333333,1047.64583333334,927.245833333334,997.729166666667,882.145833333333,1032.6625,951.033333333333,1090.94583333334,965.4625,1022.90833333333,898.1625,907.945833333333,1017.625,975.645833333333,973.441666666667,1068.43333333333,980.733333333333,881.316666666667,897.845833333334,844.433333333333,929.116666666667,944.308333333333,934.845833333334,1067.1125,932.845833333334,815.645833333333,997.616666666667,1033.55416666666,907.316666666667
"89",1069.43461538462,1122.27115384615,949.407692307692,827.096153846154,912.551923076923,1096.45961538462,1085.62115384615,865.473076923077,1127.30192307692,1000.36538461538,1073.38269230769,1010.25,1062.49807692308,1012.41346153846,953.548076923077,1057.36538461538,858.007692307692,1101.23269230769,1073.88269230769,1070.10769230769,1099.65192307692,1094.30192307692,969.948076923077,877.657692307692,982.301923076923,1001.07692307692,1033.7,1060.69038461538,973.561538461538,1039.31153846154,959.361538461539,1029.75961538462,994.784615384615,1055.42115384615,1042.13076923077,900.530769230769,996.265384615385,1027.82307692308,1089.00192307692,1072.81153846154,965.319230769231,898.651923076923,1016.76153846154,885.721153846154,932.680769230769,966.323076923077,1130.68269230769,1067.49230769231,947.996153846154,996.211538461538,930.911538461538,1026.62115384615,971.590384615385,1110.77115384615,980.057692307692,1068.63653846154,910.617307692308,928.515384615385,1037.44423076923,995.459615384615,1035.83461538462,1087.47115384615,1001.29230769231,902.075,947.934615384615,865.180769230769,937.203846153846,992.128846153846,987.598076923077,1052.45384615385,970.959615384615,851.459615384615,1017.05576923077,1053.00769230769,928.075
"91",1362.16666666667,1430.2,1350.86666666667,1412.6,1387.86666666667,1432.9,1439.5,1386.7,1392.95,1435.2,1258.53333333333,1370,1405.9,1501.5,1408,1260.4,1473.36666666667,1242.1,1276.66666666667,1440.3,1380.76666666667,1426.5,1390.43333333333,1482.2,1330.9,1418.6,1396.6,1243.63333333333,1474.8,1409.5,1492.2,1345.1,1347.2,1316.8,1378.2,1458.8,1505.56666666667,1290.8,1282.5,1402.4,1526.76666666667,1475,1339.8,1423.5,1389.61666666666,1508.7,1224.9,1311.8,1458.93333333333,1468.06666666667,1407.6,1453.2,1405.3,1305.3,1467.6,1278.33333333333,1506.56666666667,1432.86666666667,1317.4,1361.06666666667,1283.3,1268.93333333333,1389,1495.86666666667,1423.23333333333,1495.83333333333,1506.4,1327.7,1382.5,1469.3,1425.1,1432.3,1334.93333333333,1304.8,1443.76666666667
"92",1319.26666666667,1387.26666666667,1308.66666666667,1370.36666666667,1345.66666666667,1389.96666666667,1396.56666666667,1344.5,1350.01666666667,1392.26666666667,1193.23333333333,1327.06666666667,1362.96666666667,1458.56666666667,1365.06666666667,1217.5,1431.16666666667,1199.16666666667,1233.76666666667,1397.36666666667,1337.86666666667,1383.56666666667,1347.56666666667,1439.36666666667,1265.63333333333,1375.73333333333,1353.66666666667,1200.76666666667,1431.86666666667,1366.56666666667,1449.26666666667,1301.86666666667,1281.83333333333,1273.86666666667,1335.36666666667,1415.86666666667,1462.66666666667,1238.26666666667,1239.56666666667,1359.46666666667,1483.86666666667,1432.06666666667,1296.86666666667,1381.3,1347.41666666667,1465.76666666667,1182,1268.86666666667,1416,1425.16666666667,1365.36666666667,1410.26666666667,1362.36666666667,1262.36666666667,1424.66666666667,1235.46666666667,1463.66666666667,1389.96666666667,1274.46666666667,1318.16666666667,1218.03333333333,1226,1346.06666666667,1452.96666666667,1381.06666666667,1453.66666666667,1463.46666666667,1262.4,1339.76666666667,1426.36666666667,1382.16666666667,1390.06666666667,1292,1261.86666666667,1400.86666666667
"99",1383.35,1451.35,1367.6,1429.3,1404.6,1454.05,1460.75,1403.5,1414.1,1456.35,1262.15,1391.15,1427.05,1522.65,1429.15,1279.05,1490.1,1263.25,1297.85,1461.45,1401.95,1447.65,1411.65,1503.45,1334.55,1439.85,1417.75,1262.35,1495.95,1430.65,1513.35,1366.05,1350.75,1337.95,1399.45,1479.95,1526.75,1307.05,1303.65,1423.55,1547.95,1496.15,1360.95,1440.25,1406.35,1529.85,1243.55,1332.95,1480.15,1489.25,1424.3,1474.35,1426.45,1326.45,1488.75,1299.55,1527.75,1454.05,1338.55,1382.25,1286.95,1290.15,1410.15,1517.05,1440,1512.6,1527.55,1331.35,1403.65,1490.45,1446.3,1449,1356.15,1325.95,1464.95
"101",1117.6,1185.65,1133.15,1214.725,1189.975,1188.35,1194.95,1188.825,1148.4,1190.65,1015.45,1125.45,1161.35,1256.95,1163.45,1049.9,1260.25,997.55,1032.1,1195.75,1136.2,1181.95,1145.9,1237.65,1087.85,1174.05,1152.05,1025.4,1230.25,1164.95,1247.65,1099.65,1104.1,1072.25,1133.65,1214.25,1261.05,1055.7,1037.95,1157.85,1282.2,1230.45,1095.25,1225.625,1164.45,1264.15,1006.6,1067.25,1214.4,1223.55,1209.675,1208.65,1160.75,1060.75,1223.05,1033.8,1262.05,1188.3,1072.85,1116.55,1040.25,1024.4,1144.45,1251.3,1194.7,1277.1,1261.85,1084.65,1138.25,1224.75,1180.55,1234.375,1090.4,1060.25,1199.2
"109",1128.8,1196.8,1144.7,1235.9,1211.1,1199.5,1206.2,1210,1159.65,1201.8,1032.3,1136.7,1172.6,1268.2,1174.7,1061.1,1271.4,1008.8,1043.3,1207,1147.4,1193.2,1157.1,1248.9,1104.7,1185.3,1163.3,1037.2,1241.5,1176.2,1258.8,1110.9,1120.9,1083.4,1144.9,1225.4,1272.2,1067.5,1049.2,1169.1,1293.4,1241.6,1106.4,1246.8,1168.5,1275.4,1018.4,1078.4,1225.6,1234.7,1230.8,1219.8,1172,1071.9,1234.3,1045,1273.2,1199.5,1084,1127.7,1057.1,1035.6,1155.6,1262.5,1195.5,1288.3,1273.1,1101.5,1149.4,1235.9,1191.8,1255.5,1101.6,1071.4,1210.4
"111",1006,1074.1,1049.5,1140.6,1115.9,1076.8,1083.4,1114.7,1036.85,1079.1,919.5,1013.9,1049.8,1145.4,1051.9,938.3,1148.7,886,920.6,1084.2,1024.7,1070.4,1034.3,1126.1,1004.6,1062.5,1040.5,914.4,1118.7,1053.4,1136.1,988.1,1008,960.7,1022.1,1102.7,1149.5,944.7,926.4,1046.3,1170.7,1118.9,983.7,1151.5,1073.3,1152.6,895.7,955.7,1102.8,1112,1135.6,1097.1,1049.2,949.2,1111.5,922.3,1150.5,1076.8,961.3,1005,961.8,912.8,1032.9,1139.8,1072.7,1165.6,1150.3,988.5,1026.7,1113.2,1069,1160.3,978.8,948.7,1087.7
"121",815.366666666667,758.15,892.683333333333,1041.98333333333,943.3,807.6,839.183333333333,968.483333333333,738.033333333333,889.083333333333,811.733333333333,841.966666666667,821.933333333333,826.516666666667,879.966666666667,766.4,976.75,714.05,748.633333333333,867.55,778.7,776.1,862.4,954.183333333333,857.733333333333,890.6,850.716666666667,790.183333333333,879.633333333333,881.483333333333,915,816.183333333333,861.15,788.75,821.233333333333,930.75,862.766666666667,797.9,754.466666666667,797.016666666667,919.716666666667,946.95,811.75,997.15,915.45,884.983333333333,758.333333333333,783.75,930.9,860.733333333333,965.633333333333,838.4,877.266666666667,740.5,911.783333333333,750.3,978.883333333333,904.816666666667,789.333333333333,833.05,811.033333333333,740.9,860.95,967.816666666667,900.766666666667,993.633333333333,944.65,841.683333333333,854.75,799.5,897.083333333333,1014.45,806.9,776.75,915.733333333333
"122",1055.82857142857,988.328571428571,1132.62857142857,1281.92857142857,1183.24285714286,1037.8,1069.38571428571,1208.42857142857,968.228571428572,1119.28571428571,1051.67142857143,1081.92857142857,1052.12857142857,1056.71428571429,1119.92857142857,1006.32857142857,1216.7,954.014285714286,988.585714285714,1097.72857142857,1008.88571428571,1006.31428571429,1102.34285714286,1194.12857142857,1097.67142857143,1130.52857142857,1080.92857142857,1030.12857142857,1109.82857142857,1121.42857142857,1145.2,1056.12857142857,1101.1,1028.7,1051.42857142857,1170.7,1092.95714285714,1037.82857142857,994.414285714286,1027.22857142857,1149.90714285714,1186.88571428571,1051.7,1237.11428571429,1155.38571428571,1115.17857142857,998.285714285714,1023.7,1170.82857142857,1090.92857142857,1205.58571428571,1068.6,1117.22857142857,975.6,1141.98571428571,990.242857142857,1209.1,1144.77142857143,1029.28571428571,1073,1050.98571428571,980.828571428571,1100.88571428571,1207.77142857143,1140.71428571429,1233.57142857143,1174.85714285714,1081.62857142857,1094.7,1029.7,1137.02857142857,1254.4,1046.82857142857,1016.7,1155.67142857143
"123",898.285714285714,830.785714285714,975.085714285714,1124.38571428571,1025.68571428571,880.228571428572,911.8,1050.88571428571,810.685714285714,961.714285714286,894.1,924.371428571429,894.571428571429,899.171428571429,962.371428571429,848.785714285714,1059.11428571429,796.471428571429,831,940.185714285714,851.3,848.757142857143,944.785714285714,1036.58571428571,940.1,972.985714285714,923.371428571429,872.585714285714,952.271428571428,963.885714285714,987.657142857143,898.585714285714,943.528571428571,871.114285714286,893.885714285714,1013.1,935.4,880.285714285714,836.871428571429,869.685714285714,992.342857142857,1029.31428571429,894.1,1079.55714285714,997.8,957.635714285714,840.714285714286,866.157142857143,1013.28571428571,933.385714285714,1048,911.028571428571,959.685714285714,818.028571428571,984.4,832.685714285714,1051.51428571429,987.2,871.714285714286,915.414285714286,893.4,823.285714285714,943.3,1050.2,983.171428571429,1076,1017.30714285714,924.085714285714,937.114285714286,872.157142857143,979.485714285714,1096.82857142857,889.285714285714,859.157142857143,998.1
"124",892.45,824.95,969.225,1118.525,1019.875,874.425,906,1045.05,804.825,955.925,888.3,918.525,888.725,893.325,956.525,842.95,1053.325,790.625,825.2,934.325,845.525,842.925,938.975,1030.75,934.3,967.15,917.525,866.75,946.425,958.025,981.825,892.75,937.725,865.325,888.025,1007.325,929.575,874.45,831.025,863.825,986.525,1023.525,888.325,1073.725,992.025,951.775,834.925,860.325,1007.45,927.525,1042.2,905.225,953.825,812.225,978.625,826.875,1045.725,981.375,865.925,909.625,887.625,817.45,937.525,1044.375,977.325,1070.175,1011.475,918.25,931.325,866.325,973.625,1091.025,883.45,853.325,992.275
"129",780.25465116279,715.284883720931,869.126744186046,1012.6988372093,916.643023255814,764.740697674418,796.312790697674,941.838372093024,695.18023255814,846.229069767442,788.301162790698,816.98023255814,779.066279069767,783.656976744186,850.68488372093,742.829069767442,947.470930232558,690.489534883721,725.056976744186,824.687209302326,735.831395348838,733.25,833.126744186046,924.917441860465,834.147674418605,858.396511627907,807.861627906977,766.631395348837,836.770930232558,846.338372093024,872.15,792.631395348837,837.582558139535,765.18488372093,778.38488372093,901.459302325582,819.901162790698,774.329069767442,727.077906976745,754.168604651162,876.852325581395,917.661627906976,784.391860465116,967.877906976744,890.112790697674,842.13023255814,734.770930232558,755.559302325581,898.531395348838,817.88488372093,936.343023255814,795.538372093024,847.729069767442,709.81976744186,868.91046511628,726.737209302325,935.356976744186,875.532558139535,765.770930232558,803.610465116279,787.45465116279,717.329069767442,830.798837209303,936.920930232558,874.073255813953,964.333720930233,901.797674418605,818.131395348837,831.18488372093,756.65,867.808139534884,985.175581395349,783.329069767442,753.189534883721,886.163953488372
"131",528.521794871795,507.898717948718,607.370512820513,754.428205128205,656.541025641026,541.28717948718,563.728205128205,681.737179487179,470.671794871795,619.603846153846,519.215384615384,554.423076923077,553.466666666666,627.192307692308,592.423076923077,478.855128205128,689.203846153846,426.517948717949,461.087179487179,572.338461538462,512.376923076923,508.757692307693,574.866666666667,666.658974358974,572.046153846154,603.053846153846,581.023076923077,504.975641025641,657.797435897436,593.928205128205,676.615384615385,528.658974358974,575.465384615385,501.20641025641,561.003846153846,643.192307692308,663.446153846154,512.217948717949,466.920512820513,530.716666666666,711.494871794871,659.392307692308,524.192307692308,709.615384615385,628.671794871795,682.247435897436,476.839743589743,496.220512820513,643.35641025641,652.570512820513,678.084615384615,637.752564102564,589.730769230769,479.344871794872,652.023076923077,462.764102564102,690.992307692308,617.274358974359,501.789743589744,545.492307692308,525.235897435897,453.35641025641,573.392307692308,680.274358974359,613.223076923077,706.074358974359,690.812820512821,556.020512820513,567.20641025641,600.189743589744,609.541025641026,726.901282051282,519.35641025641,489.220512820513,628.182051282051
"132",738.466666666667,714.45,818.366666666667,967.666666666667,868.983333333333,747.85,770.275,894.166666666667,677.216666666667,832.85,745.833333333333,767.666666666667,761.116666666667,836.066666666667,805.666666666667,692.066666666667,902.45,639.75,674.333333333333,778.208333333333,718.933333333333,715.3,788.1,879.866666666667,783.433333333333,816.266666666667,794.266666666667,715.866666666667,872.466666666667,807.166666666667,889.866666666667,741.866666666667,786.85,714.45,775.866666666667,856.45,872.3,723.566666666667,680.166666666667,737.266666666667,929.25,872.65,737.45,922.866666666667,841.15,894.516666666667,684.05,709.466666666667,856.566666666667,870.266666666667,891.333333333333,847.95,802.966666666667,690.45,865.266666666667,675.983333333333,904.25,830.5,715.05,758.75,736.716666666667,666.566666666667,786.65,893.5,826.466666666667,919.3,904.05,767.366666666667,780.45,809.05,822.766666666667,940.15,732.566666666667,702.466666666667,841.433333333333
