"FAFZone","AndersonCounty","BedfordCounty","BentonCounty","BledsoeCounty","BlountCounty","BradleyCounty","CampbellCounty","CannonCounty","CarrollCounty","CarterCounty","CheathamCounty","ChesterCounty","ClaiborneCounty","ClayCounty","CockeCounty","CoffeeCounty","CrockettCounty","CumberlandCounty","DavidsonCounty","DecaturCounty","DeKalbCounty","DicksonCounty","DyerCounty","FayetteCounty","FentressCounty","FranklinCounty","GibsonCounty","GilesCounty","GraingerCounty","GreeneCounty","GrundyCounty","HamblenCounty","HamiltonCounty","HancockCounty","HardemanCounty","HardinCounty","HawkinsCounty","HaywoodCounty","HendersonCounty","HenryCounty","HickmanCounty","HoustonCounty","HumphreysCounty","JacksonCounty","JeffersonCounty","JohnsonCounty","KnoxCounty","LakeCounty","LauderdaleCounty","LawrenceCounty","LewisCounty","LincolnCounty","LoudonCounty","McMinnCounty","McNairyCounty","MaconCounty","MadisonCounty","MarionCounty","MarshallCounty","MauryCounty","MeigsCounty","MonroeCounty","MontgomeryCounty","MooreCounty","MorganCounty","ObionCounty","OvertonCounty","PerryCounty","PickettCounty","PolkCounty","PutnamCounty","RheaCounty","RoaneCounty","RobertsonCounty","RutherfordCounty","ScottCounty","SequatchieCounty","SevierCounty","ShelbyCounty","SmithCounty","StewartCounty","SullivanCounty","SumnerCounty","TiptonCounty","TrousdaleCounty","UnicoiCounty","UnionCounty","VanBurenCounty","WarrenCounty","WashingtonCounty","WayneCounty","WeakleyCounty","WhiteCounty","WilliamsonCounty","WilsonCounty"
"63",2206.6,2082.7,1968.1,2146.9,2215.3,2179.4,2224.5,2082.6,1941.2,2329.4,2024.4,1912.1,2253.6,2123.2,2270.9,2095.1,1905,2148.4,2034.45,1951,2096.5,2000.7,1902.8,1865.8,2157.6,2083.2,1923.5,2014.8,2245.9,2282.7,2131.7,2253.6,2162.1,2289.8,1895.6,1941.8,2294,1885.8,1933.7,1963,1991.7,2006.1,1980.8,2113.6,2244.7,2358.4,2212.1,1921.6,1878.2,1997.1,1987.5,2045.8,2202,2206.9,1919.4,2092,1906.9,2136.2,2045.9,2023.4,2195.7,2212.6,2028.6,2063.3,2171,1931.6,2136.3,1964.8,2155.5,2198,2116.3,2180.2,2176.9,2059.4,2059.2,2192,2141.65,2243.8,1829.3,2088.9,1993.2,2312.1,2064.4,1853.9,2079.1,2319.8,2236.5,2127.3,2100.5,2307.2,1974.4,1955.6,2126.9,2029.5,2061.7
"64",2471.275,2347.39166666667,2231.76666666667,2411.55833333333,2480,2458.3,2485.63333333333,2347.3,2204.84166666667,2590.825,2289.81666666667,2175.79166666667,2508.01666666667,2380.98333333333,2535.59166666667,2359.70833333333,2168.73333333333,2413.08333333333,2299.50833333334,2214.74166666667,2361.19166666667,2264.35833333333,2166.475,2129.54166666667,2416.04166666667,2346.89166666667,2187.2,2278.525,2509.95,2545.29166666667,2396.35833333333,2516.08333333333,2440.93333333333,2539.46666666667,2159.33333333333,2205.475,2550.28333333333,2149.475,2197.4,2224.55833333333,2255.40833333333,2266.51666666667,2244.53333333333,2377.09166666667,2509.41666666667,2619.80833333333,2476.75,2185.26666666667,2141.93333333333,2260.825,2251.24166666667,2309.51666666667,2466.65833333333,2484.075,2183.1,2349.76666666667,2170.6,2400.89166666667,2309.63333333333,2287.11666666667,2460.38333333333,2477.275,2286.59166666666,2326.95833333333,2435.725,2195.26666666667,2401.01666666667,2228.51666666667,2409.95,2476.86666666667,2380.95833333333,2444.91666666667,2441.55,2317.05833333333,2323.81666666667,2452.31666666667,2406.27916666666,2508.51666666667,2092.95,2353.61666666667,2251.125,2573.50833333333,2327.94166666667,2117.63333333333,2342.61666666667,2582.45,2500.90833333333,2391.95,2365.16666666667,2569.825,2238.09166666667,2214.06666666667,2391.59166666667,2293.225,2326.375
"65",2328.3,2204.4,2089.75,2268.6,2337,2315.35,2346.15,2204.35,2062.85,2451.1,2146.1,2033.8,2375.3,2244.85,2392.6,2216.75,2026.7,2270.1,2156.15,2072.7,2218.2,2122.35,2024.5,1987.55,2279.3,2204.85,2045.2,2136.5,2367.65,2404.35,2253.4,2375.3,2298,2411.5,2017.3,2063.5,2415.7,2007.5,2055.4,2084.7,2113.4,2127.8,2102.5,2235.3,2366.4,2480.1,2333.75,2043.25,1999.9,2118.8,2109.2,2167.5,2323.65,2342.8,2041.1,2213.65,2028.6,2257.9,2167.6,2145.1,2317.4,2334.3,2150.3,2184.95,2292.7,2053.25,2258,2086.5,2277.2,2333.9,2238,2301.9,2298.55,2181.15,2180.85,2313.7,2263.3,2365.5,1950.95,2210.6,2114.9,2433.8,2186.1,1975.6,2200.75,2441.5,2358.2,2249,2222.2,2428.9,2096.1,2077.25,2248.6,2151.2,2183.35
"69",2427.73548387097,2307.7935483871,2190.30967741936,2371.94032258064,2436.45161290323,2418.8,2431.22258064516,2307.7,2169.24838709678,2539.8,2244.68064516129,2174.96129032259,2446.44193548387,2325.60967741935,2492.04032258064,2320.10322580645,2153.34193548387,2369.53870967742,2256.76451612903,2207.76290322581,2317.65161290323,2234.5564516129,2140.09032258065,2141.94838709678,2362.62096774193,2329.3935483871,2165.54193548387,2279.97903225806,2462.79677419355,2497.02903225806,2356.73225806452,2467.4935483871,2401.43225806451,2478.10322580645,2167.67580645161,2209.55483870968,2492.24193548387,2151.6129032258,2190.39838709677,2174.85483870968,2236.46290322581,2213.16129032258,2212.78064516129,2330.76129032258,2465.88870967742,2568.78387096774,2433.22258064516,2152.86129032258,2136.02580645162,2264.86129032258,2244.26290322581,2307.62580645161,2423.12903225807,2436.66774193548,2187.16129032259,2294.4,2163.60161290323,2361.28064516129,2291.03709677419,2274.96451612903,2416.83870967742,2433.73225806452,2229.81612903226,2314.36129032258,2392.2,2149.20322580645,2357.47096774194,2221.51451612903,2350.09032258065,2437.34838709677,2337.43225806451,2401.4,2398.01935483871,2260.03225806452,2284.2064516129,2400.22258064516,2366.67258064516,2464.9870967742,2101.44193548387,2310.08548387096,2195.85806451613,2522.48387096774,2280.11612903226,2128.56451612903,2294.8,2534.18225806451,2454.21451612904,2352.32580645161,2325.54516129032,2521.54838709677,2241.68064516129,2159.57419354839,2348.04032258064,2265.84838709677,2282.83225806452
"81",1343.1,1226.34583333334,1105.77916666666,1290.51666666667,1351.81666666667,1337.24583333333,1336.525,1226.24583333333,1090.225,1446.30833333333,1159.33333333333,1136,1342.125,1227.75416666667,1407.40833333333,1238.64583333334,1095.34166666667,1284.90416666666,1173.0375,1159.64583333334,1233.025,1159.4625,1069.67916666666,1145.225,1264.71666666667,1265.40416666666,1099.6,1247.225,1375.35416666666,1406.75416666667,1275.30416666666,1376.89583333334,1319.89583333334,1370.07916666667,1149.81666666667,1180.27916666666,1391.34583333334,1115.67916666666,1142.30416666666,1082.54583333333,1166.625,1116.8625,1132.125,1242.83333333333,1381.24166666667,1475.27916666666,1348.5625,1076.55416666666,1089.90833333333,1234.44583333334,1196.14583333334,1262.31666666667,1338.4625,1347.225,1157.90416666666,1196.55416666666,1115.5,1279.84166666667,1227.94583333334,1220.225,1332.20833333333,1349.07916666667,1131.0875,1256.89583333334,1307.54583333333,1061.64583333334,1272.83333333333,1173.41666666667,1246.625,1355.80833333333,1252.77916666666,1316.74583333333,1313.35416666666,1160.84583333334,1202.74583333333,1306.6,1285.20416666667,1380.34166666667,1073.14583333334,1225.44583333334,1098.14583333334,1428.97916666666,1191.90416666666,1113.44583333334,1206.5625,1443.94583333334,1367.44583333334,1270.90416666666,1244.125,1431.30833333333,1210.80416666666,1062.8625,1263.40833333333,1194.53333333333,1198.17916666666
"89",1423.23942307692,1305.52019230769,1184.42019230769,1369.68942307692,1431.95288461538,1416.41634615385,1417.45192307693,1305.43365384616,1165.79903846154,1529.08557692308,1238.67211538462,1190.18173076923,1423.27307692307,1309.97019230769,1487.54519230769,1317.83269230769,1159.8125,1365.0375,1252.88846153846,1219.73365384615,1313.15096153846,1232.42403846154,1138.69519230769,1168.63076923077,1348.80288461538,1332.44519230769,1166.31057692308,1300.37211538461,1455.17211538462,1488.58365384615,1354.47980769231,1457.28173076923,1399.06634615384,1452.2826923077,1189.94038461538,1228.6,1473.41346153846,1166.38269230769,1202.39903846154,1164.96057692308,1235.24711538461,1200.48173076923,1207.10288461538,1323.93942307692,1461.36442307692,1558.05865384616,1428.71057692308,1148.54711538462,1148.33173076923,1283.7125,1256.23557692308,1319.74711538461,1418.61442307692,1428.76057692308,1206.21538461539,1278.75673076923,1175.60288461538,1359.00865384616,1294.64711538462,1282.94903846154,1412.33365384615,1429.22788461538,1212.75288461539,1320.47211538461,1387.67403846154,1140.54230769231,1352.95673076923,1233.51634615385,1330.10288461538,1434.99134615384,1332.91826923077,1396.87211538461,1393.50288461539,1242.60480769231,1281.94711538462,1387.83365384615,1364.40769230769,1460.46442307692,1115.07115384615,1305.56442307692,1180.29326923077,1511.76634615385,1271.89134615385,1151.31730769231,1286.56442307692,1525.73365384615,1447.08942307692,1350.08173076923,1323.29326923077,1513.11634615384,1260.41057692308,1144.8125,1343.54519230769,1265.81826923077,1278.32211538462
"91",861.833333333333,1039.16666666667,1100.33333333333,931.1,851.366666666667,917.5,875.1,980.8,1132,748.933333333333,1037.76666666667,1147.56666666667,829.266666666667,963.266666666667,804.3,987.2,1162.86666666667,902.7,1011.26666666667,1114,966.666666666667,1058,1161.53333333333,1194.46666666667,921.8,1012.6,1168.6,1082.96666666667,812,773.7,979.8,795.2,941.9,807.3,1176.8,1137,776.3,1169.8,1126,1115.6,1063.06666666667,1082.36666666667,1081.33333333333,958.3,805.966666666667,761.3,837.2,1161,1186.36666666667,1094.66666666667,1089.26666666667,1042.4,867.3,897.366666666667,1161,998.2,1146.7,973.033333333333,1052.56666666667,1055.93333333333,902.1,880,1058.96666666667,1008.8,881,1134.73333333333,938.566666666667,1104.53333333333,950.466666666667,938.233333333333,936.2,908.266666666667,871.933333333333,1028.8,1011.4,891.3,953,828.166666666667,1216.06666666667,968.666666666667,1094.56666666667,735.7,1010.8,1199.5,987.333333333333,765.366666666667,842.866666666667,949.5,960.666666666667,755.4,1114.2,1135.93333333333,931.8,1030.66666666667,986.6
"92",818.966666666667,996.266666666667,1057.43333333333,888.233333333333,808.466666666667,874.566666666667,832.166666666667,937.866666666667,1089.06666666667,706.033333333333,994.866666666667,1104.66666666667,786.366666666667,920.366666666667,761.366666666667,944.266666666667,1119.96666666667,859.766666666667,968.366666666667,1071.06666666667,923.766666666667,1015.06666666667,1118.6,1151.56666666667,878.933333333333,969.666666666667,1125.66666666667,1040.06666666667,769.066666666667,730.766666666667,936.866666666667,752.266666666667,898.966666666667,764.366666666667,1133.91666666667,1094.06666666667,733.433333333333,1126.86666666667,1083.06666666667,1072.7,1020.16666666667,1039.46666666667,1038.46666666667,915.366666666667,763.066666666667,718.366666666667,794.266666666667,1118.1,1143.43333333333,1051.76666666667,1046.36666666667,999.466666666667,824.366666666667,854.466666666667,1118.06666666667,955.266666666667,1103.76666666667,930.166666666667,1009.66666666667,1013.06666666667,859.166666666667,837.066666666667,1016.06666666667,965.866666666667,838.066666666667,1091.8,895.666666666667,1061.6,907.566666666667,895.333333333333,893.266666666667,865.366666666667,829.033333333333,985.9,968.466666666667,848.366666666667,910.066666666667,785.266666666667,1173.16666666667,925.766666666667,1051.66666666667,692.766666666667,967.866666666667,1156.56666666667,944.466666666667,722.466666666667,799.966666666667,906.566666666667,917.766666666667,712.466666666667,1071.26666666667,1093,888.933333333333,987.766666666667,943.666666666667
"99",883.05,1060.35,1121.55,952.35,872.55,938.65,896.25,1001.95,1153.15,770.15,1058.95,1168.75,850.45,984.45,825.45,1008.35,1184.05,923.9,1032.45,1135.15,987.85,1079.15,1180.15,1215.65,943.05,1033.8,1189.8,1104.15,833.15,794.85,1001,816.4,963.05,828.45,1198,1158.15,797.55,1190.95,1147.25,1134.25,1084.25,1103.55,1102.55,979.45,827.15,782.45,858.35,1179.65,1205.05,1115.85,1110.45,1063.55,888.45,918.55,1182.25,1019.35,1167.85,994.25,1073.75,1077.15,923.3,901.15,1080.15,1029.95,902.15,1153.35,959.75,1125.75,971.65,959.45,957.35,929.45,893.15,1047.45,1032.55,912.45,974.15,849.35,1237.25,989.85,1115.75,756.85,1031.95,1220.65,1008.55,786.55,864.05,970.75,981.85,776.55,1135.35,1154.55,953.05,1051.85,1007.75
"101",617.3,794.65,855.75,686.55,606.8,672.95,630.55,736.25,887.45,504.35,793.2,903.05,584.75,718.7,559.75,742.65,918.3,658.15,766.75,869.45,722.1,813.45,942.75,949.9,677.25,768.05,924.05,838.4,567.45,529.15,735.25,550.65,697.35,562.75,932.25,892.45,531.75,925.25,881.45,879,818.5,837.8,836.8,713.75,561.4,516.75,592.65,947.75,949.8,850.1,844.75,797.85,622.75,652.8,916.45,753.65,902.15,728.5,808.05,811.4,657.55,635.45,814.45,764.25,636.45,921.5,694.05,860,705.9,693.7,691.65,663.75,627.4,791.3,766.85,646.75,708.45,583.6,971.5,724.1,850.05,491.15,766.25,954.95,742.8,520.8,598.3,704.95,716.1,510.85,869.65,914.55,687.25,786.1,742.05
"109",628.5,805.8,867,697.8,618,684.1,641.8,747.4,898.6,515.6,804.4,914.2,595.9,729.9,571,753.8,929.5,669.4,777.9,880.6,733.3,824.7,954.1,961.1,688.5,779.3,935.3,849.6,578.7,540.4,746.5,561.9,708.6,574,943.45,903.7,543,936.5,892.7,890.2,829.7,849,848,725,572.6,528,603.9,964.6,961,861.3,855.9,809,634,664,927.7,764.8,913.4,739.7,819.2,822.6,668.8,646.7,825.6,775.5,647.7,938.3,705.2,871.2,717.1,704.9,702.9,674.9,638.6,802.5,778,657.9,719.7,594.8,982.7,735.3,861.2,502.3,777.5,966.1,754,532,609.5,716.2,727.3,522.1,880.9,925.8,698.5,797.3,753.3
"111",505.8,683.1,744.2,575,495.3,561.4,519,624.7,775.9,392.8,681.7,791.5,473.2,607.2,448.2,631.1,806.8,546.6,655.2,757.9,610.5,701.9,831.3,838.4,565.7,656.5,812.5,726.9,455.9,417.6,623.7,439.1,585.8,451.2,820.75,780.9,420.2,813.7,769.9,767.5,707,726.3,725.3,602.2,449.9,405.2,481.1,854.1,838.3,738.6,733.2,686.3,511.2,541.3,804.9,642.1,790.6,617,696.5,699.8,546,523.9,702.9,652.7,524.9,829.8,582.5,748.4,594.3,582.1,580.1,552.2,515.8,679.8,655.3,535.2,596.9,472.1,860,612.6,738.5,379.6,654.7,843.4,631.3,409.3,486.8,593.4,604.5,399.3,758.1,803,575.7,674.6,630.5
