County,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
RainsCounty,1911,708,956,3417,1699,2223
RandallCounty,25123,8949,17733,39719,14122,15079
ReaganCounty,847,254,429,1123,365,349
RealCounty,490,244,227,913,582,853
RedRiverCounty,2237,811,1250,3963,1887,2712
ReevesCounty,2574,925,2205,5111,1314,1654
RefugioCounty,1441,541,703,2268,990,1440
RobertsCounty,208,44,112,287,129,149
RobertsonCounty,3421,1232,1773,5201,2225,2770
RockwallCounty,19501,5788,7518,29825,8165,7540
RunnelsCounty,2193,690,1049,3121,1404,2044
RuskCounty,10210,3544,7083,18365,6641,7487
SabineCounty,1707,621,829,3018,1758,2901
SanAugustineCounty,1521,543,794,2644,1319,2044
SanJacintoCounty,5177,1814,2543,8347,3931,4572
SanPatricioCounty,14999,5127,7656,21010,7651,8361
SanSabaCounty,1034,396,949,1709,866,1177
SchleicherCounty,942,242,403,1002,432,440
ScurryCounty,3546,1221,2283,5519,1969,2383
ShackelfordCounty,663,268,298,1092,468,589
ShelbyCounty,5615,1816,3030,8008,2991,3988
ShermanCounty,724,276,280,1041,308,405
SmithCounty,44856,15954,29787,65608,23658,29851
SomervellCounty,1782,684,788,2826,1152,1258
StarrCounty,17149,5700,8437,18292,5105,6285
StephensCounty,1893,647,1194,2909,1239,1748
SterlingCounty,233,69,131,373,150,187
StonewallCounty,276,87,129,443,202,353
SuttonCounty,926,321,410,1354,544,573
SwisherCounty,1733,518,1041,2354,866,1342
TarrantCounty,425872,130863,259679,651551,179684,161385
TaylorCounty,27112,10216,23868,39307,13649,17354
TerrellCounty,175,63,88,301,152,205
TerryCounty,2788,843,1935,3929,1329,1827
ThrockmortonCounty,284,113,140,485,216,403
TitusCounty,8290,2575,4264,10193,3281,3731
TomGreenCounty,21869,8750,18957,32888,12495,15265
TravisCounty,209249,68209,198826,378363,94860,74759
TrinityCounty,2510,856,1332,4301,2314,3272
TylerCounty,3553,1311,2844,7021,2908,4129
UpshurCounty,7974,2745,4169,12979,5251,6191
UptonCounty,763,241,392,1068,398,493
UvaldeCounty,6350,2219,3051,7883,3006,3896
ValVerdeCounty,12202,3806,7021,14967,4831,6052
VanZandtCounty,10310,3660,5182,16750,7230,9447
VictoriaCounty,19335,6129,11270,27935,10460,11664
WalkerCounty,9231,5564,15229,23658,7199,6980
WallerCounty,8826,4838,7127,13161,4857,4396
WardCounty,2419,762,1322,3334,1246,1575
WashingtonCounty,6120,2849,3818,10165,4567,6199
WebbCounty,73697,23386,35987,79086,18641,19507
WhartonCounty,9176,3004,5052,13062,4967,6019
WheelerCounty,1143,364,568,1641,699,995
WichitaCounty,25618,10520,22833,41461,13891,17177
WilbargerCounty,2811,1055,1734,4158,1669,2108
WillacyCounty,4835,1877,3701,6992,2142,2587
WilliamsonCounty,102874,28311,51278,162612,39923,37681
WilsonCounty,9236,3185,4068,15258,5759,5412
WinklerCounty,1742,550,865,2322,791,840
WiseCounty,12682,4267,6832,20896,7171,7279
WoodCounty,7028,2492,3955,11876,6465,10148
YoakumCounty,2098,608,980,2499,799,895
YoungCounty,3731,1159,2047,5786,2405,3422
ZapataCounty,4031,1265,2026,3995,1241,1460
ZavalaCounty,3000,1072,1643,3299,1255,1408
