County,Metropolitan,Town
KenedyCounty,1,1
KentCounty,1,1
KerrCounty,1,1
KimbleCounty,1,1
KingCounty,1,1
KinneyCounty,1,1
KlebergCounty,1,1
KnoxCounty,1,1
LaSalleCounty,1,1
LamarCounty,1,1
LambCounty,1,1
LampasasCounty,1,1
LavacaCounty,1,1
LeeCounty,1,1
LeonCounty,1,1
LibertyCounty,1,1
LimestoneCounty,1,1
LipscombCounty,1,1
LiveOakCounty,1,1
LlanoCounty,1,1
LovingCounty,1,1
LubbockCounty,1,1
LynnCounty,1,1
MadisonCounty,1,1
MarionCounty,1,1
MartinCounty,1,1
MasonCounty,1,1
MatagordaCounty,1,1
MaverickCounty,1,1
McCullochCounty,1,1
McLennanCounty,1,1
McMullenCounty,1,1
MedinaCounty,1,1
MenardCounty,1,1
MidlandCounty,1,1
MilamCounty,1,1
MillsCounty,1,1
MitchellCounty,1,1
MontagueCounty,1,1
MontgomeryCounty,1,1
MooreCounty,1,1
MorrisCounty,1,1
MotleyCounty,1,1
NacogdochesCounty,1,1
NavarroCounty,1,1
NewtonCounty,1,1
NolanCounty,1,1
NuecesCounty,1,1
OchiltreeCounty,1,1
OldhamCounty,1,1
OrangeCounty,1,1
PaloPintoCounty,1,1
PanolaCounty,1,1
ParkerCounty,1,1
ParmerCounty,1,1
PecosCounty,1,1
PolkCounty,1,1
PotterCounty,1,1
PresidioCounty,1,1
RainsCounty,1,1
RandallCounty,1,1
ReaganCounty,1,1
RealCounty,1,1
RedRiverCounty,1,1
ReevesCounty,1,1
RefugioCounty,1,1
RobertsCounty,1,1
RobertsonCounty,1,1
RockwallCounty,1,1
RunnelsCounty,1,1
RuskCounty,1,1
SabineCounty,1,1
SanAugustineCounty,1,1
SanJacintoCounty,1,1
SanPatricioCounty,1,1
SanSabaCounty,1,1
SchleicherCounty,1,1
ScurryCounty,1,1
ShackelfordCounty,1,1
ShelbyCounty,1,1
ShermanCounty,1,1
SmithCounty,1,1
SomervellCounty,1,1
StarrCounty,1,1
StephensCounty,1,1
SterlingCounty,1,1
StonewallCounty,1,1
SuttonCounty,1,1
SwisherCounty,1,1
TarrantCounty,1,1
TaylorCounty,1,1
TerrellCounty,1,1
TerryCounty,1,1
ThrockmortonCounty,1,1
TitusCounty,1,1
TomGreenCounty,1,1
TravisCounty,1,1
TrinityCounty,1,1
TylerCounty,1,1
UpshurCounty,1,1
UptonCounty,1,1
UvaldeCounty,1,1
ValVerdeCounty,1,1
VanZandtCounty,1,1
VictoriaCounty,1,1
WalkerCounty,1,1
WallerCounty,1,1
WardCounty,1,1
WashingtonCounty,1,1
WebbCounty,1,1
WhartonCounty,1,1
WheelerCounty,1,1
WichitaCounty,1,1
WilbargerCounty,1,1
WillacyCounty,1,1
WilliamsonCounty,1,1
WilsonCounty,1,1
WinklerCounty,1,1
WiseCounty,1,1
WoodCounty,1,1
YoakumCounty,1,1
YoungCounty,1,1
ZapataCounty,1,1
ZavalaCounty,1,1
