"FAFZone","AitkinCounty","AnokaCounty","BeckerCounty","BeltramiCounty","BentonCounty","BigStoneCounty","BlueEarthCounty","BrownCounty","CarltonCounty","CarverCounty","CassCounty","ChippewaCounty","ChisagoCounty","ClayCounty","ClearwaterCounty","CookCounty","CottonwoodCounty","CrowWingCounty","DakotaCounty","DodgeCounty","DouglasCounty","FaribaultCounty","FillmoreCounty","FreebornCounty","GoodhueCounty","GrantCounty","HennepinCounty","HoustonCounty","HubbardCounty","IsantiCounty","ItascaCounty","JacksonCounty","KanabecCounty","KandiyohiCounty","KittsonCounty","KoochichingCounty","LacquiParleCounty","LakeCounty","LakeoftheWoodsCounty","LeSueurCounty","LincolnCounty","LyonCounty","McLeodCounty","MahnomenCounty","MarshallCounty","MartinCounty","MeekerCounty","MilleLacsCounty","MorrisonCounty","MowerCounty","MurrayCounty","NicolletCounty","NoblesCounty","NormanCounty","OlmstedCounty","OtterTailCounty","PenningtonCounty","PineCounty","PipestoneCounty","PolkCounty","PopeCounty","RamseyCounty","RedLakeCounty","RedwoodCounty","RenvilleCounty","RiceCounty","RockCounty","RoseauCounty","StLouisCounty","ScottCounty","SherburneCounty","SibleyCounty","StearnsCounty","SteeleCounty","StevensCounty","SwiftCounty","ToddCounty","TraverseCounty","WabashaCounty","WadenaCounty","WasecaCounty","WashingtonCounty","WatonwanCounty","WilkinCounty","WinonaCounty","WrightCounty","YellowMedicineCounty"
"64",1981.725,2077.10833333333,1855.80833333333,1958.38333333334,1978.27916666667,1891.80833333333,1908.89166666667,1894.90833333334,2027.125,1964.47916666666,1935.67916666667,1896.75,2100.79166666667,1811.38333333334,1915.725,2168.13333333334,1854.75,1952.03333333334,2044.08333333334,2006.68333333333,1900.58333333334,1897.45833333334,2024.80833333333,1958.875,2055.325,1881.75,2054.19166666666,2052.25,1905.55833333333,2012.97916666666,1991.84166666666,1838.27916666667,2018.05833333333,1912.96666666666,1941.16666666666,2024.85,1880.58333333334,2120.88333333334,2029.24166666666,1933.93333333333,1831.25,1840.67916666667,1954.875,1878.70833333334,1921.525,1867.09166666666,1937.27916666667,2005.29166666666,1947.45,1985.43333333333,1831.89166666667,1924.24166666666,1808.08333333334,1845.13333333334,2018.4,1885.59166666666,1913.875,2025.93333333333,1802.27916666667,1873.75,1922.525,2057.025,1895.96666666666,1874.07916666667,1901.80833333333,2007.03333333334,1785.30833333333,1983.19166666667,2036.09166666666,1961.125,1997.2,1932.70833333334,1958.725,1985.05833333333,1911.35,1920.38333333334,1923.16666666666,1887.53333333334,2055.85,1904.09166666666,1993.45,2069.19166666666,1871.79166666666,1849.17916666667,2052.29166666667,2004.61666666666,1862.34166666666
"65",2047.75,2101.15,1921.85,2024.4,2030.05,1942.55,1981.05,1967.05,2133.25,2036.6,2001.7,1946.7,2124.85,1877.4,1981.75,2274.45,1926.9,2018.05,2068.15,2030.7,1966.65,1969.6,2048.85,1982.9,2079.35,1947.8,2078.25,2076.3,1971.6,2085.75,2057.85,1910.4,2104.65,1962.95,2007.2,2090.9,1931.35,2227.2,2095.25,2006.05,1882.05,1890.65,2027,1944.75,1987.55,1939.25,2003.05,2094.85,2013.45,2009.5,1892.85,1996.4,1869.85,1911.15,2042.45,1951.65,1979.9,2165.5,1852.25,1939.8,1988.55,2081.05,1962,1935.15,1961.8,2031.05,1835.25,2049.25,2102.15,2064.8,2079.5,2004.85,2008.25,2009.1,1968.6,1971.15,1989.2,1953.55,2079.9,1970.15,2017.5,2093.25,1943.95,1915.2,2076.35,2076.75,1912.3
"69",1983.23709677419,2027.23709677419,1848.4564516129,1951.03387096774,1944.97580645161,1860.81774193549,1884.32903225807,1870.33548387097,2018.36935483871,1941.37903225806,1928.33387096775,1867.43387096774,2049.16935483871,1804.03387096774,1908.36935483871,2159.4564516129,1830.15161290322,1944.67258064516,2002.82096774193,1970.10967741935,1883.29838709678,1872.86451612903,1988.40967741935,1922.42903225807,2016.47419354839,1870.04677419354,2007.88225806452,2016.49516129033,1898.19516129032,1989.15,1984.47258064517,1813.70322580645,2000.45967741936,1884.86612903226,1933.81129032258,2017.49193548387,1852.72096774194,2112.21451612904,2021.87903225806,1909.40967741935,1804.98709677419,1814.06935483871,1930.90483870968,1871.35967741936,1914.16935483871,1842.52258064516,1916.06935483871,1989.06935483871,1925.98064516129,1949.01935483871,1810.26451612903,1899.37741935484,1786.8064516129,1837.77580645162,1981.64193548387,1878.25,1906.49838709677,2009.05322580645,1775.67096774193,1866.39193548387,1895.19838709678,2011.69838709678,1888.60806451613,1852.47419354839,1880.5370967742,1969.07096774193,1758.69677419355,1975.85322580646,2038.06935483871,1944.07580645161,1977.69516129032,1906.9064516129,1924.42096774193,1948.64193548387,1880.52419354839,1888.83709677419,1902.25645161291,1860.74032258065,2017.94032258064,1896.75,1956.70161290322,2023.97258064517,1847.21612903226,1840.80806451612,2015.8870967742,1980.50483870967,1834.85483870968
"81",1071.04583333333,956.945833333333,953.129166666666,1068.6125,900.804166666667,812.320833333333,836.820833333333,822.8375,1058.4,892.408333333333,999.966666666667,815.675,980.6125,921.608333333333,1025.95416666667,1199.76666666667,782.675,967.066666666667,923.920833333333,886.5125,896.8625,825.383333333333,904.629166666666,838.7,935.1375,899.991666666667,934.029166666666,932.075,1002.88333333333,977.504166666666,1125.175,766.2125,1010.2,831.9,1065.4,1135.08333333333,801.120833333334,1152.5125,1153.4625,861.8625,751.783333333333,759.608333333333,882.791666666667,988.9375,1045.74583333333,795.020833333333,887.804166666667,1003.4375,922.466666666667,865.254166666666,772.820833333333,852.1625,750.591666666667,955.366666666667,898.2375,934.020833333333,1030.79166666667,1021.26666666667,721.2125,990.691666666667,871.566666666667,936.8375,1012.9,815.2125,840.820833333333,886.8625,704.2375,1107.42083333333,1114.82916666667,920.566666666667,980.804166666667,860.629166666666,876.8625,864.883333333333,844.920833333333,840.908333333333,900.620833333334,838.954166666667,935.675,972.520833333333,873.266666666667,949.029166666666,799.720833333334,887.408333333333,932.120833333334,967.8625,781.266666666667
"89",1179.83846153846,1067.6,1056.21346153846,1170.6826923077,1011.18461538461,920.676923076923,947.638461538461,933.651923076923,1169.05,1004.13653846154,1108.07692307693,924.138461538461,1091.26923076923,1023.68076923077,1128.0423076923,1310.4326923077,893.476923076923,1077.49038461538,1034.56634615384,997.1625,1004.07115384615,936.177884615385,1015.29038461538,949.35,1045.8076923077,1005.35480769231,1044.6923076923,1042.73269230769,1105.95576923077,1088.15576923077,1230.46153846154,877.003846153846,1120.84807692308,940.357692307692,1166.4,1237.17307692307,909.455769230769,1263.16153846154,1254.475,973.444230769231,860.125961538462,868.059615384615,993.592307692308,1091.01538461538,1146.75384615385,905.823076923077,993.830769230769,1114.08653846154,1032.89615384615,975.915384615385,879.605769230769,962.975,857.238461538462,1057.45,1008.89423076923,1040.39615384615,1132.36153846154,1131.93076923077,829.665384615385,1092.25576923077,979.907692307692,1047.50576923077,1114.46153846154,926.003846153846,951.638461538461,997.511538461538,812.701923076923,1208.43076923077,1225.49230769231,1031.22307692308,1091.45384615385,971.434615384615,985.317307692308,975.533653846154,952.383653846153,949.240384615385,1009.07884615385,946.226923076923,1046.3326923077,1077.11153846154,983.932692307692,1059.69038461539,910.521153846154,992.775,1042.77115384615,1078.51346153846,889.734615384615
"91",1440.33333333333,1333.5,1526.5,1558,1393.33333333333,1510.7,1345,1384.96666666667,1428.8,1346.2,1494.3,1445.1,1351.03333333333,1544,1559,1492.7,1421,1451.5,1319.1,1274.8,1453.7,1338.7,1251.5,1308.7,1292.6,1482.8,1321.36666666667,1205.3,1509.13333333333,1360.7,1471.9,1404.43333333333,1380.6,1409.7,1710.2,1542.3,1476.83333333333,1445.43333333333,1600.6,1341.1,1471.6,1446.8,1373.8,1560.8,1639.8,1367.2,1382.3,1385.6,1416.8,1280.43333333333,1451.6,1357.4,1429.33333333333,1571.8,1252.86666666667,1501.7,1608.6,1391.7,1481.63333333333,1610.8,1451.9,1310.2,1595.4,1412.73333333333,1408.2,1317.6,1455.9,1661.4,1428.63333333333,1337,1365.83333333333,1383.5,1401.4,1296.63333333333,1476.9,1464.5,1446.53333333333,1503.1,1259.2,1484.2,1319.6,1301.46666666667,1395.2,1514.4,1219.1,1359.9,1455.43333333333
"92",1404.03333333333,1297.13333333333,1490.13333333333,1521.66666666667,1357.03333333333,1474.36666666667,1308.63333333333,1348.63333333333,1392.53333333333,1309.83333333333,1458,1408.8,1314.73333333333,1507.66666666667,1522.66666666667,1456.36666666667,1384.66666666667,1415.16666666667,1282.8,1238.46666666667,1417.36666666667,1302.4,1215.16666666667,1272.4,1256.23333333333,1446.53333333333,1285.03333333333,1168.96666666667,1472.83333333333,1324.33333333333,1435.56666666667,1368.13333333333,1344.3,1373.43333333333,1673.93333333333,1505.96666666667,1440.53333333333,1409.13333333333,1564.33333333333,1304.76666666667,1435.3,1410.53333333333,1337.46666666667,1524.46666666667,1603.53333333333,1330.9,1345.93333333333,1349.23333333333,1380.5,1244.13333333333,1415.23333333333,1321.06666666667,1393.03333333333,1535.46666666667,1216.53333333333,1465.33333333333,1572.26666666667,1355.36666666667,1445.33333333333,1574.53333333333,1415.56666666667,1273.86666666667,1559.06666666667,1376.43333333333,1371.86666666667,1281.26666666667,1419.56666666667,1625.06666666667,1392.33333333333,1300.66666666667,1329.53333333333,1347.13333333333,1365.06666666667,1260.33333333333,1440.63333333333,1428.16666666667,1410.23333333333,1466.76666666667,1222.83333333333,1447.83333333333,1283.26666666667,1265.13333333333,1358.83333333333,1478.06666666667,1182.76666666667,1323.56666666667,1419.13333333333
"99",1464.65,1357.75,1550.75,1582.25,1417.65,1534.95,1369.25,1409.25,1453.15,1370.45,1518.65,1469.4,1375.35,1568.3,1583.3,1516.95,1445.3,1475.8,1343.45,1299.05,1477.95,1363.05,1275.8,1333.05,1316.85,1507.15,1345.65,1229.55,1533.45,1384.95,1496.15,1428.75,1404.95,1434.05,1734.55,1566.55,1501.15,1469.75,1624.95,1365.35,1495.95,1471.15,1398.05,1585.05,1664.15,1391.55,1406.55,1409.85,1441.15,1304.75,1475.85,1381.7,1453.65,1596.1,1277.15,1525.95,1632.85,1415.95,1505.95,1635.15,1476.15,1334.45,1619.65,1437.05,1432.45,1341.85,1480.15,1685.65,1452.95,1361.25,1390.15,1407.75,1425.65,1320.95,1501.25,1488.75,1470.85,1527.35,1283.45,1508.45,1343.85,1325.75,1419.45,1538.7,1243.35,1384.15,1479.75
"101",1302.475,1195.575,1388.575,1420.125,1255.475,1372.775,1207.075,1247.075,1290.925,1208.275,1356.425,1307.225,1213.175,1406.125,1421.125,1354.825,1283.125,1313.625,1181.225,1136.875,1315.825,1200.825,1113.625,1170.825,1154.675,1344.925,1183.475,1067.375,1371.275,1222.775,1334.025,1266.575,1242.725,1271.85,1572.35,1404.375,1338.925,1307.55,1462.775,1203.225,1333.725,1308.925,1235.875,1422.875,1501.925,1229.325,1244.375,1247.675,1278.925,1142.575,1313.675,1219.525,1291.425,1433.925,1114.975,1363.775,1470.725,1253.825,1343.775,1472.925,1314.025,1172.275,1457.475,1274.875,1270.325,1179.725,1317.975,1523.525,1290.775,1199.125,1227.925,1245.575,1263.525,1158.775,1339.025,1326.625,1308.675,1365.225,1121.275,1346.275,1181.725,1163.575,1257.275,1376.525,1081.225,1222.025,1317.575
"109",1335.2,1228.3,1421.3,1452.9,1288.2,1405.6,1239.8,1279.8,1323.7,1241,1389.2,1340,1245.9,1438.9,1453.9,1387.6,1315.9,1346.4,1214,1169.7,1348.6,1233.6,1146.4,1203.6,1187.4,1377.7,1216.2,1100.2,1404,1255.5,1366.8,1299.3,1275.5,1304.6,1605.1,1437.2,1371.7,1340.3,1495.5,1236,1366.5,1341.7,1268.7,1455.7,1534.7,1262.1,1277.1,1280.4,1311.7,1175.3,1346.4,1252.3,1324.2,1466.7,1147.7,1396.5,1503.5,1286.6,1376.5,1505.7,1346.8,1205.1,1490.3,1307.6,1303.1,1212.5,1350.8,1556.3,1323.5,1231.9,1260.7,1278.3,1296.3,1191.5,1371.8,1359.4,1341.4,1398,1154,1379,1214.5,1196.3,1290,1409.3,1114,1254.8,1350.3
"111",1240,1133.1,1326.1,1357.6,1193,1310.3,1144.6,1184.6,1228.4,1145.8,1293.9,1244.7,1150.7,1343.6,1358.6,1292.3,1220.6,1251.1,1118.8,1074.4,1253.3,1138.3,1051.1,1108.3,1092.2,1282.4,1121,1004.9,1308.8,1160.3,1271.5,1204.1,1180.3,1209.4,1509.9,1341.9,1276.5,1245.1,1400.3,1140.7,1271.3,1246.4,1173.4,1360.4,1439.4,1166.8,1181.9,1185.2,1216.4,1080.1,1251.2,1157,1229,1371.4,1052.5,1301.3,1408.2,1191.3,1281.3,1410.4,1251.5,1109.8,1395,1212.4,1207.8,1117.2,1255.5,1461,1228.3,1136.6,1165.5,1183.1,1201,1096.3,1276.6,1264.1,1246.2,1302.7,1058.8,1283.8,1119.2,1101.1,1194.8,1314,1018.7,1159.5,1255.1
"121",1580.88333333333,1474,1667,1698.51666666667,1533.88333333333,1669.63333333333,1462.91666666667,1513.03333333333,1569.35,1486.7,1634.85,1585.65,1491.58333333333,1684.55,1699.55,1633.23333333333,1521.58333333333,1592.05,1459.65,1415.31666666667,1594.23333333333,1439.28333333333,1360.08333333333,1405.88333333333,1433.1,1623.35,1461.9,1345.81666666667,1649.68333333333,1501.2,1612.43333333333,1505.01666666667,1521.15,1550.28333333333,1850.78333333333,1682.8,1656.13333333333,1585.96666666667,1741.16666666667,1476.8,1582.38333333333,1585.98333333333,1514.3,1701.3,1780.35,1467.78333333333,1522.8,1526.1,1557.35,1388.28333333333,1552.13333333333,1485.48333333333,1529.91666666667,1712.35,1393.4,1642.2,1749.15,1532.23333333333,1555.81666666667,1751.35,1592.41666666667,1450.7,1735.9,1540.81666666667,1548.75,1453.28333333333,1530.03333333333,1801.93333333333,1569.2,1477.55,1506.38333333333,1500.83333333333,1541.93333333333,1423.58333333333,1617.45,1605.01666666667,1587.1,1643.65,1399.7,1624.7,1440.48333333333,1442,1495.73333333333,1654.95,1359.65,1500.41666666667,1595.98333333333
