"FAFZone","ChurchillCounty","ClarkCounty","DouglasCounty","ElkoCounty","EsmeraldaCounty","EurekaCounty","HumboldtCounty","LanderCounty","LincolnCounty","LyonCounty","MineralCounty","NyeCounty","PershingCounty","StoreyCounty","WashoeCounty","WhitePineCounty","CarsonCity"
"123",2798.11428571429,2297.12857142857,2767.4,2515.44285714286,2514.98571428571,2618.81428571429,2695.85714285714,2662.8,2452.37142857143,2828.78571428571,2609.01428571429,2542.17142857143,2716.07142857143,2848.9,2841.1,2527.5,2844.7
"124",2821.7,2291.325,2761.625,2539,2509.125,2642.4,2719.4,2686.375,2446.525,2718.975,2603.225,2536.325,2739.6,2872.475,2864.675,2551.05,2868.275
"129",2641.55697674418,2181.64069767442,2653.77558139535,2416.92209302326,2399.48720930233,2520.2988372093,2597.31744186046,2564.28488372093,2336.87093023256,2635.52790697674,2493.52906976744,2426.66860465116,2617.51744186046,2691.85,2725.06860465116,2413.85465116279,2705.97325581395
"131",2390.83333333333,1993.50897435898,2455.53076923077,2108.15897435897,2211.35512820513,2211.53076923077,2288.56153846154,2255.53076923077,2121.39230769231,2421.51025641025,2305.38974358975,2240.9358974359,2308.75897435898,2441.63076923077,2433.83076923077,2120.22051282051,2437.42307692308
"132",2607.55,2206.75,2672.25,2324.85,2424.56666666667,2428.25,2505.26666666667,2472.25,2340.56666666667,2638.2,2518.65,2451.76666666667,2525.46666666667,2658.31666666667,2650.53333333333,2336.9,2654.11666666667
"139",2499.31710526316,2078.74078947369,2547.67894736842,2216.64342105263,2296.58596491228,2320.01710526315,2397.04692982456,2364.00921052631,2217.04122807017,2505.68333333334,2390.625,2322.99429824562,2417.24342105263,2550.10570175438,2542.30745614035,2228.7,2545.90745614035
"151",,,,,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,,,,
"160",562.540909090909,721.548863636363,627.238636363636,359.296590909091,656.595454545454,439.960227272727,433.58409090909,471.082954545455,597.1375,593.218181818182,619.659090909091,628.413636363636,480.456818181818,613.335227272727,605.534090909091,485.121590909091,609.135227272727
"171",1850.21538461538,1725.81538461538,1914.91538461538,1567.53076923077,1808.82307692308,1670.91538461538,1747.92307692308,1714.9,1659.22307692308,1880.87692307692,1892.91538461538,1757.45384615385,1768.12307692308,1900.99230769231,1893.21538461538,1610.27692307692,1896.81538461538
"172",1827.61111111111,1645.7,1892.31111111111,1544.94444444444,1780.64444444444,1648.31111111111,1725.34444444444,1692.31111111111,1579.11111111111,1858.27777777778,1870.31111111111,1729.26666666667,1745.54444444444,1878.41111111111,1870.6,1567.22222222222,1874.2
"179",1857.99375,1696.87,1922.695,1575.3125,1814.055,1678.695,1755.71875,1722.68,1635.53375,1888.65625,1900.695,1762.9025,1775.91125,1908.7825,1900.98,1606.1725,1904.57875
"181",1927.48,1803.08,1992.18,1644.8,1886.1,1748.18,1825.2,1792.18,1736.5,1958.16,1970.18,1834.74,1845.4,1978.28,1970.48,1687.56,1974.08
"182",2050.20555555556,1868.05277777778,2114.90555555556,1767.52777777778,2007.3,1870.9,1947.92222222222,1914.9,1801.48055555556,2080.87222222222,2092.90555555556,1955.92222222222,1968.13333333333,2101,2093.2,1806.41666666667,2096.8
"183",2039.3375,1914.95,2104.0375,1756.6625,1997.95,1860.0375,1937.05,1904.025,1848.3625,2070.025,2082.0375,1946.575,1957.2625,2090.125,2082.325,1799.425,2085.9375
"189",2028.50655737705,1857.48442622951,2093.20327868852,1745.82295081967,1983.14754098361,1849.20163934426,1926.22131147541,1893.19836065574,1790.89754098361,2059.18196721312,2071.2,1931.77213114754,1946.4262295082,2079.29672131148,2071.49344262295,1775.44098360656,2075.09836065574
"190",1606.40707070707,1482.01717171717,1671.10505050505,1323.7202020202,1565.02525252525,1427.10505050505,1504.12323232323,1471.08787878788,1415.42626262626,1637.06666666667,1649.10505050505,1513.64141414141,1524.32222222222,1657.19090909091,1649.38484848485,1366.47676767677,1652.98484848485
"201",1571.36666666667,1362.48888888889,1636.06666666667,1288.66666666667,1509.03333333333,1392.06666666667,1469.06666666667,1436.05555555556,1295.9,1602.04444444444,1571.78888888889,1457.67777777778,1489.27777777778,1622.15555555556,1614.36666666667,1290.73333333333,1617.96666666667
"202",1538.13333333333,1243.2,1602.83333333333,1255.43333333333,1437.23333333333,1358.83333333333,1435.83333333333,1402.83333333333,1219.03333333333,1568.81666666667,1496.03333333333,1384.86666666667,1456.03333333333,1588.93333333333,1581.13333333333,1215.43333333333,1584.73333333333
"209",1427.78888888889,1158.25,1492.48888888889,1145.10666666667,1326.46444444445,1248.48888888889,1325.50666666667,1292.47333333333,1122.81,1458.45666666667,1396.83111111111,1287.19611111111,1345.71,1478.57777777778,1470.77888888889,1120.35777777778,1474.37444444445
"211",2165.425,1972.675,2230.125,1882.75,2121.025,1986.1375,2063.15,2030.1125,1906.075,2196.0875,2208.125,2069.625,2083.35,2216.225,2208.425,1921.675,2212.025
"212",2103.26363636364,1897.9,2167.97272727273,1820.59090909091,2053.49090909091,1923.98181818182,2000.99090909091,1967.93636363636,1836.29090909091,2133.92727272727,2145.97272727273,2002.10909090909,2021.19090909091,2154.03636363636,2146.22727272727,1832.62727272727,2149.83636363636
"219",2147.57673267326,1923.75247524752,2212.27623762376,1864.89653465347,2099.34653465347,1968.27524752475,2045.29851485148,2012.26237623762,1880.6797029703,2178.24603960396,2190.15445544554,2046.46782178218,2065.49554455446,2198.36633663366,2190.56534653465,1877.22574257426,2194.16534653465
"221",2049.54444444444,1652.74444444444,2123.04444444444,1878.46666666667,1870.6,1981.83333333333,2058.85555555556,2025.81111111111,1807.98888888889,2045.74444444444,1964.64444444444,1897.78888888889,2079.04444444444,2099.14444444444,2119.31111111111,1836.41111111111,2138.73333333333
"222",1978.7,1581.95,2060.4,1807.65,1799.75,1911,1988.05,1954.95,1737.15,1974.95,1893.8,1826.95,2008.25,2099.45,2124.2,1765.55,2076.05
"223",2118.48,1721.68,2191.98,1947.38,1939.53,2050.78,2127.78,2094.77,1876.9,2114.68,2033.57,1966.71,2147.98,2168.08,2188.27,1905.35,2207.67
"229",1941.82790697674,1545.04069767441,2016.26279069767,1775.92209302326,1762.89534883721,1879.3034883721,1956.32558139535,1923.28255813954,1700.27906976744,1938.04069767441,1856.92325581396,1790.07325581395,1976.52558139535,1993.09767441861,2013.37441860465,1731.90930232558,2031.95116279069
"230",3051.403125,2927.009375,3116.109375,2768.725,3010.025,2872.109375,2949.121875,2916.096875,2860.425,3082.090625,3094.109375,2958.640625,2969.31875,3102.203125,3094.403125,2811.496875,3098.003125
"241",2586.45,2435.05714285714,2651.15,2303.8,2545.1,2407.15,2484.18571428572,2451.15,2368.48571428571,2617.12142857143,2629.15,2493.7,2504.4,2637.25,2629.45,2346.55,2633.05
"242",2580.56,2429.16,2645.26,2297.86,2539.16,2401.26,2478.26,2445.22,2362.56,2611.22,2623.26,2487.78,2498.46,2631.36,2623.54,2340.62,2627.16
"249",2606.075,2453.85833333333,2670.775,2323.39166666667,2564.69166666667,2426.775,2503.78333333333,2470.775,2387.26666666667,2636.75833333333,2648.775,2513.30833333333,2523.98333333333,2656.86666666667,2649.06666666667,2366.15833333333,2652.675
"251",2871.6875,2747.3,2936.3875,2589,2830.3,2692.3875,2769.4,2736.375,2680.7,2902.35,2914.3875,2778.925,2789.6,2922.475,2914.675,2631.775,2918.275
"259",2820.25,2695.86666666667,2884.95,2537.56666666667,2778.88333333333,2640.95,2717.98333333333,2684.95,2629.26666666667,2850.95,2862.95,2727.5,2738.18333333333,2871.05,2863.25,2580.35,2866.85
"261",2145.32,2020.94,2210.02,1862.65,2103.95,1966.03,2043.05,2010.01,1954.34,2176,2188.02,2052.56,2063.25,2196.11,2188.31,1905.41,2191.91
"262",2062.8375,1938.45,2127.525,1780.15,2021.4625,1883.5375,1960.5625,1927.5125,1871.8625,2093.4875,2105.525,1970.0625,1980.75,2113.6125,2105.8125,1822.9,2109.4125
"269",2139.74538461538,2026.26384615385,2204.44846153846,1857.06538461539,2109.27153846154,1960.44538461539,2037.46384615385,2004.43230769231,1959.67153846154,2170.41769230769,2182.44846153846,2057.88692307692,2057.66384615385,2190.53538461538,2182.73692307692,1910.73153846154,2186.33538461539
"271",1752.88947368421,1667.60526315789,1817.58947368421,1470.18947368421,1715.02105263158,1573.58947368421,1650.58947368421,1617.58947368421,1601.01052631579,1783.56315789474,1795.58947368421,1663.65263157895,1670.78947368421,1803.68947368421,1795.88421052632,1516.51052631579,1799.48421052632
"279",1673.30588235294,1645.25294117647,1738.00588235294,1390.625,1672.91029411765,1494.00588235294,1571.02352941176,1537.99411764706,1578.66323529412,1703.96911764706,1716.00588235294,1627.34117647059,1591.22794117647,1724.09411764706,1716.29117647059,1480.18235294118,1719.89411764706
"280",2091.2981707317,1681.77317073171,2153.40243902439,1888.52012195122,1899.61951219512,1991.90304878049,2068.91768292682,2035.89512195122,1836.99268292683,2077.69390243902,1993.66280487804,1926.79756097561,2089.11951219512,2144.04146341464,2159.56707317074,1863.51707317073,2166.45731707317
"291",1566.57692307692,1398.15384615385,1631.28461538462,1283.89230769231,1521.13076923077,1387.28461538462,1464.28461538462,1431.26153846154,1331.56153846154,1597.23846153846,1600.91538461538,1469.74615384615,1484.49230769231,1617.36153846154,1609.56153846154,1314.01538461538,1613.16923076923
"292",1798.1875,1586.0375,1862.9,1515.5375,1750.6375,1618.9,1695.925,1662.8875,1534.4125,1828.875,1840.9,1700.2375,1716.1375,1848.975,1841.1875,1531.4125,1844.7875
"299",1733.31489361702,1494.22340425532,1798.0085106383,1450.63617021277,1660.88936170213,1554.0085106383,1631.03510638298,1598.00212765957,1482.28936170213,1763.98085106383,1747.81063829787,1629.83404255319,1651.23617021277,1784.1,1776.29787234043,1467.54574468085,1779.89893617021
"300",978.511607142857,1044.66428571429,1043.21160714285,713.014285714286,1046.55357142857,816.396428571428,867.129464285714,859.201785714286,975.771428571428,1009.17410714286,1024.78660714285,1012.02678571429,896.43125,1029.29732142857,1021.49910714285,864.8625,1025.09017857142
"311",1410.15,1285.78333333333,1474.88333333333,1127.48333333333,1368.78333333333,1230.88333333333,1307.88333333333,1274.85,1219.18333333333,1440.81666666667,1452.88333333333,1317.4,1328.08333333333,1460.93333333333,1453.15,1170.23333333333,1456.75
"319",1271.28965517241,1148.39885057471,1335.98735632184,988.610344827586,1229.67701149425,1091.98735632184,1169.00344827586,1135.97701149425,1081.81494252873,1301.95862068966,1313.98735632184,1178.30229885057,1189.21034482759,1322.07701149425,1314.27701149425,1030.88275862069,1317.87816091954
"331",2857.54,2733.14,2922.24,2574.86,2816.14,2678.24,2755.26,2722.24,2666.56,2888.22,2900.24,2764.78,2775.44,2908.34,2900.54,2617.64,2904.14
"339",2842.58,2718.2,2907.28,2559.9,2801.2,2663.28,2740.3,2707.28,2651.6,2873.22,2885.28,2749.82,2760.5,2893.36,2885.58,2602.66,2889.16
"341",2650.74285714286,2524.21428571429,2715.44285714286,2368.05714285714,2609.35714285714,2471.44285714286,2548.45714285714,2515.42857142857,2457.61428571429,2681.40714285714,2693.44285714286,2557.97857142857,2568.66428571429,2701.53571428571,2693.72857142857,2410.82142857143,2697.32857142857
"342",2658.39285714286,2518.59285714285,2723.09285714285,2375.69285714286,2616.99285714285,2479.09285714285,2556.09285714285,2523.07857142857,2451.99285714285,2689.06428571428,2701.09285714285,2565.59285714285,2576.29285714286,2709.19285714286,2701.39285714286,2418.47857142857,2704.99285714285
"350",1082.70151515151,680.840909090909,1145.7,916.554545454545,898.162121212121,1003.10757575757,1090.28333333334,1040.77121212121,806.295454545455,1085.42878787878,990.55303030303,921.010606060606,1100.88636363636,1137.1,1153.21363636364,868.24696969697,1158.61212121212
"361",2688.58,2564.19,2753.29,2405.92,2647.22,2509.29,2586.33,2553.28,2497.62,2719.25,2731.29,2595.83,2606.52,2739.37,2731.58,2448.67,2735.17
"362",2410.2,2285.8,2474.9,2127.53333333333,2368.83333333333,2230.9,2307.93333333333,2274.9,2219.23333333333,2440.86666666667,2452.9,2317.46666666667,2328.13333333333,2461,2453.2,2170.26666666667,2456.8
"363",2681.33076923077,2556.95,2746.03076923077,2398.66153846154,2639.96153846154,2502.03076923077,2579.06923076923,2546.02307692307,2490.36923076923,2712.02307692307,2724.03076923077,2588.57692307693,2599.26923076923,2732.12307692308,2724.32307692307,2441.42307692307,2727.92307692307
"364",2484.575,2360.2,2549.2875,2201.9,2443.2,2305.2875,2382.3,2349.275,2293.6,2515.2375,2527.2875,2391.8,2402.5,2535.375,2527.575,2244.6625,2531.175
"369",2591.47857142857,2467.09285714286,2656.17857142857,2308.80357142857,2550.1,2412.17857142857,2489.20357142857,2456.17857142857,2400.50357142857,2622.15357142857,2634.17857142857,2498.72857142857,2509.40357142857,2642.275,2634.475,2351.56071428572,2638.075
"371",2525.60555555555,2204.50555555556,2590.29444444444,2242.92777777778,2422.34444444444,2346.29444444444,2423.31666666667,2390.29444444444,2258.62777777778,2556.29444444444,2516.40555555556,2424.43888888889,2443.51666666667,2576.39444444445,2568.59444444444,2254.99444444444,2572.19444444445
"372",2546.92,2240.74,2611.6,2264.23,2458.58,2367.6,2444.63,2411.58,2279.93,2577.57,2552.63,2445.74,2464.83,2597.68,2589.88,2276.27,2593.48
"373",2630.55909090909,2329.98181818182,2695.25909090909,2347.86363636364,2547.84090909091,2451.25909090909,2528.27272727273,2495.25909090909,2363.56363636363,2661.23181818182,2641.87727272728,2529.41363636364,2548.47272727273,2681.35909090909,2673.55909090909,2359.95,2677.15909090909
"379",2608.68357142858,2299.56785714286,2673.385,2325.99857142857,2517.42357142858,2429.385,2506.40571428571,2473.375,2341.7,2639.35642857142,2611.685,2507.525,2526.60642857142,2659.475,2651.67357142858,2338.06928571428,2655.275
"380",1420.30188679245,1437.21509433962,1485.00188679245,1137.61509433962,1451.81132075472,1241.00188679245,1318.01320754717,1284.98679245283,1370.62264150943,1450.96981132075,1463.00188679245,1413.74905660377,1338.21886792453,1471.08867924528,1463.28490566038,1266.57924528302,1466.88490566038
"391",2166.19166666667,1977.2,2230.875,1883.50833333333,2124.80833333333,1986.88333333334,2063.9,2030.875,1910.60833333333,2196.85833333333,2208.875,2073.44166666667,2084.1,2216.975,2209.175,1926.275,2212.775
"392",2231.23076923077,2107.47692307692,2295.92307692308,1948.54615384615,2189.86153846154,2051.92307692308,2128.96923076923,2095.91538461538,2040.89230769231,2261.87692307692,2273.92307692308,2138.46923076923,2149.16153846154,2282.00769230769,2274.20769230769,1991.28461538462,2277.80769230769
"393",2212.66470588235,2048.55882352941,2277.36470588235,1929.97941176471,2171.29117647059,2033.36470588235,2110.39117647059,2077.35882352941,1981.96176470588,2243.35294117647,2255.36470588235,2119.92647058824,2130.59117647059,2263.45882352941,2255.65294117647,1972.75294117647,2259.26470588235
"394",2147.87142857142,1976.21428571428,2212.56428571428,1865.17142857142,2106.47857142857,1968.56428571429,2045.57857142857,2012.56428571429,1909.61428571428,2178.53571428572,2190.56428571428,2055.12142857143,2065.77857142857,2198.66428571429,2190.86428571428,1907.95,2194.46428571428
"399",2196.81666666667,2049.64555555555,2261.51666666667,1914.13222222222,2155.24444444444,2017.51666666667,2094.53111111111,2061.50555555556,1983.05222222222,2227.48555555556,2239.51666666667,2103.87,2114.73111111111,2247.60333333333,2239.80555555555,1956.21666666667,2243.40555555556
"401",1528.75,1131.95,1602.25,1407.8625,1349.8125,1511.2625,1588.3,1555.2625,1287.2,1524.95,1443.85,1376.975,1608.4625,1578.35,1609.7125,1334.8,1617.9375
"402",1662.72,1237.78,1715.61,1431.88,1455.63,1535.25,1612.28,1579.25,1379.97,1651.32,1549.67,1482.81,1632.48,1742.05,1757.55,1391.85,1735.62
"409",1558.83389830508,1151.18644067797,1623.25423728814,1376.51355932203,1369.03389830508,1479.89830508475,1556.91694915254,1523.88813559322,1294.63559322034,1553.30169491525,1463.07457627119,1395.88474576271,1577.11355932203,1611.70169491525,1624.26949152542,1323.85084745763,1635.75423728814
"411",629.944444444445,1133.25,610.85,680.661111111111,789.861111111111,662.083333333333,481.411111111111,610.277777777777,915.516666666666,628.505555555555,706.544444444444,848.438888888889,556.3,585.827777777778,577.827777777778,799.55,593.538888888889
"419",504.531481481481,906.92962962963,518.177777777777,569.792592592593,664.262962962963,584.927777777778,393.283333333333,529.95,786.544444444444,514.272222222222,580.924074074074,705.387037037038,470.783333333333,496.455555555556,488.518518518518,671.540740740741,500.637037037037
"421",2614.53333333333,2480.06666666666,2679.23333333333,2331.85,2573.15,2435.23333333333,2512.25,2479.21666666667,2413.46666666666,2645.21666666667,2657.23333333333,2521.78333333333,2532.45,2665.33333333333,2657.53333333333,2374.61666666667,2661.13333333333
"422",2342.54444444444,2208.4,2407.24444444444,2059.88888888889,2301.18888888889,2163.24444444444,2240.3,2207.24444444444,2141.83333333333,2373.23333333333,2385.24444444444,2249.81111111111,2260.5,2393.34444444444,2385.54444444444,2102.63333333333,2389.14444444444
"423",2591.36,2467.78,2656.06,2308.66,2549.96,2412.06,2489.06,2456.02,2401.18,2622,2634.06,2498.58,2509.26,2642.12,2634.32,2351.4,2637.92
"429",2468.54893617021,2339.66170212766,2533.24893617021,2185.85531914894,2427.16170212766,2289.24893617021,2366.26170212766,2333.23191489362,2273.06595744681,2499.21063829787,2511.24893617021,2375.78723404255,2386.46170212766,2519.33617021277,2511.52978723404,2228.62340425532,2515.13829787234
"441",2836.32,2711.94,2901.02,2553.64,2794.94,2657.02,2734.04,2701.01,2645.34,2867,2879.02,2743.56,2754.24,2887.12,2879.32,2596.4,2882.91
"451",2658.23333333333,2267.7,2722.93333333333,2375.56666666667,2485.6,2478.93333333333,2556,2522.93333333333,2391.26666666667,2688.93333333333,2579.6,2512.76666666667,2576.16666666667,2709.03333333333,2701.23333333333,2387.63333333333,2704.83333333333
"452",2481.15,2131.835,2545.85,2198.505,2349.685,2301.85,2378.905,2345.835,2214.205,2511.835,2443.72,2369.885,2399.095,2531.935,2524.135,2210.535,2527.735
"459",2597.51363636363,2230.26060606061,2662.2106060606,2314.8409090909,2448.10303030303,2418.2106060606,2495.23787878788,2462.19545454546,2330.54090909091,2628.17121212121,2542.14242424242,2471.33636363636,2515.43484848485,2648.28636363636,2640.48636363637,2326.88030303031,2644.09848484848
"460",1371.97045454546,1293.11287878788,1436.66893939394,1089.29166666666,1330.58712121212,1192.66893939394,1269.68863636363,1236.65833333334,1226.51893939394,1402.62803030303,1414.66893939394,1279.20530303031,1289.89469696969,1422.75681818182,1414.96136363636,1132.04772727273,1418.56136363637
"471",2058.96666666667,1611.73333333333,2094.86666666667,1776.26666666667,1829.56666666667,1879.66666666667,1956.66666666667,1923.66666666667,1766.93333333333,2032,1923.63333333333,1856.73333333333,1976.86666666667,2109.73333333333,2101.96666666667,1786.63333333333,2105.53333333333
"472",2144.90882352941,1810.13235294118,2209.60294117647,1862.21470588235,2027.97352941176,1965.60294117647,2042.62058823529,2009.59117647059,1877.92058823529,2175.55588235294,2123.01470588235,2035.18823529412,2062.81470588235,2195.69117647059,2187.88529411765,1874.26764705882,2191.49705882353
"473",2302.63076923077,1985.40769230769,2367.33846153846,2019.96153846154,2203.26923076923,2123.33846153846,2200.35384615385,2167.33076923077,2035.66153846154,2333.30769230769,2299.42307692308,2201.47692307692,2220.55384615385,2353.43076923077,2345.63076923077,2032.02307692308,2349.23076923077
"479",2183.01451612903,1845.32983870967,2247.71290322581,1900.34193548387,2063.18467741936,2003.71451612903,2080.74193548387,2047.70322580645,1915.77741935484,2213.68709677419,2157.21370967742,2067.4120967742,2100.94193548387,2233.80483870968,2226.00483870968,1912.39516129032,2229.60483870968
"481",1707.08,1310.3,1749.48,1517.28,1528.12,1644.58,1697.68,1694.12,1465.52,1747.62,1622.18,1555.32,1717.88,1788.5,1813.28,1530.68,1765.16
"482",1895.65,1498.85,1979.825,1724.55,1716.675,1827.95,1904.95,1871.95,1654.05,1891.85,1810.75,1743.85,1925.15,2003.1,2001.475,1682.525,1995.525
"483",1832.01666666667,1435.21666666667,1865.91666666667,1682.33333333333,1653.1,1802.71666666667,1862.75,1821.71666666667,1590.45,1883.63333333333,1747.11666666667,1680.26666666667,1882.93333333333,1904.93333333333,1929.71666666667,1689.71666666667,1881.61666666667
"484",1613.43157894737,1216.63684210526,1686.93157894737,1442.34736842105,1434.47368421053,1545.72105263158,1622.74736842105,1589.7,1371.85263157895,1609.63684210526,1528.52105263158,1461.65789473684,1642.94736842105,1663.03684210526,1683.2,1400.29473684211,1702.6
"485",1170.1,773.35,1204,1117.45,991.15,1140.75,1297.85,1159.85,928.55,1221.75,1085.15,1018.35,1241.75,1243,1267.75,1027.75,1219.65
"486",1840.95,1444.15,1889.99285714286,1667.49285714286,1661.97857142857,1779.84285714286,1847.89285714286,1821.22142857143,1599.37857142857,1856.93571428571,1756.05,1689.17857142857,1868.1,1915.55,1933.22857142857,1648.20714285714,1905.68571428571
"487",1725.8,1329.1,1759.8,1576.2,1546.9,1696.6,1756.6,1715.6,1484.3,1777.5,1640.9,1574.1,1776.8,1798.8,1823.5,1583.5,1775.4
"488",1676.025,1279.2375,1709.925,1526.3875,1497.1125,1646.725,1706.7875,1665.7375,1434.5,1727.625,1591.125,1524.3,1726.975,1748.95,1773.725,1533.725,1725.625
"489",1542.83641025641,1146.04410256411,1605.81461538462,1382.42512820513,1363.89615384615,1488.08538461539,1562.82435897436,1527.31333333333,1301.27692307692,1554.45538461538,1457.93435897436,1391.07641025641,1581.66179487179,1602.69153846154,1624.22769230769,1345.0782051282,1621.50435897436
"491",506.83,432.01,573.44,234.77,467.99,332.02,415.17,382.15,362.2,539.39,546.1,416.6,435.37,568.24,560.45,269.95,555.33
"499",568.426315789474,362.7,636.015789473684,377.036842105263,484.084210526316,410.221052631579,537.173684210526,478.042105263158,305.436842105263,600.578947368421,548.989473684211,433.773684210526,557.368421052632,627.463157894737,639.021052631579,305.373684210526,621.68947368421
"500",2806.39285714286,2682.01428571429,2871.10714285714,2523.72142857143,2765.01428571429,2627.10714285714,2704.12142857143,2671.07857142857,2615.42142857143,2837.05,2849.10714285714,2713.62857142857,2724.31428571429,2857.18571428571,2849.37857142857,2566.47142857143,2852.98571428571
"511",2643.1,2402.88235294118,2707.79411764706,2360.41764705882,2600.37058823529,2463.79411764706,2540.81764705882,2507.79411764706,2376.88235294118,2673.75882352941,2685.79411764706,2542.42352941176,2561.01764705882,2693.88823529412,2686.08823529412,2374.27058823529,2689.68823529412
