"FAFZone","BakerCounty","BentonCounty","ClackamasCounty","ClatsopCounty","ColumbiaCounty","CoosCounty","CrookCounty","CurryCounty","DeschutesCounty","DouglasCounty","GilliamCounty","GrantCounty","HarneyCounty","HoodRiverCounty","JacksonCounty","JeffersonCounty","JosephineCounty","KlamathCounty","LakeCounty","LaneCounty","LincolnCounty","LinnCounty","MalheurCounty","MarionCounty","MorrowCounty","MultnomahCounty","PolkCounty","ShermanCounty","TillamookCounty","UmatillaCounty","UnionCounty","WallowaCounty","WascoCounty","WashingtonCounty","WheelerCounty","YamhillCounty"
"129",2639.8011627907,3034.56046511628,2960.51744186046,3031.16395348837,3004.64534883721,3170.08837209303,2817.24069767442,3106.73720930233,2836.91511627907,3012.75697674418,2841.27093023256,2709.6011627907,2712.9988372093,2895.14534883721,3018.43837209302,2855.33139534884,3045.43255813954,2947.99069767442,2843.18720930232,3062.54767441861,3084.01744186046,2942.90348837209,2587.46395348837,2987.98720930233,2797.3011627907,2941.56860465116,3011.60813953488,2862.04767441861,3016.58720930233,2739.04767441861,2685.24069767442,2764.29418604651,2891.51744186046,2959.40348837209,2791.1476744186,2985.40581395349
"131",2326.65384615384,2721.41794871795,2647.36666666666,2718.02051282051,2691.48333333334,2870.31538461539,2504.09102564103,2884.69358974359,2523.76923076923,2690.67307692308,2528.13076923077,2396.45256410256,2399.84230769231,2581.98333333334,2735.82307692308,2542.17307692308,2762.81538461539,2632.41794871795,2530.03076923077,2749.40128205129,2770.86666666666,2629.75897435898,2274.32307692308,2674.83333333333,2484.15384615384,2628.42307692308,2698.45641025641,2548.90128205129,2703.4358974359,2425.90128205129,2372.09102564103,2451.1358974359,2578.36666666666,2646.25897435898,2478.00384615385,2672.26153846153
"132",2543.35,2938.1,2864.06666666667,2934.7,2908.16666666667,3086.98333333333,2720.76666666667,3102.16666666667,2740.46666666667,2907.36666666667,2744.81666666667,2613.15,2616.55,2798.66666666667,2952.5,2758.86666666667,2979.48333333333,2849.1,2746.75,2966.06666666667,2987.56666666667,2846.46666666667,2491,2891.55,2700.85,2845.11666666667,2915.15,2765.56666666667,2920.15,2642.56666666667,2588.76666666667,2667.85,2795.06666666667,2862.96666666667,2694.66666666667,2888.93333333333
"139",2435.13464912281,2829.89736842106,2755.85087719299,2826.5,2799.96622807018,2978.78728070175,2612.56973684211,2981.00877192983,2632.25219298246,2799.15833333334,2636.60570175438,2504.93157894736,2508.33289473684,2690.46622807018,2844.04605263158,2650.65833333334,2871.03640350878,2740.89736842106,2638.51710526315,2857.88070175438,2879.35087719299,2738.24342105263,2382.79868421053,2783.31710526316,2592.63464912281,2736.90745614035,2806.94254385965,2657.38070175438,2811.91885964912,2534.38070175438,2480.56973684211,2559.61885964913,2686.85087719299,2754.74342105263,2586.47631578947,2780.73815789474
"151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"160",294.756818181819,642.986363636363,568.931818181818,639.586363636364,613.925,789.565909090909,458.543181818182,861.802272727273,480.684090909091,647.622727272727,449.695454545454,359.55,379.390909090909,503.552272727272,646.339772727273,487.222727272727,681.411363636364,589.339772727273,507.786363636363,668.647727272727,692.434090909091,580.731818181818,275.611363636364,596.402272727272,407.940909090909,549.99090909091,620.020454545454,470.461363636364,625,355.931818181818,320.918181818182,360.145454545455,499.931818181818,567.813636363637,424.345454545455,593.823863636364
"171",1786.01538461538,2177.01538461538,2102.96923076923,2173.63076923077,2148.07692307692,2325.91538461538,1963.45384615385,2349.86923076923,1983.13846153846,2164.66923076923,1983.73846153846,1855.81538461538,1859.21538461538,2037.59230769231,2195.19230769231,2001.54615384615,2222.17692307692,2091.77692307692,1989.41538461538,2204.99230769231,2226.46923076923,2100.64615384615,1733.67692307692,2130.45384615385,1941.55384615385,2084.03846153846,2154.06923076923,2004.49230769231,2159.05384615385,1885.25384615385,1831.45384615385,1896.95384615385,2033.96923076923,2101.86153846154,1937.35384615385,2127.85384615384
"172",1763.43333333333,2158.2,2084.14444444444,2154.78888888889,2128.26666666667,2307.07777777778,1940.86666666667,2322.27777777778,1960.54444444444,2127.46666666667,1964.91111111111,1833.22222222222,1836.63333333333,2018.76666666667,2172.57777777778,1978.96666666667,2199.57777777778,2069.2,1966.81111111111,2186.16666666667,2207.64444444444,2066.54444444444,1711.08888888889,2111.61111111111,1920.93333333333,2065.2,2135.24444444444,1985.66666666667,2140.21111111111,1862.66666666667,1808.86666666667,1887.91111111111,2015.14444444444,2083.04444444444,1914.77777777778,2109.02777777778
"179",1793.8025,2188.02375,2113.9825,2184.62625,2158.256875,2336.9175,1971.2375,2353.075,1990.92375,2159.04,1994.73875,1863.60375,1867.00625,2048.596875,2202.97125,2009.3325,2229.95875,2099.5675,1997.19375,2216.005625,2237.48125,2097.86875,1741.46875,2141.4525,1951.16125,2095.04,2165.06875,2015.50625,2170.05,1893.04875,1839.2375,1916.15875,2044.98375,2112.87125,1945.145,2138.86625
"181",1863.3,2258.08,2184.02,2254.66,2228.16,2406.96,2040.76,2422.16,2060.4,2227.36,2064.78,1933.08,1936.48,2118.66,2272.48,2078.86,2299.46,2169.08,2066.68,2286.06,2307.52,2166.4,1810.98,2211.48,2020.8,2165.08,2235.1,2085.56,2240.08,1962.56,1908.76,1987.78,2115.02,2182.9,2014.66,2208.91
"182",1986.02222222222,2380.78888888889,2306.73888888889,2377.39444444444,2350.86111111111,2529.67777777778,2163.46666666667,2544.86666666667,2183.13888888889,2350.05,2187.5,2055.81666666667,2059.21111111111,2241.36111111111,2395.19444444444,2201.55,2422.17777777778,2291.78888888889,2189.40555555556,2408.76666666667,2430.23888888889,2289.12777777778,1933.68888888889,2334.2,2143.51666666667,2287.8,2357.83333333333,2208.26666666667,2362.80555555556,2085.26666666667,2031.45555555556,2110.5,2237.73888888889,2305.62777777778,2137.36666666667,2331.62777777778
"183",1975.1375,2369.925,2295.8625,2366.525,2340,2518.825,2152.6,2534.025,2172.2625,2339.175,2176.625,2044.95,2048.35,2230.5,2384.325,2190.675,2411.325,2280.925,2178.5375,2397.9125,2419.3625,2278.25,1922.825,2323.3375,2132.65,2276.9375,2346.9625,2197.4125,2351.9375,2074.4125,2020.6,2099.6375,2226.8625,2294.75,2126.525,2320.775
"189",1964.3131147541,2359.09016393443,2285.03114754098,2355.69016393443,2329.16229508197,2507.98360655738,2141.76229508197,2523.17213114754,2161.43442622951,2328.34918032787,2165.79672131148,2034.1131147541,2037.51475409836,2219.66229508197,2373.4868852459,2179.84918032787,2400.48360655738,2270.09016393443,2167.70327868852,2387.07213114754,2408.53114754098,2267.42295081967,1911.98852459016,2312.50327868852,2121.8131147541,2266.09836065574,2336.12459016393,2186.57213114754,2341.10819672131,2063.5737704918,2009.75901639344,2088.80491803279,2216.03114754098,2283.92295081967,2115.67213114754,2309.93196721312
"190",1542.21616161616,1907.20101010101,1833.15151515152,1903.8,1879.34444444444,2056.08888888889,1719.97070707071,2089.7202020202,1739.35707070708,1915.08282828283,1713.91313131313,1612.01717171717,1615.41717171717,1767.76666666667,1948.72171717171,1753.67878787879,1979.23232323232,1848.00454545454,1745.60505050505,1935.17878787879,1956.65151515152,1846.84848484848,1489.87676767677,1860.63232323232,1673.81919191919,1814.21212121212,1884.24848484848,1734.67878787879,1889.2303030303,1629.47878787879,1587.54747474747,1614.34545454545,1764.15151515152,1832.04545454545,1689.72323232323,1858.03838383839
"201",1507.16666666667,1901.95555555556,1827.88888888889,1898.55555555556,1872.01111111111,2050.85555555556,1684.61111111111,2066.03333333333,1704.28888888889,1871.21111111111,1708.65555555556,1576.96666666667,1580.36666666667,1762.51111111111,1916.35555555556,1722.71111111111,1943.35555555556,1812.95555555556,1710.56666666667,1929.92222222222,1951.38888888889,1810.27777777778,1454.85555555556,1855.36666666667,1664.66666666667,1808.96666666667,1878.97777777778,1729.42222222222,1883.96666666667,1606.42222222222,1552.61111111111,1631.66666666667,1758.88888888889,1826.77777777778,1658.53333333333,1852.8
"202",1473.93333333333,1868.73333333333,1794.63333333333,1865.33333333333,1838.78333333333,2017.61666666667,1651.38333333333,2032.78333333333,1671.05,1837.96666666667,1675.43333333333,1543.73333333333,1547.13333333333,1729.28333333333,1883.11666666667,1689.46666666667,1910.11666666667,1779.73333333333,1677.33333333333,1896.68333333333,1918.13333333333,1777.03333333333,1421.61666666667,1822.13333333333,1631.43333333333,1775.73333333333,1845.73333333333,1696.18333333333,1850.73333333333,1573.18333333333,1519.38333333333,1598.43333333333,1725.63333333333,1793.53333333333,1625.28333333333,1819.55
"209",1363.59666666667,1758.36666666667,1684.32,1754.96555555556,1728.43611111111,1907.26,1541.03944444445,1922.44666666667,1560.71777777778,1727.625,1565.07777777778,1433.39888888889,1436.79888888889,1618.93611111111,1772.76666666667,1579.125,1799.75888888889,1669.36666666667,1566.98888888889,1786.34888888889,1807.82,1666.71,1311.26666666667,1711.78888888889,1521.09666666667,1665.37444444445,1735.40666666667,1585.84888888889,1740.38888888889,1462.84888888889,1409.03944444445,1488.08777777778,1615.32,1683.21,1514.94555555556,1709.20888888889
"211",2101.25,2496,2421.95,2492.6125,2466.0625,2644.8875,2278.6625,2660.0875,2298.35,2465.25,2302.725,2171.0375,2174.45,2356.5625,2510.4,2316.75,2537.3875,2407,2304.625,2523.9625,2545.45,2404.35,2048.9,2449.425,2258.75,2403.025,2473.05,2323.4625,2478.0375,2200.4625,2146.6625,2225.7375,2352.95,2420.85,2252.5875,2446.8375
"212",2039.09090909091,2433.82727272727,2359.80909090909,2430.42727272727,2403.90909090909,2582.72727272727,2216.50909090909,2597.91818181818,2236.2,2403.10909090909,2240.53636363636,2108.89090909091,2112.29090909091,2294.40909090909,2448.22727272727,2254.60909090909,2475.22727272727,2344.82727272727,2242.47272727273,2461.80909090909,2483.30909090909,2342.19090909091,1986.72727272727,2387.26363636364,2196.59090909091,2340.83636363636,2410.89090909091,2261.30909090909,2415.86363636364,2138.30909090909,2084.50909090909,2163.55454545455,2290.80909090909,2358.69090909091,2190.41818181818,2384.67272727272
"219",2083.3896039604,2478.15544554455,2404.10742574258,2474.75346534653,2448.22821782178,2627.04554455445,2260.8301980198,2642.23811881189,2280.5103960396,2447.41930693069,2284.86633663366,2153.1896039604,2156.58465346535,2338.72821782178,2492.55445544555,2298.91930693069,2519.54554455445,2389.15544554455,2286.77623762376,2506.1400990099,2527.60742574258,2386.49554455446,2031.05346534653,2431.57772277228,2240.8896039604,2385.16534653465,2455.19851485149,2305.6400990099,2460.17475247524,2182.6400990099,2128.8301980198,2207.87376237623,2335.10742574258,2402.99554455446,2234.73811881189,2428.99603960396
"221",2259.54444444444,2654.31111111111,2580.27777777778,2650.91111111111,2624.4,2646.56666666667,2436.98888888889,2592.60555555556,2456.67777777778,2596.3,2461.01111111111,2329.34444444444,2332.74444444444,2514.9,2504.46666666667,2475.08888888889,2531.46666666667,2531.23333333333,2462.93333333333,2682.3,2703.77777777778,2562.67777777778,2207.21111111111,2607.74444444444,2417.04444444444,2561.31111111111,2631.35555555556,2481.8,2636.34444444444,2358.8,2304.98888888889,2384.04444444444,2511.27777777778,2579.17777777778,2410.9,2605.15555555556
"222",2172.65,2567.35,2493.35,2563.95,2537.45,2552.95,2350.05,2499,2369.75,2502.75,2374.05,2242.45,2245.8,2427.95,2410.85,2388.15,2437.85,2437.65,2376,2563.35,2616.85,2475.75,2120.25,2520.8,2330.15,2474.4,2544.45,2394.85,2549.4,2271.85,2218.05,2297.1,2424.35,2492.25,2323.95,2518.2
"223",2323.12,2717.9,2643.835,2714.51,2687.95,2735.25,2500.56,2681.26,2520.24,2684.96,2524.61,2392.92,2396.32,2578.45,2593.14,2538.64,2620.125,2619.88,2526.52,2745.87,2767.335,2626.22,2270.8,2671.32,2480.62,2624.91,2694.92,2545.37,2699.91,2422.37,2368.56,2447.62,2574.835,2642.72,2474.48,2668.735
"229",2140.05697674418,2534.82209302326,2460.78139534883,2531.42674418604,2504.9034883721,2529.50930232558,2317.50232558139,2475.54534883721,2337.18023255813,2479.25232558139,2341.53139534883,2209.85697674418,2213.25697674419,2395.4034883721,2387.40930232559,2355.58837209303,2414.4034883721,2411.9953488372,2343.4476744186,2557.16627906976,2584.28139534883,2443.16860465116,2087.71976744186,2488.24302325581,2297.55697674418,2441.83372093023,2511.87093023256,2362.31511627907,2516.83837209303,2239.31511627907,2185.50232558139,2264.54302325581,2391.78139534883,2459.66860465116,2291.40813953488,2485.66627906977
"230",2987.215625,3381.996875,3307.934375,3378.590625,3352.053125,3530.890625,3164.659375,3546.078125,3184.328125,3351.246875,3188.703125,3057.009375,3060.415625,3242.553125,3396.390625,3202.746875,3423.390625,3292.996875,3190.609375,3409.971875,3431.434375,3290.31875,2934.890625,3335.403125,3144.715625,3289.003125,3359.025,3209.471875,3364.009375,3086.471875,3032.659375,3111.703125,3238.934375,3306.81875,3138.578125,3332.840625
"241",2522.27142857143,2917.05,2843,2913.62142857143,2887.12142857143,3065.92142857143,2699.70714285714,3081.12142857143,2719.4,2886.3,2723.75,2592.05714285714,2595.48571428571,2777.62142857143,2931.45,2737.8,2958.42142857143,2828.05,2725.65,2945.02142857143,2966.5,2825.4,2469.95,2870.45,2679.77142857143,2824.05,2894.1,2744.52142857143,2899.05,2621.52142857143,2567.70714285714,2646.75,2774,2841.9,2673.62142857143,2867.87142857143
"242",2516.36,2911.12,2837.06,2907.72,2881.18,3060.02,2693.8,3075.2,2713.48,2880.38,2717.86,2586.16,2589.56,2771.68,2925.52,2731.88,2952.52,2822.12,2719.76,2939.1,2960.56,2819.46,2464.02,2864.56,2673.86,2818.16,2888.16,2738.6,2893.16,2615.6,2561.8,2640.86,2768.06,2835.96,2667.7,2861.96
"249",2541.88333333333,2936.65833333333,2862.59166666667,2933.26666666667,2906.725,3085.55833333333,2719.325,3100.74166666667,2738.99166666667,2905.9,2743.36666666667,2611.68333333333,2615.075,2797.225,2951.06666666667,2757.4,2978.05833333333,2847.65833333333,2745.275,2964.64166666667,2986.09166666667,2844.98333333333,2489.56666666667,2890.075,2699.38333333333,2843.675,2913.69166666667,2764.14166666667,2918.675,2641.14166666667,2587.325,2666.375,2793.59166666667,2861.48333333333,2693.24166666667,2887.50416666666
"251",2807.5,3202.275,3128.2,3198.85,3172.325,3351.15,2984.925,3366.35,3004.6125,3171.5125,3008.975,2877.3,2880.6875,3062.825,3216.6625,3023.0125,3243.65,3113.275,3010.8875,3230.2375,3251.7,3110.6,2755.1625,3155.6875,2965,3109.275,3179.3,3029.7375,3184.275,2906.7375,2852.925,2931.9875,3059.2,3127.1,2958.85,3153.1
"259",2756.06666666667,3150.85,3076.78333333333,3147.45,3120.91666666667,3299.73333333333,2933.51666666667,3314.93333333333,2953.18333333333,3120.1,2957.55,2825.86666666667,2829.26666666667,3011.41666666667,3165.25,2971.6,3192.23333333333,3061.85,2959.45,3178.83333333333,3200.28333333333,3059.18333333333,2703.75,3104.25,2913.56666666667,3057.85,3127.88333333333,2978.33333333333,3132.86666666667,2855.33333333333,2801.51666666667,2880.56666666667,3007.78333333333,3075.68333333333,2907.43333333333,3101.69166666666
"261",2081.13,2475.91,2401.85,2472.51,2445.99,2624.81,2258.58,2639.99,2278.26,2445.17,2282.61,2150.94,2154.33,2336.49,2490.31,2296.67,2517.31,2386.91,2284.52,2503.9,2525.35,2384.25,2028.81,2429.32,2238.63,2382.91,2452.95,2303.4,2457.92,2180.4,2126.58,2205.62,2332.85,2400.75,2232.49,2426.755
"262",1998.65,2393.4,2319.3625,2390,2363.475,2542.2875,2176.075,2557.475,2195.7625,2362.6625,2200.1125,2068.45,2071.85,2253.975,2407.8125,2214.1625,2434.7875,2304.4,2202.025,2421.375,2442.8625,2301.75,1946.3125,2346.8375,2156.15,2300.4125,2370.45,2220.875,2375.4375,2097.875,2044.075,2123.15,2250.3625,2318.25,2149.975,2344.2375
