"FAFZone","AtlanticCounty","BergenCounty","BurlingtonCounty","CamdenCounty","CapeMayCounty","CumberlandCounty","EssexCounty","GloucesterCounty","HudsonCounty","HunterdonCounty","MercerCounty","MiddlesexCounty","MonmouthCounty","MorrisCounty","OceanCounty","PassaicCounty","SalemCounty","SomersetCounty","SussexCounty","UnionCounty","WarrenCounty"
"251",339.4625,223.5625,293.6875,304.2875,363.4,348.8125,238.75,317.925,224.3625,284.025,274.0625,248.1125,268.7625,249.925,292.925,236.35,335.0125,273.7875,255.725,238.15,283.525
"259",323.366666666667,206.166666666667,278.633333333333,289.433333333333,343.583333333333,333.666666666667,221.4,302.8,204.583333333333,264.666666666667,258.516666666667,228.283333333333,248.966666666667,230.583333333333,273.15,217,320.15,254.416666666667,233.533333333333,222.366666666667,264.166666666667
"261",655.25,630.13,636.6,616.075,661.5,625.32,620.9,616.23,633.6,605.25,624.7,635.02,657.7,603.41,665.29,622.87,604.03,619.1,597.3,627.8,580.1
"262",771.6875,746.5625,753.0125,732.5,777.925,741.7625,737.3,732.6375,750,721.6875,741.1,751.425,774.1,719.8375,781.7,739.2875,720.4875,735.525,713.7125,744.2,696.525
"269",859.894615384615,834.777692307692,841.246923076923,820.723846153846,866.156153846154,829.968461538461,825.551538461538,820.876153846154,838.225384615384,809.894615384615,829.342307692307,839.662307692307,862.313076923077,808.065384615385,869.903846153846,827.502307692308,808.683846153846,823.75923076923,801.95,832.413076923077,784.75923076923
"271",1256.64736842105,1231.53684210526,1238.02105263158,1217.48684210526,1262.93157894737,1226.73684210526,1222.32631578947,1217.63684210526,1235.00526315789,1206.64736842105,1226.11578947368,1236.43157894737,1259.07894736842,1204.83157894737,1266.65789473684,1224.26315789474,1205.43684210526,1220.53157894737,1198.72105263158,1229.18421052632,1181.53157894737
"279",1355.74852941176,1330.625,1337.09117647059,1316.57426470588,1362.00294117647,1325.82352941176,1321.39117647059,1316.725,1334.07941176471,1305.74852941176,1325.18529411765,1335.51617647059,1358.16470588235,1303.91323529412,1365.75588235294,1323.35588235294,1304.53382352941,1319.60294117647,1297.79264705882,1328.26470588235,1280.60294117647
"280",1118.89695121951,1180.58841463415,1115.39695121951,1094.57012195122,1136.05670731707,1099.86890243903,1165.6256097561,1088.67012195122,1170.54085365854,1129.90182926829,1144.98841463415,1162.18048780488,1173.6256097561,1150.48353658537,1146.79573170732,1173.31524390244,1078.57804878049,1146.27012195122,1154.16036585366,1164.52987804878,1124.8231707317
"291",1184.33076923077,1203.11538461538,1165.67692307692,1145.16153846153,1190.58461538462,1154.40769230769,1188.13846153846,1145.3,1193.05384615385,1152.43076923077,1164.11538461538,1184.7,1192.73846153846,1173,1194.33846153846,1195.83846153846,1133.13076923077,1168.78461538462,1186.38461538462,1187.03846153846,1147.33846153846
"292",979.725,998.4875,961.05,940.54375,985.9625,949.7875,983.525,940.6875,988.4375,947.825,959.4875,980.0625,988.125,968.3625,989.725,991.225,928.5125,964.1625,981.75,982.425,942.725
"299",1109.32872340426,1129.34574468085,1092.20319148936,1071.7420212766,1116.6914893617,1080.51063829787,1114.25957446809,1071.24574468085,1119.94893617021,1078.96170212766,1090.41276595745,1111.12978723404,1119.47127659574,1100.0829787234,1120.85957446809,1122.07127659574,1059.22021276596,1095.22127659574,1110.14787234043,1113.95425531915,1073.45638297872
"300",2158.55357142857,2133.42857142857,2139.89821428571,2119.37857142857,2164.80892857143,2128.63392857143,2124.19642857143,2119.53214285714,2136.88035714286,2108.55357142857,2127.98928571429,2138.31964285714,2160.96964285714,2106.71785714286,2168.55892857143,2126.16071428571,2107.34642857143,2122.40714285714,2100.59642857143,2131.075,2083.40714285714
"311",1286.61666666667,1261.51666666667,1267.98333333333,1247.46666666667,1292.88333333333,1256.71666666667,1252.26666666667,1247.61666666667,1264.91666666667,1236.61666666667,1256.03333333333,1266.41666666667,1289.01666666667,1234.78333333333,1296.61666666667,1254.21666666667,1235.41666666667,1250.48333333333,1228.68333333333,1259.11666666667,1211.48333333333
"319",1471.96379310345,1450.20574712643,1453.32068965518,1432.7908045977,1478.22643678161,1442.04252873563,1440.44195402299,1432.94022988506,1452.58448275862,1423.97183908046,1442.00402298851,1453.80057471264,1475.61321839081,1423.5,1481.97183908046,1442.94425287356,1420.74942528736,1437.89310344828,1417.3908045977,1446.77413793104,1399.64712643678
"321",2566.6,2549.2,2548,2527.45,2572.9,2536.7,2540,2527.6,2552.7,2524.3,2541.25,2554.1,2572.05,2522.5,2576.65,2541.95,2515.4,2538.2,2516.4,2546.85,2499.2
"329",2616.84,2592.76666666667,2598.22,2577.69,2623.13333333333,2586.94,2583.54666666667,2577.84,2596.2,2567.86666666667,2586.98666666667,2597.66666666667,2619.65333333333,2566.06666666667,2626.84,2585.46666666667,2565.64,2581.76,2559.94,2590.38666666667,2542.76
"331",383,267.14,337.24,347.84,406.94,392.34,282.3,361.48,267.92,327.56,317.64,291.64,312.3,293.48,336.48,279.9,378.56,317.34,294.44,281.68,327.06
"339",412.72,296.82,366.94,377.56,436.66,422.1,312.02,391.22,297.62,357.32,347.32,321.4,342.02,323.22,366.22,309.62,408.3,347.06,307.56,311.42,356.82
"350",1997.24848484849,2017.29848484848,1979.86666666666,1958.98636363637,2004.17575757575,1968.00303030303,2002.32272727273,1958.77121212121,2007.23181818182,1966.61363636364,1978.29848484848,1998.89242424243,2006.91969696969,1987.18636363637,2008.51666666667,2010.01666666667,1946.70606060606,1982.98181818182,2000.56363636363,2001.22575757576,1961.52575757576
"361",283.13,159.48,243.79,255.6,312.9,298.41,174.94,267.52,175.87,208.22,221.08,199.6,218.25,174.12,242.42,160.54,286.32,198,165.4,183.84,207.72
"362",402.25,367.9,379.433333333333,365.8,422.233333333333,391.433333333333,361.1,364.7,373.8,345.466666666667,374.9,375.233333333333,397.9,343.633333333333,422.1,360.3,370.233333333333,359.333333333333,337.033333333333,368,320.333333333333
"363",155.484615384615,41.7076923076923,111.673076923077,122.55,180.75,166.680769230769,50.1692307692308,135.803846153846,43.45,89.3692307692308,92.7192307692308,66.4038461538462,86.1115384615385,61.2384615384615,110.296153846154,49.5769230769231,153.280769230769,75.4115384615385,68.5076923076923,55.2884615384615,90.7076923076923
"364",348.225,298.5125,320.61875,311.8125,378.4375,350.3625,291.73125,316.61875,304.39375,276.0625,305.5125,305.8375,328.46875,274.2375,352.6625,290.86875,329.1625,289.9375,267.6375,298.575,250.9375
"369",321.389285714286,240.003571428571,289.053571428571,287.485714285714,350.335714285714,325.842857142857,244.939285714286,293.6875,251.128571428571,244.228571428571,270.846428571429,263.592857142857,284.264285714286,232.092857142857,308.453571428571,236.725,305.710714285714,252.8,219.757142857143,252.596428571429,224.232142857143
"371",551.55,640.35,548.05,527.216666666667,568.683333333333,532.516666666667,625.383333333333,521.316666666667,630.294444444444,589.672222222222,580.116666666667,598.794444444444,607.572222222222,610.227777777778,579.45,633.083333333333,511.238888888889,606.016666666667,613.916666666667,619.794444444444,584.594444444444
"372",482.06,567.44,478.56,457.74,499.21,463.05,552.41,451.84,556.89,517.91,506.66,525.51,524.81,539.65,509.96,561.55,441.75,532.77,543.93,538.2,514.59
"373",436.963636363636,510.327272727273,433.463636363636,412.627272727273,454.118181818182,417.936363636364,495.072727272727,406.736363636364,495.581818181818,471.354545454545,448.836363636364,469.363636363636,474.772727272727,503.672727272727,464.863636363636,517.172727272727,396.645454545455,472.690909090909,525.809090909091,485.772727272727,496.472727272727
"379",507.282857142857,577.980714285714,503.782857142857,482.953571428571,493.742142857143,488.250714285714,562.835714285715,477.056428571429,564.538571428571,535.498571428571,524.081428571429,543.648571428571,551.212857142858,563.435714285715,535.412857142858,580.808571428571,466.964285714286,542.844285714286,575.772857142857,555.034285714285,548.45
"380",1667.67547169811,1642.55471698113,1649.02830188679,1628.50471698113,1673.93773584906,1637.75660377359,1633.3358490566,1628.65660377358,1646.01698113208,1617.67547169811,1637.12264150943,1647.44339622642,1670.10566037736,1615.84905660377,1677.69056603774,1635.28679245283,1616.46226415094,1631.53962264151,1609.73773584906,1640.20566037736,1592.53962264151
"391",610.966666666667,629.75,592.316666666667,571.8,617.216666666667,581.05,614.816666666667,571.95,619.716666666667,579.083333333333,590.75,611.333333333333,619.4,599.65,620.983333333333,622.483333333333,559.75,595.416666666667,603.316666666667,613.7,574.016666666667
"392",474.953846153846,454.865384615385,455.634615384615,435.984615384615,480.619230769231,444.442307692308,445.626923076923,435.057692307692,458.311538461538,426.942307692308,444.938461538462,457.088461538462,477.496153846154,428.157692307692,484.311538461538,447.611538461538,423.15,441.173076923077,422.026923076923,452.511538461539,404.85
"393",525.894117647059,535.738235294117,507.167647058823,486.652941176471,532.141176470588,495.90294117647,522.8,486.802941176471,530.529411764706,491.591176470588,504.179411764706,523.555882352942,533.408823529412,506.832352941177,535.905882352941,528.470588235294,474.620588235294,507.638235294118,508.014705882353,524.561764705883,482.011764705882
"394",590.178571428572,608.85,571.521428571428,551.014285714286,596.435714285715,560.264285714286,594.692857142858,551.164285714285,598.892857142858,558.278571428571,569.964285714286,590.535714285714,598.592857142857,580.042857142857,600.192857142858,601.578571428572,538.964285714286,574.635714285714,584.65,592.892857142858,553.892857142858
"399",536.757777777778,536.547777777778,523.652222222222,500.947777777778,545.267777777777,509.088888888889,524.896666666667,499.437777777778,534.292222222222,500.774444444444,517.188888888889,531.598888888889,547.658888888889,508.008888888889,552.314444444444,529.277777777778,487.8,515.687777777778,505.596666666667,528.397777777778,484.107777777778
"401",1452.1125,1470.875,1433.475,1412.925,1458.375,1422.175,1455.9625,1413.075,1460.8625,1420.2125,1431.875,1452.475,1460.55,1440.775,1462.1375,1463.6375,1400.8875,1436.575,1454.175,1454.85,1415.15
"402",1350.3,1369.08,1331.65,1311.13,1356.56,1320.37,1354.15,1311.27,1359.05,1318.4,1330.08,1350.66,1358.75,1338.97,1360.32,1361.82,1299.08,1334.75,1352.35,1353.05,1313.34
"409",1475.18474576271,1497.17288135593,1457.88644067797,1437.52627118644,1482.61355932203,1446.43389830508,1482.21186440678,1437.06440677966,1487.12881355932,1446.49491525424,1458.28813559322,1478.76779661017,1486.92881355932,1467.06610169492,1487.56949152542,1489.90338983051,1425.13728813559,1462.85762711864,1480.12033898305,1481.11525423729,1441.41355932203
"411",2959.87222222222,2934.76111111112,2941.23888888888,2920.71111111112,2966.15,2929.96111111111,2925.52777777778,2920.86111111111,2938.21666666666,2909.87222222222,2929.32777777777,2939.65555555556,2962.30555555556,2908.05555555555,2969.87222222222,2927.48333333333,2908.67222222223,2923.75,2901.93888888889,2932.41666666667,2884.75
"419",2864.86666666667,2839.74074074074,2846.20740740741,2825.69444444445,2871.11481481481,2834.94074074074,2830.50740740741,2825.83703703704,2843.19259259259,2814.86666666667,2834.2962962963,2844.62222222222,2867.27777777778,2813.02962962963,2874.87037037037,2832.47407407407,2813.65185185185,2828.71851851852,2806.90740740741,2837.37777777778,2789.71851851852
"421",79.15,113.483333333333,56.4333333333334,46.2166666666667,100.833333333333,74.95,98.4,46.1583333333333,101.533333333333,62.65,57.8,78.2833333333333,87.2166666666667,92.3333333333333,86.95,107.4,56.8,71.65,104.016666666667,92.35,77.1
"422",357.811111111111,361.744444444444,339.155555555556,318.622222222222,364.666666666667,328.488888888889,349.988888888889,318.777777777778,358.188888888889,323.022222222222,337.577777777778,354.177777777778,367.188888888889,332.533333333333,367.822222222222,354.488888888889,307.188888888889,338.277777777778,328.255555555556,352.266666666667,309.188888888889
"423",134.85,91.26,101.64,101.96,165.5,140.08,78.68,106.92,86.7,55.28,83.9,83.68,106.34,63.12,126.42,81.8,119.96,67.74,59.22,81.18,43.08
"429",249.989361702127,234.436170212766,229.109574468085,213.448936170213,263.73829787234,230.623404255319,223.15,211.484042553192,233.128723404255,199.896808510638,217.923404255319,229.703191489362,248.186170212766,206.532978723404,257.439361702127,226.635106382979,209.36914893617,214.843617021276,202.637234042553,227.130851063829,182.598936170212
"441",300.58,184.7,254.81,265.42,324.52,309.94,199.88,279.06,185.48,245.16,235.2,209.22,229.88,211.06,254.06,197.48,296.16,234.92,223.22,199.28,244.66
"451",689.433333333333,762.8,685.933333333333,665.1,706.6,670.4,747.533333333333,659.2,748.066666666667,723.833333333333,701.3,721.833333333333,727.266666666667,756.133333333333,717.333333333333,769.633333333333,649.1,725.166666666667,778.266666666667,738.266666666667,748.966666666667
"452",649.32,746.18,645.82,624.99,666.45,630.3,731.21,619.1,736.12,695.5,710.58,727.75,739.21,716.05,677.23,738.91,609.01,711.84,719.73,730.12,690.41
"459",642.018181818182,725.921212121212,638.518181818182,617.690909090909,659.157575757576,622.993939393939,709.533333333333,611.8,709.860606060606,682.239393939394,663.806060606061,683.730303030303,690.230303030303,709.527272727273,669.927272727273,726.887878787879,601.70303030303,689.775757575758,722.184848484848,700.475757575758,692.872727272727
"460",1550.39090909091,1525.27424242425,1531.74545454546,1511.22196969697,1556.65303030303,1520.475,1516.04545454545,1511.37878787879,1528.72121212122,1500.39090909091,1519.83333333333,1530.16060606061,1552.81212121213,1498.5590909091,1560.4,1518,1499.18333333333,1514.25151515151,1492.44696969696,1522.90984848485,1475.25151515151
