"FAFZone","AdamsCounty","AlcornCounty","AmiteCounty","AttalaCounty","BentonCounty","BolivarCounty","CalhounCounty","CarrollCounty","ChickasawCounty","ChoctawCounty","ClaiborneCounty","ClarkeCounty","ClayCounty","CoahomaCounty","CopiahCounty","CovingtonCounty","DeSotoCounty","ForrestCounty","FranklinCounty","GeorgeCounty","GreeneCounty","GrenadaCounty","HancockCounty","HarrisonCounty","HindsCounty","HolmesCounty","HumphreysCounty","IssaquenaCounty","ItawambaCounty","JacksonCounty","JasperCounty","JeffersonCounty","JeffersonDavisCounty","JonesCounty","KemperCounty","LafayetteCounty","LamarCounty","LauderdaleCounty","LawrenceCounty","LeakeCounty","LeeCounty","LefloreCounty","LincolnCounty","LowndesCounty","MadisonCounty","MarionCounty","MarshallCounty","MonroeCounty","MontgomeryCounty","NeshobaCounty","NewtonCounty","NoxubeeCounty","OktibbehaCounty","PanolaCounty","PearlRiverCounty","PerryCounty","PikeCounty","PontotocCounty","PrentissCounty","QuitmanCounty","RankinCounty","ScottCounty","SharkeyCounty","SimpsonCounty","SmithCounty","StoneCounty","SunflowerCounty","TallahatchieCounty","TateCounty","TippahCounty","TishomingoCounty","TunicaCounty","UnionCounty","WalthallCounty","WarrenCounty","WashingtonCounty","WayneCounty","WebsterCounty","WilkinsonCounty","WinstonCounty","YalobushaCounty","YazooCounty"
"63",1742.45,1917.4,1804.3,1842.4,1887.6,1798.5,1911,1826.25,1927,1871.9,1748.6,1875.4,1920.6,1836,1776.6,1824.6,1838.2,1860.5,1773.15,1912.6,1898.8,1875.1,1842.1,1865.3,1756.8,1823.5,1796.3,1760.7,1947.3,1894.3,1838,1762.9,1826.6,1849,1886.8,1899.6,1865.3,1857.5,1806,1818.7,1929.2,1805.45,1801.8,1914.6,1782.8,1849.4,1869.3,1938.1,1858.4,1843.8,1831.8,1891.7,1892.4,1879.6,1855.9,1877,1829.5,1920.4,1938,1849.7,1775.8,1812.5,1769.4,1799.8,1814.7,1889.4,1793.35,1833.95,1856.4,1906.8,1941.8,1837.3,1906.3,1846.1,1722.9,1756.15,1879.5,1890.7,1768.45,1859.2,1897.4,1779.9
"64",2101.875,2181.13333333333,2158.55,2237.45,2151.29166666667,2148.15,2198.84166666667,2175.65,2209.63333333333,2252.09166666667,2108.01666666667,2234.825,2246.04166666667,2099.7,2136.03333333333,2183.95,2101.85833333333,2219.93333333333,2132.55833333333,2272.03333333333,2258.25,2182.875,2287.00833333333,2310.25,2116.23333333333,2174.70833333333,2145.01666666667,2120.11666666667,2211.025,2339.23333333333,2197.35833333333,2122.33333333333,2186.00833333333,2208.43333333333,2246.2,2163.3,2224.675,2216.93333333333,2165.35833333333,2178.09166666667,2192.90833333333,2149.40833333333,2161.24166666667,2255.35833333333,2142.20833333333,2208.84166666667,2133.025,2229.675,2209.03333333333,2203.15,2191.20833333333,2277.125,2262.56666666667,2143.34166666667,2256.125,2236.375,2186.56666666667,2184.09166666667,2201.73333333333,2113.375,2135.225,2171.85833333333,2139.13333333333,2159.23333333333,2174.1,2250.7,2150.03333333333,2129.8,2120.13333333333,2170.45833333333,2205.54166666667,2101.01666666667,2169.95833333333,2205.45833333333,2082.26666666667,2107.61666666667,2238.9,2230.675,2127.875,2218.56666666667,2173.675,2139.29166666667
"65",1959.85,2039.1,2016.55,2095.45,2009.3,2006.15,2056.85,2033.65,2067.6,2110.1,1966,2092.8,2104.05,1957.7,1994,2041.95,1959.85,2077.9,1990.55,2130,2116.25,2040.85,2111.2,2134.45,1974.2,2032.7,2003,1978.1,2069,2163.4,2055.35,1980.3,2044,2066.4,2104.2,2021.3,2082.65,2074.9,2023.35,2036.05,2050.9,2007.4,2019.2,2113.35,2000.2,2066.85,1991,2087.65,2067,2061.15,2049.2,2135.1,2120.55,2001.35,2114.1,2094.35,2044.55,2042.05,2059.7,1971.35,1993.2,2029.85,1997.1,2017.2,2032.1,2108.7,2008,1987.8,1978.1,2028.45,2063.55,1959,2027.95,2063.45,1940.25,1965.6,2096.9,2088.65,1985.85,2076.55,2031.65,1997.3
"69",2107.43548387097,2190.14032258065,2164.42419354839,2242.26774193548,2159.76774193548,2153.14032258065,2207.11935483871,2186.96935483871,2218.07258064516,2257.37096774193,2113.56774193549,2240.38064516129,2253.1,2106.87741935484,2141.6064516129,2189.51935483871,2110.34838709677,2225.49838709678,2138.11935483871,2277.6064516129,2263.81935483871,2190.50322580645,2272.09838709677,2295.35161290323,2121.80161290323,2189.33225806452,2150.01935483871,2125.67096774193,2219.50322580645,2324.33387096774,2202.92580645162,2127.90161290323,2191.56612903226,2214.01612903225,2261.41612903225,2171.7806451613,2230.23870967742,2222.49838709678,2170.92580645162,2195.65806451612,2201.3870967742,2154.56935483871,2166.8129032258,2261.92258064516,2147.76129032258,2214.41612903225,2141.50322580645,2237.82903225807,2215.28709677419,2219.96774193548,2196.76129032258,2282.23225806452,2268.17419354839,2151.83225806452,2259.03870967741,2241.94193548387,2192.27419354839,2192.56451612903,2210.73064516129,2128.44516129032,2140.79032258064,2177.42580645162,2143.49032258064,2164.80161290323,2179.65161290323,2256.12580645162,2154.80161290323,2145.12741935484,2128.63548387096,2182.12258064516,2214.55483870968,2112.3129032258,2178.44516129032,2211.02258064517,2087.83225806452,2112.53387096774,2244.44838709678,2237.26451612903,2133.4370967742,2231.91612903225,2182.31612903226,2144.84193548388
"81",1253.49583333333,1175.0375,1310.16666666667,1217.64583333334,1131.5,1170.54583333333,1179.04583333333,1198.04583333333,1189.84166666667,1232.27916666666,1214.96666666667,1314.525,1226.24583333333,1122.1,1242.9875,1290.89583333334,1082.05416666666,1326.89583333334,1284.1875,1378.9875,1365.19583333334,1163.0625,1404.825,1383.5625,1223.19166666667,1197.125,1167.41666666667,1171.74583333333,1191.225,1412.55416666666,1304.30416666666,1229.29166666667,1292.96666666667,1315.39583333334,1291.30416666666,1143.51666666667,1331.60416666666,1294.2,1272.30416666666,1238.7875,1173.125,1171.81666666667,1268.19583333334,1235.55416666666,1223.80833333333,1315.79583333333,1113.225,1209.89583333334,1189.24166666667,1258.34583333334,1278.4625,1257.33333333333,1242.74583333333,1123.54583333333,1363.075,1343.3125,1293.50416666667,1164.27916666666,1195.6375,1135.75416666667,1242.175,1261.10833333333,1161.54583333333,1266.19166666667,1281.05,1357.65833333333,1172.44583333334,1152.21666666667,1100.34583333334,1180.35416666666,1199.44583333334,1123.41666666667,1150.14583333334,1312.40416666666,1189.20416666667,1130.025,1345.85416666666,1210.8625,1279.49583333333,1249.14583333334,1153.8625,1198.64583333334
"89",1191.32980769231,1213.71153846154,1246.88846153846,1259.57307692308,1173.42115384615,1190.28846153846,1220.97115384615,1217.12307692308,1231.75384615385,1274.20961538462,1193.85,1307.45961538462,1268.16346153846,1141.84615384615,1222.49038461538,1270.40192307692,1123.98461538462,1306.38846153846,1220.90384615384,1358.48461538462,1343.79615384615,1204.99807692308,1342.04807692308,1353.76153846154,1202.55384615385,1217.19230769231,1187.23846153846,1180.01923076923,1233.14423076923,1382.74807692308,1282.74230769231,1208.16923076923,1272.45961538462,1293.98461538462,1304.24615384615,1185.42884615385,1311.13269230769,1288.44807692308,1251.82307692308,1244.15384615385,1215.03653846154,1191.55769230769,1247.70192307692,1277.48653846154,1216.40769230769,1295.30384615385,1155.14423076923,1251.80961538462,1231.15384615385,1266.58846153846,1267.33269230769,1299.24423076923,1284.68653846154,1165.45961538462,1342.57884615385,1322.83076923077,1273.025,1206.20961538462,1234.30769230769,1155.31538461538,1221.67692307692,1248.9,1181.36153846154,1245.68461538462,1259.48076923077,1337.15384615385,1192.17307692308,1171.96730769231,1142.26153846154,1206.88461538462,1238.12884615385,1141.83461538462,1192.09038461538,1291.92692307692,1168.11153846154,1149.83653846154,1324.07692307692,1252.80192307692,1217.32980769231,1270.18269230769,1195.80192307692,1203.52307692308
"91",1430,1167.33333333333,1421.9,1288.36666666667,1216.05,1346.4,1248.06666666667,1306.2,1225.4,1265,1383.4,1259.46666666667,1236.9,1297.9,1360.66666666667,1324.2,1238.4,1336.96666666667,1410.85,1366.86666666667,1335.9,1319.4,1402.46666666667,1393.7,1336.8,1319.76666666667,1360.86666666667,1405.93333333333,1168.33333333333,1377.4,1289.26666666667,1410.8,1350.53333333333,1299.06666666667,1263.6,1245.76666666667,1341.7,1239.33333333333,1359.8,1314.7,1189.4,1325.2,1385.9,1209.8,1338.86666666667,1354.6,1220.31666666667,1203,1286.56666666667,1280.2,1269.2,1226.2,1236.8,1279.9,1373.16666666667,1340.96666666667,1395.56666666667,1212,1176.26666666667,1300.9,1316.86666666667,1291.9,1414.7,1331.66666666667,1311.8,1367.7,1348.26666666667,1323.06666666667,1256.66666666667,1207.35,1150.3,1263.2,1207.7,1374.16666666667,1369.9,1370.7,1295.4,1262,1455.3,1268.8,1277.05,1371.4
"92",1387.06666666667,1124.43333333333,1378.96666666667,1245.46666666667,1173.11666666667,1303.46666666667,1205.16666666667,1263.26666666667,1182.46666666667,1222.06666666667,1340.46666666667,1216.56666666667,1193.96666666667,1254.96666666667,1317.76666666667,1281.26666666667,1195.46666666667,1294.06666666667,1367.96666666667,1323.96666666667,1292.96666666667,1276.46666666667,1359.56666666667,1350.76666666667,1293.86666666667,1276.86666666667,1317.96666666667,1363.06666666667,1125.46666666667,1334.46666666667,1246.36666666667,1367.86666666667,1307.6,1256.16666666667,1220.66666666667,1202.9,1298.76666666667,1196.46666666667,1316.86666666667,1271.76666666667,1146.46666666667,1282.26666666667,1342.96666666667,1166.86666666667,1295.96666666667,1311.66666666667,1177.41666666667,1160.06666666667,1243.66666666667,1237.26666666667,1226.36666666667,1183.26666666667,1193.86666666667,1236.96666666667,1330.26666666667,1298.06666666667,1352.66666666667,1169.06666666667,1133.36666666667,1257.96666666667,1273.96666666667,1248.96666666667,1371.76666666667,1288.76666666667,1268.86666666667,1324.76666666667,1305.36666666667,1280.16666666667,1213.76666666667,1164.41666666667,1107.36666666667,1220.26666666667,1164.76666666667,1331.26666666667,1326.96666666667,1327.76666666667,1252.46666666667,1219.06666666667,1412.36666666667,1225.86666666667,1234.11666666667,1328.46666666667
"99",1451.15,1188.55,1443.05,1309.55,1237.275,1367.55,1269.25,1327.35,1246.55,1286.15,1404.55,1280.65,1258.05,1319.15,1381.85,1345.35,1259.55,1358.15,1432.05,1388.05,1357.05,1340.55,1423.65,1414.85,1357.95,1340.95,1382.05,1427.15,1189.55,1398.55,1310.45,1431.95,1371.75,1320.25,1284.8,1267,1362.85,1260.55,1380.95,1335.85,1210.55,1346.35,1407.05,1230.95,1360.05,1375.75,1241.5,1224.15,1307.75,1301.35,1290.45,1247.35,1257.95,1301.05,1394.35,1362.15,1416.75,1233.15,1197.45,1322.05,1338.05,1313.05,1435.85,1352.85,1333,1388.85,1369.45,1344.25,1277.85,1228.5,1171.45,1284.35,1228.85,1395.35,1391.05,1391.85,1316.65,1283.15,1476.45,1289.95,1298.275,1392.55
"101",1185.45,922.75,1177.35,1043.85,971.5,1101.85,1003.55,1061.65,980.85,1020.45,1138.85,1014.9,992.35,1053.35,1116.1,1079.65,993.85,1092.45,1166.3,1107.1,1091.35,1074.85,1151.35,1135.85,1092.25,1075.2,1116.3,1161.4,923.8,1096.2,1044.7,1166.25,1106,1054.55,1019.05,1001.225,1097.15,994.8,1115.25,1070.15,944.85,1080.65,1141.35,965.25,1094.3,1110.05,975.75,958.45,1042,1035.65,1024.65,981.65,992.25,1035.35,1128.6,1096.45,1151,967.45,931.7,1056.35,1072.3,1047.35,1170.15,1087.1,1067.25,1123.15,1103.7,1078.55,1012.15,962.8,905.75,1018.65,963.15,1129.65,1125.35,1126.15,1050.85,1017.45,1210.75,1024.25,1032.5,1126.85
"109",1196.6,934,1188.5,1055,982.75,1113,1014.7,1072.8,992.1,1031.7,1150,1026.1,1003.5,1064.6,1127.3,1090.9,1005,1103.6,1177.5,1096.45,1102.5,1086.1,1149.35,1127.15,1103.4,1086.4,1127.5,1172.6,935,1098.45,1055.9,1177.5,1117.2,1065.7,1030.3,1012.45,1108.4,1006,1126.4,1081.4,956,1091.9,1152.5,976.5,1105.5,1121.2,986.95,969.7,1053.2,1046.9,1035.9,992.9,1003.5,1046.5,1139.8,1107.6,1162.2,978.7,942.9,1067.6,1083.5,1058.6,1181.3,1098.3,1078.5,1134.4,1114.9,1089.7,1023.3,974,916.9,1029.9,974.4,1140.8,1136.6,1137.3,1062.1,1028.6,1221.9,1035.4,1043.75,1138.1
"111",1073.9,811.2,1065.8,932.3,859.95,990.3,892,950.1,869.3,908.9,1027.3,903.4,880.8,941.8,1004.6,968.1,882.3,980.9,1054.75,993.9,979.8,963.3,1046.9,1024.6,980.7,963.7,1004.8,1049.8,812.3,995.9,933.2,1054.7,994.4,943,907.5,889.65,985.6,883.3,1003.7,958.6,833.3,969.1,1029.8,853.7,982.8,998.5,864.25,846.9,930.5,924.1,913.1,870.1,880.7,923.8,1017.1,984.9,1039.5,855.9,820.2,944.8,960.8,935.8,1058.6,975.6,955.7,1011.6,992.2,967,900.6,851.25,794.2,907.1,851.6,1018.1,1013.8,1014.6,939.3,905.9,1099.2,912.7,920.95,1015.3
"121",659.583333333333,621,614.1,608,645.533333333333,698.8,616.916666666667,633.9,597.233333333333,592.733333333333,648,524.7,564.583333333333,699.35,607.083333333333,543.583333333333,689.05,510.783333333333,627.15,463.983333333333,481.633333333333,637.4,506.166666666667,483.9,612.4,666.266666666667,685.233333333333,681.55,572.316666666667,455.2,563.3,643.716666666667,556.8,530.7,551.133333333333,634.35,529.733333333333,526.85,573.4,602.233333333333,591.466666666667,652.916666666667,595.133333333333,537.5,625.55,546.8,652.516666666667,567.633333333333,614.25,567.716666666667,556.733333333333,551.433333333333,564.5,665.316666666667,535.866666666667,492.083333333333,587.766666666667,604,625.033333333333,679.433333333333,602.383333333333,579.4,690.3,572.45,574.733333333333,508,679.433333333333,689.583333333333,682.133333333333,638.566666666667,603.95,718.183333333333,615.95,566.383333333333,645.516666666667,719.216666666667,496.533333333333,589.7,647.5,590.5,652.2,647.016666666667
"122",889.785714285714,860.928571428571,844.3,838.2,885.485714285714,929,847.128571428571,864.1,827.428571428571,822.928571428571,878.2,754.9,794.785714285714,936.328571428571,837.285714285714,773.785714285714,929.014285714286,740.985714285714,857.335714285714,694.171428571429,711.828571428571,867.6,736.357142857143,714.1,842.6,896.471428571429,915.428571428571,911.742857142857,812.271428571428,685.414285714286,793.514285714286,873.914285714286,786.985714285714,760.9,781.328571428571,871.328571428571,759.928571428571,757.057142857143,803.614285714286,832.428571428571,831.414285714286,883.128571428571,825.328571428571,767.7,855.728571428572,777,892.471428571429,797.828571428571,844.428571428571,797.914285714286,786.928571428571,781.628571428571,794.7,902.314285714286,766.057142857143,722.285714285714,817.971428571429,841.928571428571,864.985714285714,916.414285714286,832.557142857143,809.614285714286,920.5,802.642857142857,804.928571428571,738.2,909.628571428571,919.785714285714,922.057142857143,878.528571428571,843.9,958.128571428571,855.9,796.6,875.714285714286,949.414285714286,726.728571428572,819.9,877.7,820.7,882.4,877.214285714286
"123",732.214285714286,703.385714285714,686.728571428572,680.614285714286,727.9,771.428571428571,689.571428571429,706.528571428571,669.885714285714,665.385714285714,720.614285714286,597.314285714286,637.214285714286,778.785714285714,679.7,616.2,771.471428571429,583.4,699.785714285714,536.6,554.285714285714,710.028571428571,578.785714285714,556.528571428571,685.028571428571,738.9,757.885714285714,754.185714285714,654.7,527.871428571429,635.971428571429,716.371428571429,629.414285714286,603.3,623.785714285714,713.785714285714,602.385714285714,599.485714285714,646.042857142857,674.885714285714,673.871428571429,725.571428571429,667.771428571428,610.157142857143,698.185714285714,619.428571428571,734.9,640.271428571428,686.885714285714,640.371428571429,629.385714285714,624.071428571429,637.157142857143,744.757142857143,608.5,564.7,660.4,684.385714285714,707.4,758.871428571429,675,652.042857142857,762.928571428571,645.085714285714,647.385714285714,580.614285714286,752.085714285714,762.214285714286,764.5,720.985714285714,686.314285714286,800.585714285714,698.342857142857,639.014285714286,718.171428571429,791.871428571429,569.185714285714,662.3,720.1,663.157142857143,724.814285714286,719.671428571429
"124",726.425,697.55,680.925,674.825,722.125,765.625,683.725,700.725,664.025,659.525,714.825,591.525,631.425,772.925,673.9,610.4,765.625,577.625,693.9625,530.825,548.425,704.225,572.975,550.725,679.225,733.075,752.025,748.375,648.875,522.025,630.125,710.525,623.625,597.525,617.925,707.95,596.525,593.675,640.225,669.025,668.025,719.725,661.925,604.325,692.325,613.625,729.075,634.425,681.05,634.525,623.525,618.225,631.325,738.925,602.675,558.9,654.575,678.525,701.625,753.025,669.175,646.225,757.125,639.25,641.525,574.825,746.225,756.425,758.675,715.125,680.525,794.725,692.525,633.225,712.325,786.025,563.325,656.525,714.325,657.325,719.025,713.825
