County,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
HenryCounty,4150,1323,2270,7126,3058,4345
HickoryCounty,1357,495,644,2577,1708,2846
HoltCounty,817,259,458,1592,743,1043
HowardCounty,1820,828,1489,3110,1288,1609
HowellCounty,8440,2672,4700,12504,5175,6909
IronCounty,1953,715,1098,3478,1487,1899
JacksonCounty,138472,44748,97869,231533,77546,83990
JasperCounty,25492,8267,17110,37926,12895,15714
JeffersonCounty,45507,15192,26474,80565,26601,24394
JohnsonCounty,10060,4776,11591,15431,5093,5644
KnoxCounty,853,280,363,1283,524,828
LacledeCounty,7416,2395,4091,11762,4351,5556
LafayetteCounty,6649,2429,3609,11090,4109,5495
LawrenceCounty,8416,2706,4070,12512,4630,6300
LewisCounty,1986,789,1397,3171,1204,1664
LincolnCounty,12228,3894,6246,18834,5649,5715
LinnCounty,2573,865,1218,4009,1666,2430
LivingstonCounty,2753,946,1789,5008,1933,2766
McDonaldCounty,5340,1759,2652,7821,2624,2887
MaconCounty,3142,995,1534,4766,2103,3026
MadisonCounty,2397,850,1381,3918,1513,2167
MariesCounty,1775,601,918,3015,1221,1646
MarionCounty,5835,1856,3660,9302,3621,4507
MercerCounty,801,246,318,1168,489,763
MillerCounty,5080,1639,2797,8130,3205,3897
MississippiCounty,2651,860,1886,5021,1752,2188
MoniteauCounty,3253,1044,1881,5469,1807,2153
MonroeCounty,1693,581,850,2797,1271,1648
MontgomeryCounty,2347,801,1206,3973,1623,2286
MorganCounty,3740,1294,1848,6040,3108,4535
NewMadridCounty,3745,1295,2069,6284,2518,3045
NewtonCounty,12117,4377,6684,18841,7238,8857
NodawayCounty,3464,2844,5780,5972,2233,3077
OregonCounty,1933,802,986,3360,1647,2153
OsageCounty,2847,1071,1539,4701,1643,2077
OzarkCounty,1601,568,805,2875,1595,2279
PemiscotCounty,4165,1422,2078,5762,2176,2693
PerryCounty,3964,1266,2101,6332,2348,2960
PettisCounty,9060,2963,5588,13567,4820,6203
PhelpsCounty,8046,3963,8637,13382,4971,6157
PikeCounty,3346,1218,2364,6431,2274,2883
PlatteCounty,18126,5966,10765,33190,11308,9967
PolkCounty,6239,2647,4123,9557,3546,5025
PulaskiCounty,10534,6221,12757,15315,3679,3768
PutnamCounty,970,292,439,1501,701,1076
RallsCounty,1936,648,895,3479,1533,1676
RandolphCounty,4923,1651,3442,8808,2985,3605
RayCounty,4799,1649,2374,8200,2989,3483
ReynoldsCounty,1223,456,606,2120,948,1343
RipleyCounty,2708,963,1453,4494,1836,2646
StCharlesCounty,77124,25276,45022,131800,40885,40378
StClairCounty,1596,590,830,2992,1502,2295
SteGenevieveCounty,3440,1217,1843,6228,2506,2911
StFrancoisCounty,11985,4186,9129,23217,7488,9354
StLouisCounty,189472,70954,124006,336427,128602,149493
SalineCounty,4431,1903,3229,7197,2911,3699
SchuylerCounty,930,324,433,1347,527,870
ScotlandCounty,1143,337,503,1418,563,879
ScottCounty,8110,2744,4614,12913,4938,5872
ShannonCounty,1612,577,879,2676,1235,1462
ShelbyCounty,1299,427,629,1944,835,1239
StoddardCounty,5580,2061,3334,9794,3853,5346
StoneCounty,4826,1873,2465,9524,5644,7870
SullivanCounty,1342,440,686,2215,887,1144
TaneyCounty,9466,3489,6563,16195,6812,9150
TexasCounty,4695,1680,3084,8391,3476,4682
VernonCounty,4337,1615,2308,6629,2794,3476
WarrenCounty,6747,2145,3778,11124,3970,4749
WashingtonCounty,5003,1674,2984,8990,3166,3378
WayneCounty,2280,845,1289,4230,1982,2895
WebsterCounty,8351,2638,3926,12328,4207,4752
WorthCounty,366,131,198,658,304,514
WrightCounty,4054,1305,1938,5881,2346,3291
StLouiscity,55379,22551,60843,110725,34621,35175
