"FAFZone","AdamsCounty","AllenCounty","AshlandCounty","AshtabulaCounty","AthensCounty","AuglaizeCounty","BelmontCounty","BrownCounty","ButlerCounty","CarrollCounty","ChampaignCounty","ClarkCounty","ClermontCounty","ClintonCounty","ColumbianaCounty","CoshoctonCounty","CrawfordCounty","CuyahogaCounty","DarkeCounty","DefianceCounty","DelawareCounty","ErieCounty","FairfieldCounty","FayetteCounty","FranklinCounty","FultonCounty","GalliaCounty","GeaugaCounty","GreeneCounty","GuernseyCounty","HamiltonCounty","HancockCounty","HardinCounty","HarrisonCounty","HenryCounty","HighlandCounty","HockingCounty","HolmesCounty","HuronCounty","JacksonCounty","JeffersonCounty","KnoxCounty","LakeCounty","LawrenceCounty","LickingCounty","LoganCounty","LorainCounty","LucasCounty","MadisonCounty","MahoningCounty","MarionCounty","MedinaCounty","MeigsCounty","MercerCounty","MiamiCounty","MonroeCounty","MontgomeryCounty","MorganCounty","MorrowCounty","MuskingumCounty","NobleCounty","OttawaCounty","PauldingCounty","PerryCounty","PickawayCounty","PikeCounty","PortageCounty","PrebleCounty","PutnamCounty","RichlandCounty","RossCounty","SanduskyCounty","SciotoCounty","SenecaCounty","ShelbyCounty","StarkCounty","SummitCounty","TrumbullCounty","TuscarawasCounty","UnionCounty","VanWertCounty","VintonCounty","WarrenCounty","WashingtonCounty","WayneCounty","WilliamsCounty","WoodCounty","WyandotCounty"
"63",2282.6,2275.85,2354.7,2467.4,2350.5,2241,2395.6,2254.1,2212.35,2421.3,2245,2230.35,2232.5,2248.3,2437.1,2349.4,2318.6,2407.3,2206.1,2273.6,2294.4,2357.8,2304.8,2266.3,2276.6,2269.3,2350.1,2438.5,2232,2359.3,2204.5,2306,2284.5,2400.5,2291.7,2261.4,2325.6,2356.9,2362.4,2325.6,2413.8,2327.9,2431.3,2311.1,2307.6,2263.9,2381.7,2298.7,2257.3,2447.8,2292.9,2383.7,2373.6,2221.4,2223.6,2406.4,2219.1,2355.6,2317.5,2332.6,2379.1,2331.4,2267.1,2328.8,2287.6,2300.1,2430,2187,2288.5,2341.5,2302.7,2329,2324,2342.2,2243,2403.8,2400.1,2457.3,2391.5,2268.3,2262.5,2332.5,2225,2390.3,2374,2253.1,2309.2,2318.7
"64",2468.73333333333,2358.44166666666,2456.725,2533.55,2529.89166666667,2363.29166666667,2575.05,2440.26666666667,2398.54166666667,2540.55,2424.44166666666,2409.75416666666,2418.66666666667,2434.44166666666,2537.03333333334,2492.65833333334,2421.03333333334,2473.47916666667,2368.525,2339.75833333334,2444.45,2423.90833333334,2484.19166666666,2445.69166666666,2455.99166666667,2335.40833333334,2536.26666666667,2504.63333333334,2411.44166666666,2538.69166666666,2390.73333333333,2384.225,2387.5875,2535.03333333334,2357.85,2447.575,2504.95,2488.65833333334,2428.56666666666,2511.81666666666,2556.24166666666,2460.225,2497.45833333333,2514.45833333333,2487.00833333334,2392.79166666667,2447.88333333334,2364.88333333334,2436.73333333333,2530.10833333333,2420.83333333333,2467.675,2553.01666666667,2353.875,2402.98333333333,2585.83333333333,2398.55,2535.05833333334,2437.60833333333,2511.975,2558.55,2397.55,2333.24166666666,2508.19166666666,2466.98333333333,2486.23333333333,2496.13333333334,2366.4,2354.68333333334,2440.29166666667,2478.36666666666,2395.13333333334,2504.56666666666,2408.38333333334,2375.63333333334,2513.25833333334,2495.54166666667,2523.46666666666,2511.38333333334,2418.34166666666,2328.68333333334,2508.15833333334,2411.2,2569.73333333333,2480.25833333334,2319.29166666667,2375.38333333334,2396.18333333334
"65",2403.55,2382.5,2475.65,2557.6,2471.5,2362.05,2516.65,2375.05,2333.35,2542.25,2366,2351.35,2353.5,2369.25,2558.1,2470.4,2439.6,2497.5,2327.1,2363.8,2415.4,2447.95,2425.8,2387.3,2397.575,2359.45,2471.05,2528.7,2353.05,2480.3,2325.55,2408.3,2405.5,2521.5,2381.9,2382.35,2446.55,2477.9,2452.6,2446.6,2534.75,2448.85,2521.5,2432.1,2428.6,2384.9,2471.9,2388.9,2378.3,2554.15,2413.85,2504.65,2494.6,2342.4,2344.6,2527.4,2340.15,2476.65,2438.45,2453.55,2500.15,2421.6,2357.3,2449.8,2408.6,2421.05,2520.2,2308,2378.7,2462.475,2423.7,2419.15,2444.95,2432.4,2364,2524.8,2521.1,2547.5,2512.5,2389.25,2352.7,2453.5,2346,2511.3,2495,2343.35,2399.4,2420.2
"69",2410.7,2319.76612903225,2415.95161290323,2495.55645161291,2473.6064516129,2317.96129032258,2518.78064516129,2382.21935483871,2340.47903225806,2495.87741935484,2368.16935483871,2353.46935483871,2360.61935483871,2376.41290322581,2497.24838709678,2445.81290322581,2380.16129032258,2435.56129032258,2316.67419354839,2301.44193548387,2395.83225806452,2385.84193548387,2427.90967741935,2389.40967741935,2399.7129032258,2298.30322580645,2478.21935483871,2466.56129032258,2355.17741935484,2482.4064516129,2332.69032258064,2345.7064516129,2346.57096774193,2489.61935483871,2319.83870967742,2389.51935483871,2448.68709677419,2441.05483870968,2390.10967741935,2453.74516129032,2509.03870967742,2415.30967741936,2459.55806451613,2450.70967741936,2430.72258064516,2346.94032258064,2410.20483870967,2327.62580645161,2380.43548387097,2491.46129032258,2374.20967741936,2430.96129032258,2496.72903225806,2306.08387096774,2346.7064516129,2529.55645161291,2342.28064516129,2478.78709677419,2393.02258064516,2455.69354838709,2502.28064516129,2360.17580645162,2295.09677419355,2451.9064516129,2410.7064516129,2428.2,2457.69677419355,2310.11774193548,2316.08225806451,2400.25806451613,2423.06774193549,2357.85161290323,2447.79032258064,2369.97741935484,2330.65161290323,2470.80645161291,2456.24838709678,2485.12903225807,2466.85322580645,2369.72903225806,2290.08225806451,2452.84838709677,2353.13870967742,2513.43548387097,2438.54838709677,2282.01612903226,2337.98387096774,2357.70967741936
"81",1284.04583333333,1237.39166666667,1332.1375,1414.75833333333,1351.97916666666,1231.9875,1397.14583333334,1255.5625,1213.8625,1410.23333333333,1246.5375,1231.85833333333,1233.97916666666,1249.74583333333,1413.09583333334,1347.79166666667,1295.44583333334,1354.82916666667,1206.20416666667,1220.11666666667,1293.41666666667,1303.72916666666,1306.30416666666,1267.80416666666,1278.09166666667,1215.22916666666,1351.5625,1385.62083333333,1233.54583333333,1360.77916666666,1206.04583333333,1263.89583333334,1262.68333333334,1398.08333333333,1239,1262.89583333334,1327.04583333333,1352.25,1308.575,1327.125,1412.0625,1325.22916666666,1378.90833333333,1323.025,1309.11666666667,1259.5,1329.85416666666,1244.72083333334,1258.83333333333,1409.0875,1287.2625,1346.38333333333,1375.125,1216.93333333333,1225.07916666667,1407.94583333334,1220.64583333334,1357.14583333334,1311.35416666666,1334.05416666666,1380.64583333334,1277.36666666667,1214.05416666666,1330.27916666666,1289.07916666667,1301.54583333333,1376.17916666666,1188.51666666667,1234.28333333333,1318.80833333333,1304.225,1274.95416666667,1319.3625,1288.4625,1240.44166666667,1385.91666666667,1372.35,1403.75833333333,1385.375,1267.25416666667,1208.28333333333,1334.025,1226.525,1391.83333333333,1355.69166666667,1199.12083333333,1258.0625,1275.99583333333
"89",1363.90961538461,1332.34615384615,1416.72307692308,1515.7076923077,1431.13653846154,1310.85192307693,1476.2826923077,1335.43461538461,1293.7173076923,1489.93461538461,1325.675,1311.00288461539,1313.84807692308,1329.62307692308,1501.81538461539,1425.59615384616,1381.84807692308,1456.20576923077,1284.6923076923,1318.1576923077,1371.45576923077,1409.28076923077,1385.44423076923,1346.94423076923,1357.23846153846,1325.55576923077,1431.43461538461,1485.775,1312.68461538461,1439.93076923077,1285.89615384615,1360.2826923077,1346.95865384615,1475.3326923077,1340.03653846154,1342.74615384615,1406.2,1429.6923076923,1406.00384615385,1406.98461538462,1489.77115384615,1402.36442307693,1480.60192307693,1403.65961538461,1388.25384615385,1336.98557692307,1436.0673076923,1354.05192307693,1337.9673076923,1504.24423076923,1365.55576923077,1440.72692307693,1454.25961538462,1294.86826923077,1304.23653846154,1487.075,1299.7826923077,1436.30096153846,1388.79615384615,1413.21346153846,1459.7826923077,1386.31923076923,1313.8076923077,1409.43076923077,1368.23653846154,1381.40961538461,1473.125,1267.65384615384,1329.62115384615,1402.28942307693,1382.97788461538,1384.30576923077,1399.24038461538,1385.5,1317.56346153846,1469.90192307692,1462.66153846154,1501.56538461539,1462.7826923077,1345.32307692307,1303.62115384615,1412.76730769231,1306.37307692308,1470.9673076923,1437.68653846154,1308.38076923077,1365.18653846154,1372.64615384615
"91",746,699.8,597.9,535.033333333334,653.4,718.733333333333,551.1,766.433333333333,770.533333333333,557.2,702.633333333333,719.75,775.733333333333,729.033333333333,532.5,615.2,629.866666666667,567.9,749,721.133333333333,656.233333333333,616,654.033333333333,705.933333333333,669.883333333333,694.8,681,549.8,733.233333333333,583.7,766.5,677.6,675.3,545,695.3,732.833333333333,656.8,594.7,626.433333333333,692.366666666667,526.3,637.2,565.133333333333,728.266666666667,645.1,701.3,587.433333333333,678.233333333333,697.6,515.9,646.3,571.733333333333,652.416666666667,738.433333333333,751.5,578.966666666667,744.033333333333,636,638.3,608.933333333333,609,642.8,737.8,637.5,684.9,711.7,535.3,767.2,705,610.5,695.466666666667,642.5,738.25,643.533333333333,731,554.3,549.7,510.433333333333,583.433333333333,676,724.633333333333,678.1,746.133333333333,623.666666666667,578.233333333333,723.3,678.166666666667,652.366666666667
"92",703.066666666667,663.466666666667,561.566666666667,511.366666666667,610.466666666667,682.433333333333,508.166666666667,723.5,722.866666666667,520.833333333333,666.333333333333,677.6,732.8,686.1,496.166666666667,578.9,593.533333333333,531.566666666667,714.233333333333,684.833333333333,619.933333333333,579.666666666667,611.166666666667,663,628.7,658.466666666667,638.066666666667,513.466666666667,691.066666666667,540.766666666667,723.6,641.266666666667,639,508.666666666667,659,689.9,613.866666666667,558.433333333333,590.133333333333,649.466666666667,489.966666666667,600.833333333333,532.366666666667,685.366666666667,602.233333333333,665.033333333333,551.133333333333,641.933333333333,655.466666666667,479.566666666667,609.966666666667,535.433333333333,609.516666666667,702.133333333333,709.266666666667,536.066666666667,701.866666666667,593.066666666667,601.966666666667,566.033333333333,566.066666666667,606.5,701.466666666667,594.566666666667,641.966666666667,668.766666666667,498.966666666667,725.033333333333,668.633333333333,574.133333333333,652.566666666667,606.166666666667,695.316666666667,607.233333333333,694.733333333333,518,513.383333333333,474.133333333333,547.133333333333,639.666666666667,688.333333333333,635.166666666667,703.2,580.766666666667,541.933333333333,686.933333333333,641.833333333333,616.033333333333
"99",767.15,724.05,622.15,558.2,674.625,743.05,572.25,785.05,789.25,581.45,726.3,736.55,794.35,747.65,556.75,639.85,654.15,592.2,776.9,745.45,680.55,640.25,675.25,724.6,688.125,719.05,702.15,574.05,750,604.85,785.15,701.85,699.65,576.9,719.65,751.45,677.95,619.05,650.75,713.55,557.95,661.45,584.25,749.45,666.35,725.65,611.75,702.55,714.4,540.15,670.55,596.05,673.65,762.75,768.2,600.15,760.8,657.15,662.55,630.15,630.15,667.15,762.05,658.65,706.05,732.9,559.55,783.95,729.25,634.75,716.65,666.75,759.4,667.85,755.35,578.65,574,534.75,607.75,700.25,748.95,699.25,764.8,644.85,602.55,747.55,702.45,676.65
"101",528.7,562.925,461.475,410.375,433.4,566.375,359.725,558.7,569.025,383.925,518.575,521.875,581.425,534.675,376.575,433.575,493.425,432.275,573.525,583.275,494.775,478.575,462.675,512.075,475.425,556.875,461,418.075,535.375,392.325,572.15,540.725,539.925,377.875,557.425,538.525,455.45,434.575,489.025,472.35,358.775,467.075,436.925,508.25,453.775,533.65,450.025,540.35,500.2,368.175,511.475,435.3,432.45,586.05,553.625,387.625,546.175,444.625,500.7,417.575,417.625,505.375,599.925,446.175,493.525,498.4,398.875,569.325,568.075,474.025,504.1,505.075,518.25,506.675,550.025,403.375,413.275,373.075,405.875,508.775,587.775,458.1,551.825,403.65,441.825,585.375,540.275,515.925
"109",545.5,595.7,493.8,458.4,450.3,587.5,380.5,576.65,590.2,404.6,539.7,543.05,583.7,555.8,408.9,454.3,525.7,464.6,594.7,616,515.5,510.9,483.4,532.8,496.15,589.7,477.8,450.4,556.5,413,593.3,573.5,561.1,398.6,590.2,546.5,477.3,455.3,521.3,489.2,379.5,487.8,469.3,525.1,474.5,554.8,482.3,573.1,520.9,400.5,532.2,467.6,449.3,607.2,574.8,404.5,567.3,456.4,520.1,438.3,438.3,537.7,632.7,466.9,514.3,515.2,431.2,590.5,600.8,506.3,512.7,537.4,535.1,539.4,571.2,435.7,445.55,417.6,426.6,529.5,620.5,475,573,420.5,474.1,618.1,573,548.2
"111",450.3,500.4,398.5,363.1,355,492.3,285.2,481.4,495,309.4,444.5,447.8,488.4,460.6,313.6,359,430.5,369.3,499.4,520.8,420.3,415.6,388.1,437.5,400.9,494.4,382.6,355.1,461.3,317.8,498.1,478.2,465.9,303.3,495,451.25,382.1,360,426.1,393.95,284.2,392.5,374,429.9,379.2,459.6,387.1,477.9,425.7,305.2,436.9,372.4,354,512,479.5,309.3,472.1,361.2,424.8,343,343.1,442.4,537.4,371.6,419,420,335.9,495.2,505.6,411.1,417.45,442.1,439.85,444.2,476,340.5,350.35,322.4,331.4,434.2,525.3,379.7,477.7,325.3,378.9,522.9,477.8,453
"121",802.283333333333,929.65,895.183333333333,959.816666666667,765.95,918.533333333333,844.566666666667,810.733333333333,830.8,870.183333333333,874.983333333333,860.133333333333,823.983333333333,837.8,885.316666666667,844.033333333333,907.066666666667,912.833333333333,890.983333333333,986.8,862.55,943.583333333333,813.133333333333,825.233333333333,838.683333333333,989.7,737.983333333333,922.933333333333,846.166666666667,808.233333333333,809.95,931.933333333333,897.483333333333,849.433333333333,967.808333333333,821.6,792.983333333333,866.85,925.783333333333,764.266666666667,862.7,877.533333333333,936.45,743.15,835.35,888.816666666667,930.066666666667,981.533333333333,847.5,915.733333333333,886.1,899.383333333333,742.55,938.216666666667,877.383333333333,802.566666666667,855.533333333333,800.066666666667,881.4,828.033333333333,790.066666666667,964.95,969.666666666667,804.05,815.316666666667,790.283333333333,899.033333333333,863.6,951.9,907.483333333333,797.55,956.233333333333,769.9,928.683333333333,896.8,868.55,887.825,925.766666666667,840.45,866.9,951.8,780.05,837.3,768.966666666667,878.766666666667,1001.23333333333,958.566666666667,909.866666666667
"122",1047.21428571429,1167.62142857143,1137.41428571429,1202.02857142857,1008.12857142857,1156.51428571429,1086.8,1048.71428571429,1068.77142857143,1112.4,1118.38571428571,1103.5,1061.95714285714,1086.38571428571,1127.52857142857,1086.22857142857,1149.3,1155.02857142857,1128.95714285714,1224.77142857143,1104.72857142857,1185.81428571429,1055.32857142857,1067.42857142857,1080.90714285715,1238.35,980.2,1165.12857142857,1094.17142857143,1050.42857142857,1047.92857142857,1176.2,1141.41428571429,1091.62857142857,1211.5,1066.41428571429,1035.21428571429,1109.04285714286,1168.01428571429,1006.45714285714,1104.91428571429,1119.72857142857,1178.62857142857,985.328571428571,1077.52857142857,1133.08571428571,1172.28571428571,1225.78571428571,1088.82857142857,1157.92857142857,1128.32857142857,1141.6,984.742857142857,1176.18571428571,1115.35714285714,1044.78571428571,1093.51428571429,1042.28571428571,1123.62857142857,1070.22857142857,1032.3,1207.12857142857,1207.65714285714,1046.25714285714,1057.52857142857,1032.5,1141.22857142857,1101.55714285714,1189.87857142857,1149.7,1039.75714285714,1198.42857142857,1012.12857142857,1170.9,1134.77142857143,1110.72857142857,1130.03571428571,1167.95714285714,1082.62857142857,1109.12857142857,1189.75714285714,1022.24285714286,1075.27142857143,1011.14285714286,1120.95714285714,1239.21428571429,1202.85714285714,1152.08571428571
