"FAFZone","AdamsCounty","AlleghenyCounty","ArmstrongCounty","BeaverCounty","BedfordCounty","BerksCounty","BlairCounty","BradfordCounty","BucksCounty","ButlerCounty","CambriaCounty","CameronCounty","CarbonCounty","CentreCounty","ChesterCounty","ClarionCounty","ClearfieldCounty","ClintonCounty","ColumbiaCounty","CrawfordCounty","CumberlandCounty","DauphinCounty","DelawareCounty","ElkCounty","ErieCounty","FayetteCounty","ForestCounty","FranklinCounty","FultonCounty","GreeneCounty","HuntingdonCounty","IndianaCounty","JeffersonCounty","JuniataCounty","LackawannaCounty","LancasterCounty","LawrenceCounty","LebanonCounty","LehighCounty","LuzerneCounty","LycomingCounty","McKeanCounty","MercerCounty","MifflinCounty","MonroeCounty","MontgomeryCounty","MontourCounty","NorthamptonCounty","NorthumberlandCounty","PerryCounty","PhiladelphiaCounty","PikeCounty","PotterCounty","SchuylkillCounty","SnyderCounty","SomersetCounty","SullivanCounty","SusquehannaCounty","TiogaCounty","UnionCounty","VenangoCounty","WarrenCounty","WashingtonCounty","WayneCounty","WestmorelandCounty","WyomingCounty","YorkCounty"
"63",2628.7,2462.7,2502,2456.4,2547.2,2702.6,2557.6,2726.8,2757.5,2492.3,2531.2,2607.8,2736,2619.3,2712.8,2516,2580,2643.6,2691.9,2503.7,2632,2647.5,2737.5,2572.8,2503.5,2474.8,2544.5,2605.1,2581.4,2460.4,2593.9,2522.4,2542.1,2634.1,2751.4,2678.8,2469.3,2672,2721.5,2723.3,2663.7,2591.6,2477.6,2628.9,2750.5,2739.1,2677.3,2732.9,2686.4,2630.2,2744.5,2788.8,2646.5,2704.7,2657,2511.8,2706.7,2781.9,2696.6,2677.2,2504.6,2555.3,2442.5,2778.3,2483,2741,2665.4
"64",2769.76666666667,2591.14166666667,2599.57916666666,2564.75,2688.31666666666,2837.53333333334,2679.55,2807.60833333333,2882.25833333334,2575.83333333333,2653.10833333333,2691.38333333334,2819.55,2702.79166666667,2853.85833333333,2599.53333333334,2663.53333333334,2727.14166666667,2775.40833333334,2569.85,2773.09166666666,2788.62083333334,2878.59166666666,2656.33333333333,2569.68333333334,2639.43333333334,2628.09166666666,2746.15833333334,2722.49166666666,2632.01666666667,2721.09166666666,2630.84166666666,2625.63333333334,2743.325,2834.90833333334,2819.89166666667,2552.79166666667,2813.06666666666,2845.57916666666,2806.88333333334,2747.29166666667,2676.46666666666,2561.13333333334,2732.13333333334,2834.025,2878.13333333334,2760.85,2865.19166666666,2769.99166666666,2766.63333333334,2885.54166666667,2872.35,2712.675,2804.97916666667,2755.325,2652.86666666666,2790.29166666667,2865.46666666666,2755.325,2760.79166666667,2588.19166666666,2621.46666666666,2607.95833333333,2861.825,2615.49166666666,2824.57916666666,2806.45833333333
"65",2749.65,2583.7,2623,2588.8,2668.2,2823.6,2678.6,2831.65,2878.5,2599.9,2652.15,2715.4,2843.6,2726.85,2833.75,2623.6,2687.6,2751.2,2799.45,2593.9,2753,2768.5,2858.5,2680.35,2593.7,2595.8,2652.15,2726.05,2702.4,2581.4,2714.9,2643.4,2649.7,2755.05,2858.95,2799.8,2576.85,2792.95,2842.5,2830.9,2771.35,2700.5,2585.2,2749.9,2858.05,2860.075,2784.9,2853.9,2794.05,2751.15,2865.45,2896.4,2736.7,2825.7,2778,2632.75,2814.35,2889.5,2779.35,2784.85,2612.25,2645.5,2563.45,2885.85,2603.95,2848.6,2786.35
"69",2721.58387096774,2544.39516129032,2560.26935483871,2525.24677419355,2640.13387096774,2789.10322580645,2634.27741935484,2769.00967741936,2836.48064516129,2537.14193548387,2607.85806451613,2652.69838709678,2780.85483870968,2664.11935483871,2805.67419354839,2560.83548387097,2624.83548387097,2688.45,2736.72258064516,2531.84838709677,2724.9,2740.4370967742,2830.39193548387,2617.63548387097,2531.70806451613,2587,2589.4064516129,2697.97096774194,2674.3,2577.75967741936,2674.65483870968,2588.61774193548,2586.93870967742,2700.92580645161,2796.23225806452,2771.70322580645,2514.11935483871,2764.88064516129,2799.96935483871,2768.20967741936,2708.6064516129,2637.73548387097,2522.43870967742,2691.09032258065,2795.33225806452,2828.64516129032,2722.15483870968,2817.6064516129,2731.31612903226,2717.81612903226,2837.37741935484,2833.65483870968,2673.86129032258,2764.61935483871,2715.40322580645,2604.68387096774,2751.6064516129,2826.77741935484,2717.43548387097,2722.1064516129,2549.5129032258,2583.49032258064,2555.30967741936,2823.13548387097,2567.71612903226,2785.89193548387,2758.27096774194
"81",1626.8625,1457.21666666667,1476.03333333333,1439.40833333333,1545.41666666667,1698.9375,1548.44166666667,1687.20416666667,1751.10833333333,1454.63333333333,1521.97916666666,1570.17916666666,1698.35,1581.57916666667,1710.92916666666,1478.32916666667,1542.32916666667,1605.94166666667,1654.1875,1451.025,1630.20833333333,1645.7125,1735.7,1535.1125,1450.9,1475.10416666666,1506.87916666667,1603.22916666666,1579.59166666667,1461.90833333333,1588.15416666666,1504.15,1504.42916666666,1616.02083333334,1713.70416666667,1677,1431.57916666667,1670.14583333334,1714.22916666666,1685.67916666666,1626.07916666667,1555.05,1439.92916666666,1606.34583333334,1712.80416666666,1736.23333333333,1639.65,1729.775,1648.77916666666,1626.67916666666,1742.62916666667,1751.15,1591.75833333333,1679.94583333334,1631.64583333334,1509.9375,1669.07916666667,1744.26666666667,1638.2375,1639.57916666667,1466.97916666666,1502.69166666667,1442.8625,1740.59583333334,1478.47083333334,1703.36666666667,1663.5375
"89",1704.0576923077,1534.85,1565.6,1525.16923076923,1622.59807692308,1776.47115384616,1627.31346153846,1782.47692307693,1828.95576923077,1549.4076923077,1600.87307692308,1664.9326923077,1793.12307692308,1676.35576923077,1788.13461538462,1573.09615384616,1637.09615384616,1700.71346153846,1748.96923076923,1552.03653846154,1707.38461538462,1722.89807692307,1812.87692307692,1629.89038461538,1551.8326923077,1553.66346153846,1601.64230769231,1680.4326923077,1656.77692307692,1540.16346153846,1665.63653846154,1586.91538461538,1599.20192307693,1700.08076923077,1808.48653846154,1754.18461538461,1526.35576923077,1747.34615384616,1792.825,1780.44807692307,1720.8423076923,1649.39615384615,1534.70192307693,1692.48653846154,1807.58461538462,1813.67980769231,1734.42115384615,1806.59038461539,1743.5576923077,1704.32884615385,1819.8326923077,1845.9173076923,1685.23076923077,1767.1,1720.96153846154,1587.14615384615,1763.8423076923,1839.02596153847,1740.8076923077,1734.3423076923,1561.75288461539,1603.625,1521.46153846154,1835.38269230769,1556.42884615384,1798.13461538462,1740.73269230769
"91",337.7,476.7,454.733333333333,512.9,394.166666666667,252.5,383.8,265.8,214.733333333333,478.1,411.2,392.5,225.1,340.733333333333,246.833333333333,437.333333333333,380.7,330.7,255.9,509.1,317.266666666667,292.3,236.166666666667,414.9,489.266666666667,486.166666666667,445.8,351.3,376.133333333333,516.633333333333,361.1,431.2,412.3,325.9,197.7,285.133333333333,495.3,280,219.7,223.3,286.966666666667,393.433333333333,487.5,336.2,192.4,228.966666666667,269,209.566666666667,285.333333333333,319.8,216.133333333333,160,351.8,264.633333333333,298.8,428.466666666667,265.066666666667,230.033333333333,308.2,294.466666666667,460.066666666667,459.4,501.7,187.533333333333,460.3,222.633333333333,315.6
"92",294.766666666667,440.366666666667,418.433333333333,476.566666666667,351.266666666667,209.566666666667,347.466666666667,229.466666666667,171.833333333333,441.766666666667,374.933333333333,356.166666666667,188.766666666667,304.433333333333,206.266666666667,401.033333333333,344.366666666667,294.366666666667,219.6,472.833333333333,274.366666666667,249.366666666667,195.633333333333,378.566666666667,465.133333333333,443.266666666667,409.5,308.366666666667,333.233333333333,473.7,324.766666666667,394.866666666667,375.933333333333,289.333333333333,161.366666666667,242.266666666667,458.933333333333,237.066666666667,176.766666666667,186.966666666667,250.633333333333,357.133333333333,451.166666666667,299.866666666667,156.066666666667,186.033333333333,232.733333333333,167.7,249.033333333333,276.866666666667,180.166666666667,123.733333333333,315.5,228.333333333333,262.5,385.566666666667,228.733333333333,193.733333333333,271.866666666667,258.133333333333,423.733333333333,423.133333333333,458.766666666667,151.233333333333,425.6,186.333333333333,272.666666666667
"99",358.85,507.65,479.05,537.15,415.35,273.65,408.05,294.45,234.85,502.4,435.55,416.8,250.15,365.05,267.15,461.65,404.95,355,280.25,533.45,338.45,313.45,256.55,439.15,519.2,507.35,470.1,372.45,397.35,537.85,390.75,455.45,436.55,351.1,226.35,306.35,519.55,301.15,240.9,251.95,318.775,422.1,511.8,365.75,218.65,249.05,293.35,231.15,309.65,340.95,236.45,188.7,380.45,285.6,323.15,449.65,293.7,258.7,336.85,318.75,484.35,486.35,522.85,216.2,488.3,251.3,336.75
"101",121.225,307.675,300.425,335.975,202.825,89.6,238.275,227.75,94.125,331.275,244.525,286.075,130.45,204.225,54.5,300.025,241.675,224.275,163.05,371.775,129.275,110.325,48.5,277.575,370.275,284.25,308.475,163.325,184.775,319.95,193.375,277.275,274.925,150.675,174.85,70.225,354.125,96.075,106.45,156.1,195.575,317.075,350.175,169.775,148.65,71.35,164.75,118.25,159.2,133.775,64,184.95,285.325,124.6,153.7,237.075,198.3,204.5,251.125,169.175,322.725,322.1,310.375,198.5,285.425,184.6,100.5
"109",153.6,340,332.7,368.3,235.1,147.9,270.6,285.6,152.4,363.6,276.8,342.25,188.3,260.35,112.8,356.15,297.85,280.45,220.9,429.6,185.45,166.45,106.8,333.75,459.1,301.1,364.65,190,210,336.8,249.55,309.6,331.05,206.85,232.7,126.85,386.4,152.65,164.7,213.9,251.7,373.25,408,225.95,206.5,129.6,222.6,176.1,217,189.95,122.3,242.8,341.5,182.4,209.85,269.4,256.1,262.3,307.3,225.35,378.85,378.25,331.1,256.3,317.8,242.4,155.6
"111",85.7,244.7,237.5,273,139.9,153.5,175.4,261.8,173.3,268.3,181.6,286.3,210.1,219.9,123.8,288.9,230.5,238.5,220.9,334.4,114.7,124.6,127.6,266.4,363.9,205.9,297.3,94.8,114.7,241.5,155.9,214.3,263.8,164.9,242,119.7,291.2,139.8,184.1,214,209.85,306,312.7,169.4,225.8,150.5,191.6,195.4,182.2,132.3,143.1,279.5,299.55,181.8,168,174.1,232,272.6,265.35,183.4,311.6,311,235.8,268.9,222.5,251.5,90.8
"121",816.1,858.733333333333,886.166666666667,877.033333333333,854.666666666667,896.916666666667,890.15,992.233333333333,920.05,891.833333333333,888.766666666667,1001.06666666667,944.45,934.75,870.583333333333,932.816666666667,945.316666666667,970.533333333333,936.483333333333,943.95,845.05,858.966666666667,874.45,960.316666666667,973.466666666667,817.166666666667,974.783333333333,825.183333333333,845.15,810.733333333333,886.35,882.85,928.983333333333,895.333333333333,976.4,863.05,901.683333333333,876.283333333333,932.966666666667,948.366666666667,940.233333333333,1021.85,922.333333333333,899.85,975.483333333333,897.283333333333,921.95,944.35,912.583333333333,862.733333333333,889.933333333333,1013.85,1029.99166666666,916.166666666667,898.35,853.9,962.366666666667,1006.95,995.783333333333,913.816666666667,934.883333333333,983.35,831.983333333333,1003.28333333333,849.783333333333,985.866666666667,834.183333333333
"122",1058.32857142857,1100.92857142857,1128.35714285714,1119.22857142857,1096.85714285714,1139.12857142857,1132.34285714286,1234.42857142857,1162.25714285714,1134.02857142857,1130.95714285714,1243.28571428571,1186.62857142857,1176.94285714286,1112.81428571429,1175.02857142857,1187.52857142857,1212.72857142857,1178.7,1186.12857142857,1087.22857142857,1101.18571428571,1116.62857142857,1202.52857142857,1215.68571428571,1059.35714285714,1216.98571428571,1067.4,1087.32857142857,1052.92857142857,1128.52857142857,1125.02857142857,1171.2,1137.52857142857,1218.62857142857,1105.22857142857,1143.9,1118.5,1175.18571428571,1190.58571428571,1182.44285714286,1264.04285714286,1164.52857142857,1142.04285714286,1217.72857142857,1139.48571428571,1164.12857142857,1186.52857142857,1154.8,1104.92857142857,1132.12857142857,1256.04285714286,1272.17857142857,1158.35714285714,1140.54285714286,1096.12857142857,1204.58571428571,1249.14285714286,1237.97857142857,1156.02857142857,1177.1,1225.54285714286,1074.22857142857,1245.51428571429,1092.01428571429,1228.08571428571,1076.41428571429
"123",911.771428571428,954.371428571429,981.785714285714,972.671428571429,950.285714285714,992.571428571429,985.771428571428,1087.87142857143,1015.68571428571,987.471428571429,984.385714285714,1096.68571428571,1040.07142857143,1030.37142857143,966.242857142857,1028.45714285714,1040.95714285714,1066.17142857143,1032.14285714286,1039.57142857143,940.671428571429,954.585714285714,970.071428571429,1055.95714285714,1069.08571428571,912.771428571428,1070.38571428571,920.785714285714,940.771428571428,906.371428571429,981.971428571429,978.471428571429,1024.6,990.971428571429,1072.05714285714,958.671428571429,997.328571428571,971.928571428571,1028.58571428571,1044,1035.83571428571,1117.47142857143,1017.97142857143,995.471428571429,1071.15714285714,992.9,1017.57142857143,1039.97142857143,1008.22857142857,958.371428571429,985.571428571429,1109.47142857143,1125.62142857143,1011.78571428571,993.971428571429,949.557142857143,1058,1102.58571428571,1091.42142857143,1009.45714285714,1030.5,1078.98571428571,927.657142857143,1098.95714285714,945.442857142857,1081.48571428571,929.842857142857
"124",978.1,1020.7,1048.15,1039,1016.675,1058.9,1052.125,1154.2,1082.05,1053.8,1050.775,1163.075,1106.45,1096.725,1032.6,1094.8,1107.3,1132.5,1098.5,1105.95,1007.05,1021,1036.425,1122.3,1135.5,979.15,1136.8,987.2,1007.125,972.7,1048.325,1044.825,1091,1057.3,1138.4,1025.05,1063.7,1038.3,1095,1110.4,1102.25,1183.85,1084.3,1061.85,1137.5,1059.3,1083.95,1106.325,1074.6,1024.7,1051.9,1175.85,1191.9625,1078.15,1060.35,1015.9,1124.4,1168.95,1157.75,1075.8,1096.9,1145.35,994,1165.3,1011.8,1147.9,996.2
"129",970.380232558139,991.175581395349,1018.6011627907,1009.47790697674,987.861627906977,1051.87558139535,1023.34069767442,1139.36395348837,1083.68488372093,1024.26860465116,1021.19651162791,1132.61744186047,1093.91860465116,1067.94534883721,1032.36627906977,1064.53139534884,1076.96395348837,1103.73604651163,1083.63604651163,1073.86279069767,988.825581395349,1008.43372093023,1033.08255813953,1094.09651162791,1098.50348837209,949.588372093023,1105.24534883721,962.48488372093,982.436046511628,943.175581395349,1023.64069767442,1015.27790697675,1061.43372093023,1036.28023255814,1125.88255813953,1018.16511627907,1031.95232558139,1027.7476744186,1082.43604651163,1097.84767441861,1087.36860465117,1152.31395348837,1051.19651162791,1037.14651162791,1124.98488372093,1062.98372093023,1069.08372093023,1093.81046511628,1059.72906976744,1006.4988372093,1048.57558139535,1163.32325581396,1174.35348837209,1065.63604651163,1045.49186046512,986.345348837209,1109.51279069767,1156.42906976744,1142.91744186047,1060.96162790698,1065.35697674418,1114.46162790698,964.45,1152.78255813954,982.233720930232,1135.33837209302,989.924418604651
"131",684.584615384615,678.839743589744,706.270512820513,697.134615384615,682.038461538462,772.584615384615,717.517948717949,845.887179487179,827.520512820513,711.929487179487,708.86282051282,819.748717948718,803.017948717949,762.117948717949,769.164102564103,752.916666666667,762.85,797.905128205128,790.164102564103,764.047435897436,695.817948717949,717.538461538462,760.564102564103,780.416666666667,787.53717948718,637.257692307692,794.870512820513,658.54358974359,678.512820512821,630.839743589744,719.707692307692,702.939743589744,749.091025641026,738.489743589744,834.971794871795,735.215384615385,721.791025641026,741.971794871795,791.538461538462,806.938461538462,793.891025641026,841.95,742.429487179487,733.215384615385,834.076923076923,813.485897435897,775.617948717949,802.905128205128,766.25641025641,713.482051282051,776.048717948718,872.415384615385,877.188461538462,774.733333333333,752.020512820513,674.003846153846,816.04358974359,865.520512820513,849.44358974359,767.482051282051,754.985897435897,803.455128205128,652.108974358974,861.874358974359,669.896153846154,844.430769230769,708.964102564103
"132",679.1,707.333333333333,734.783333333333,725.633333333333,703.283333333333,759.9,738.733333333333,849.583333333333,783.033333333333,740.416666666667,737.366666666667,849.683333333333,805.816666666667,783.35,733.583333333333,781.416666666667,793.916666666667,819.133333333333,793.866666666667,792.55,701.45,720.366666666667,737.416666666667,808.916666666667,822.083333333333,665.75,823.4,675.8,695.716666666667,659.333333333333,736.916666666667,731.416666666667,777.6,749.183333333333,837.783333333333,726.016666666667,750.3,738.866666666667,794.366666666667,809.783333333333,797.616666666667,870.433333333333,770.916666666667,750.433333333333,836.9,760.283333333333,779.316666666667,805.7,769.966666666667,719.116666666667,752.9,875.233333333333,887.341666666666,777.566666666667,755.716666666667,702.5,819.766666666667,868.333333333333,853.133333333333,771.183333333333,783.5,831.95,680.616666666667,864.7,698.4,847.266666666667,697.183333333333
"139",737.638596491228,740.460526315789,767.88947368421,758.760526315789,738.704385964912,824.570175438596,774.185087719298,900.720175438597,871.603947368421,773.548245614035,770.488596491228,881.130701754386,857.468421052632,818.784210526316,813.520614035088,814.536842105263,825.541228070175,854.576315789474,845.00701754386,825.668421052632,750.909649122807,771.988596491228,815.548245614036,842.036842105263,852.013157894737,698.880263157895,856.499122807017,714.940350877193,734.900877192982,692.460526315789,776.101754385965,764.560526315789,810.710087719298,794.257894736842,889.425438596491,788.159649122807,783.411842105263,795.835087719298,845.988596491228,861.39649122807,848.735964912281,903.567543859649,804.048245614035,789.607894736842,888.526315789474,846.393859649123,830.454385964912,857.359649122807,821.096929824562,768.579824561404,831.037719298246,926.868421052632,936.122368421053,829.187719298246,806.867105263158,735.628070175439,870.885087719298,919.982017543859,904.28552631579,822.326315789474,816.610964912281,865.07850877193,713.729824561403,916.328070175439,731.520175438597,898.886842105263,762.45701754386
"151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"160",2269.45227272727,2088.36931818182,2096.80795454545,2061.97159090909,2188.01022727272,2334.75227272727,2176.7875,2304.82840909091,2379.50568181818,2073.05795454545,2150.34659090909,2188.6125,2316.78522727273,2200.02613636364,2353.53068181818,2096.75227272727,2160.75227272727,2224.36931818182,2272.63522727272,2067.0875,2272.7875,2288.31022727273,2378.27840909091,2153.55227272728,2066.91022727273,2141.25227272727,2125.3125,2245.82840909091,2222.17386363637,2134.47159090909,2218.31477272727,2128.07386363636,2122.86022727272,2240.54431818182,2332.14431818182,2319.58977272727,2050.02840909091,2312.74431818182,2342.81022727273,2304.11704545454,2244.51477272728,2173.70340909091,2058.36022727272,2229.35795454545,2331.24431818182,2375.35,2258.08977272727,2362.4375,2267.22159090909,2263.85,2385.2375,2369.58977272727,2209.90113636364,2302.2125,2252.54431818182,2152.54431818182,2287.51477272728,2362.70113636363,2252.54431818182,2258.01477272728,2085.42613636364,2118.70340909091,2109.8625,2359.04431818182,2112.7375,2321.81022727273,2306.13522727272
