"FAFZone","AlbanyCounty","AlleganyCounty","BronxCounty","BroomeCounty","CattaraugusCounty","CayugaCounty","ChautauquaCounty","ChemungCounty","ChenangoCounty","ClintonCounty","ColumbiaCounty","CortlandCounty","DelawareCounty","DutchessCounty","ErieCounty","EssexCounty","FranklinCounty","FultonCounty","GeneseeCounty","GreeneCounty","HamiltonCounty","HerkimerCounty","JeffersonCounty","KingsCounty","LewisCounty","LivingstonCounty","MadisonCounty","MonroeCounty","MontgomeryCounty","NassauCounty","NewYorkCounty","NiagaraCounty","OneidaCounty","OnondagaCounty","OntarioCounty","OrangeCounty","OrleansCounty","OswegoCounty","OtsegoCounty","PutnamCounty","QueensCounty","RensselaerCounty","RichmondCounty","RocklandCounty","StLawrenceCounty","SaratogaCounty","SchenectadyCounty","SchoharieCounty","SchuylerCounty","SenecaCounty","SteubenCounty","SuffolkCounty","SullivanCounty","TiogaCounty","TompkinsCounty","UlsterCounty","WarrenCounty","WashingtonCounty","WayneCounty","WestchesterCounty","WyomingCounty","YatesCounty"
"63",2875.5,2630.6,2821.7,2770.4,2589.9,2725.2,2552.9,2710.5,2803.8,2968.8,2912.9,2765.8,2834.6,2868.5,2592.9,2922,2914.2,2851.1,2631.8,2900.6,2856.3,2810,2807.1,2815.45,2823.8,2652,2770.6,2663.6,2836.5,2836.75,2812.75,2617.4,2780.9,2740.1,2683,2828.6,2646.9,2748.7,2837.2,2873.3,2821.1,2892.4,2808.6,2829.5,2865,2871.4,2861.5,2859.2,2712.9,2708.9,2676.3,2864.4,2819.9,2752.8,2740.8,2854,2905.9,2914.6,2710.9,2840.1,2628.4,2698.1
"64",2941.63333333334,2696.80833333334,2925.35,2836.57916666666,2656.05,2791.33333333333,2619.06666666666,2776.675,2869.99166666666,3034.95,2982.34166666666,2831.9875,2900.79166666667,2952.09166666666,2659.07916666666,2988.13333333334,2980.38333333334,2917.275,2697.95,2956.425,2922.45,2876.10833333333,2873.29166666667,2928.58333333333,2889.95833333333,2718.15833333334,2836.80833333334,2729.775,2902.65833333334,2948.89166666667,2921.5,2683.525,2847.04166666667,2806.29166666667,2749.18333333334,2912.14166666667,2713.07916666666,2814.825,2903.38333333334,2956.83333333333,2935.69166666666,2958.59166666666,2923.49166666666,2928.10833333333,2931.13333333334,2937.54166666667,2927.68333333334,2925.375,2779.05,2775.09166666666,2742.45,2976.55,2903.49166666666,2818.90833333334,2806.94166666666,2937.49166666666,2972.05,2980.775,2777.10833333333,2938.75,2694.53333333334,2764.275
"65",2965.7,2720.85,2949.4,2860.6,2680.1,2815.4,2643.1,2800.7,2894.05,3059,3006.4,2856.025,2924.85,2976.15,2683.1,3012.15,3004.4,2941.3,2722,2980.5,2946.5,2900.15,2897.35,2936.425,2914,2742.2,2860.85,2753.8,2926.7,2957.75,2933.75,2707.55,2871.1,2830.35,2773.2,2936.2,2737.1,2838.85,2927.4,2980.9,2942.05,2982.65,2929.55,2952.15,2955.15,2961.6,2951.7,2949.4,2803.1,2799.15,2766.5,2985.4,2927.55,2842.95,2831,2961.55,2996.1,3004.8,2801.15,2962.8,2718.6,2788.3
"69",2903.65161290323,2658.83870967742,2886.0064516129,2798.60483870968,2618.05645161291,2753.35483870968,2581.08064516129,2738.68709677419,2832.02258064516,2996.96451612903,2944.10161290323,2794.02096774194,2862.82903225807,2913.4064516129,2621.10483870968,2950.14838709677,2942.41129032258,2879.30161290322,2659.96451612903,2918.62903225807,2884.46451612903,2838.14838709677,2835.32903225807,2885.29516129032,2851.97096774194,2680.17096774193,2798.83870967742,2691.80161290322,2864.67096774193,2905.85322580645,2879.20161290322,2645.54516129032,2809.05483870968,2768.31935483871,2711.22580645161,2873.45,2675.10483870968,2776.84838709677,2865.41129032258,2918.14193548387,2892.09677419355,2920.62903225807,2879.81935483871,2888.93548387097,2893.14838709677,2899.55483870968,2889.72580645161,2887.38064516129,2741.05645161291,2737.11935483871,2704.46451612903,2933.47903225806,2864.81612903226,2780.93548387097,2768.94838709678,2898.82903225807,2934.05645161291,2942.80161290322,2739.13548387097,2899.55967741936,2656.54838709677,2726.30161290322
"81",1822.85416666666,1578.02083333334,1800.8,1717.79166666667,1537.25833333333,1672.55833333333,1500.29166666667,1657.89166666667,1751.2125,1916.15833333333,1863.49166666667,1713.2125,1782.0125,1830.87916666667,1540.29166666667,1869.3375,1861.60416666666,1798.50416666667,1579.15833333333,1839.47083333334,1803.65833333333,1757.32916666667,1754.5125,1800.31666666667,1771.18333333333,1599.375,1718.02083333334,1611.00416666667,1783.875,1820.87083333333,1794.325,1564.72916666666,1728.25833333333,1687.50416666667,1630.40416666666,1790.94166666667,1594.29166666667,1696.02916666666,1784.60416666666,1835.63333333333,1807.0625,1839.8125,1794.62083333333,1804.37083333333,1812.3375,1818.75833333333,1808.90416666666,1806.58333333333,1660.25833333333,1656.3125,1623.65833333333,1848.525,1782.27916666666,1700.12083333333,1688.15833333333,1816.2875,1853.25833333333,1862.00416666667,1658.32083333334,1815.025,1575.75416666667,1645.50416666667
"89",1923.79423076923,1678.9673076923,1888.21538461539,1818.73076923077,1638.2076923077,1773.50576923077,1601.225,1758.82596153846,1852.13846153846,2017.10576923077,1962.69038461539,1814.13942307692,1882.95288461539,1925.64230769231,1641.23076923077,1970.2923076923,1962.52884615384,1899.42884615384,1680.10576923077,1943.09519230769,1904.60576923077,1858.275,1855.45288461539,1883.01826923077,1872.11730769231,1700.31346153846,1818.9673076923,1711.92884615384,1884.81346153846,1903.92596153846,1878.55961538461,1665.68076923077,1829.2,1788.4423076923,1731.33846153846,1885.71346153846,1695.23076923077,1796.98076923077,1885.52884615384,1930.4076923077,1889.2451923077,1940.75288461539,1875.56153846154,1893.56538461539,1913.28846153846,1919.7,1909.83846153846,1907.52403846153,1761.2076923077,1757.23846153846,1724.60576923077,1931.58269230769,1877.0576923077,1801.06923076923,1789.10576923077,1911.07115384616,1954.2076923077,1962.92884615384,1759.26730769231,1904.2076923077,1676.69038461539,1746.42884615384
"91",123.333333333333,380.2,109.533333333333,239,426.7,290.633333333334,457.466666666666,293.6,239.033333333334,280.633333333334,96.4666666666667,267.1,176.466666666667,92,404.533333333334,233.833333333333,291.433333333334,170.1,369.333333333333,118.733333333333,217.233333333333,204.333333333333,305.933333333334,131.233333333333,263,364.933333333334,229.3,344.6,163.933333333334,130.133333333333,119.633333333333,415.233333333333,222.233333333333,263.8,326.7,125.966666666667,382.1,275.533333333334,214.5,84.4,118.033333333333,118.433333333334,140.433333333333,115.566666666667,315.1,147.633333333333,136.833333333333,168.033333333334,301.8,312,336,157.733333333333,148.166666666667,263.2,280.733333333333,115.166666666667,179.733333333333,162.1,316.4,102.766666666667,382.866666666666,323.233333333333
"92",119.8,343.833333333333,69.7666666666667,201.633333333333,390.366666666667,270.566666666667,432.933333333333,257.233333333333,222.433333333333,278.766666666667,87.8666666666667,237.633333333333,161.366666666667,62.0666666666667,388.433333333333,231.966666666667,289.533333333333,166.6,356.2,103.366666666667,213.766666666667,200.9,306.666666666667,91.4666666666667,259.5,339.366666666667,219.1,333.466666666666,160.4,90.3666666666667,79.7833333333334,402.633333333333,218.766666666667,254.6,308.033333333333,89.6333333333333,370.966666666666,274.5,199.133333333333,48.0666666666667,78.2666666666667,119.366666666667,100.666666666667,72.6333333333333,313.2,145.733333333333,133.333333333333,138.566666666667,265.5,282.833333333333,299.7,118.033333333333,111.833333333333,226.866666666667,251.266666666667,100.1,177.866666666667,163.066666666667,304.316666666666,59.8666666666667,359.966666666667,297.566666666667
"99",147.9,409.45,129.85,264.85,456.05,315.25,487.6,322.85,263.65,305.3,126.15,293.2,208.35,125.45,429.15,258.45,316.05,194.7,394,150.45,241.9,229,330.5,151.55,287.6,396.3,253.9,369.2,188.5,150.45,139.95,439.85,246.85,288.4,351.3,158.25,406.7,300.15,239.1,113.05,138.35,143,160.75,135.65,339.7,172.25,161.4,192.65,325.35,336.6,365.3,178.15,176.8,292.45,306.85,147,204.4,186.7,341,122.95,411.45,354.5
"101",292.1,312.575,158.45,232,340.475,304.4,352.325,259.8,265.4,454.25,277.45,268,264.05,234.7,394.5,407.45,465.05,338.9,368.15,265.15,386.05,341.95,374.3,149.35,386.2,339.3,315.3,377.3,332.7,174.5,149.5,415.7,345.45,302.3,336.8,204.95,387.65,338.45,298.8,222.75,158.8,301.8,135.4,172.9,432.15,321.2,305.6,300.35,279.45,312.15,302.25,201.7,216.9,257.2,281.6,235.7,353.35,352.7,346.2,174.35,362.65,308.9
"109",349.9,368.7,214.7,289.8,396.65,362.2,408.45,317.6,323.2,512.1,335.3,325.8,321.9,292.5,452.3,465.3,522.9,396.7,426,323,443.9,399.8,432.1,205.6,444,397.1,373.1,435.1,390.5,230.7,205.75,473.6,403.3,360.1,394.6,262.8,445.5,396.3,356.6,281,215.1,359.6,191.6,229.1,490,379,363.5,358.2,337.3,370,360.1,258.4,274.7,315,339.5,293.6,411.2,410.5,404.05,230.6,420.5,366.7
"111",370.8,326.85,238.8,300.1,329.3,372.5,341.2,293.9,333.5,532.9,356.1,336.1,331.2,313.4,377.9,486.1,549.5,431.4,374.55,343.8,471.9,410,442.4,229.6,454.3,345.75,383.4,374.65,418.2,254.8,229.75,402.3,413.5,370.4,360.85,287.5,394.05,406.5,366.9,301.9,239.1,380.5,215.7,253.2,500.2,399.9,384.3,397.6,306.85,339.05,308.65,282.4,294.1,325.3,349.7,312.9,432,431.4,365.85,254.6,369.05,330.55
"121",1117.58333333333,1072.88333333333,985.55,1034.46666666667,1059.85,1106.86666666667,1022.85,1024.28333333333,1067.86666666667,1279.75,1102.95,1070.46666666667,1065.63333333333,1076.36666666667,1062.86666666667,1232.91666666667,1283.86666666667,1165.76666666667,1101.75,1090.61666666667,1206.35,1144.45,1176.78333333333,976.416666666667,1188.66666666667,1076.11666666667,1117.78333333333,1133.56666666667,1152.58333333333,1001.58333333333,976.591666666666,1087.28333333333,1147.93333333333,1104.78333333333,1091.23333333333,1036.45,1116.86666666667,1140.93333333333,1101.26666666667,1048.68333333333,985.883333333333,1127.28333333333,962.483333333333,999.983333333333,1234.61666666667,1146.68333333333,1155.28333333333,1131.96666666667,1037.3,1069.46666666667,1039.08333333333,1029.24166666666,1042.98333333333,1027.58333333333,1047.43333333333,1061.78333333333,1178.85,1178.16666666667,1096.23333333333,1001.45,1098.33333333333,1060.91666666667
"122",1359.8,1315.1,1227.72857142857,1276.68571428571,1302.02857142857,1349.08571428571,1265.04285714286,1266.51428571429,1310.08571428571,1521.92857142857,1345.12857142857,1312.7,1307.82857142857,1318.58571428571,1305.08571428571,1475.12857142857,1526.08571428571,1407.95714285714,1343.92857142857,1332.82857142857,1448.52857142857,1386.62857142857,1419,1218.62857142857,1430.85714285714,1318.32142857142,1360.01428571429,1375.78571428571,1394.8,1243.8,1218.77857142857,1329.51428571429,1390.12857142857,1346.98571428571,1333.44285714286,1278.62857142857,1359.08571428571,1383.12857142857,1343.45714285714,1290.9,1228.11428571429,1369.5,1204.7,1242.2,1476.82857142857,1388.91428571429,1397.48571428571,1374.2,1279.47857142857,1311.67857142857,1281.27857142857,1271.42857142857,1285.2,1269.81428571429,1289.62857142857,1304.01428571429,1421.02857142857,1420.35714285714,1338.46428571429,1243.62857142857,1340.52857142857,1303.13571428571
"123",1213.22857142857,1168.55714285714,1081.17142857143,1130.08571428571,1155.47142857143,1202.48571428571,1118.48571428571,1119.95714285714,1163.5,1375.37142857143,1198.57142857143,1166.1,1161.27142857143,1172,1158.48571428571,1328.55714285714,1379.48571428571,1261.38571428571,1197.37142857143,1186.27142857143,1301.97142857143,1240.07142857143,1272.42857142857,1072.07142857143,1284.28571428571,1171.73571428571,1213.45714285714,1229.18571428571,1248.2,1097.21428571428,1072.22142857143,1182.95714285714,1243.57142857143,1200.38571428571,1186.83571428571,1132.07142857143,1212.48571428571,1236.57142857143,1196.88571428571,1144.32857142857,1081.53571428572,1222.92857142857,1058.1,1095.64285714286,1330.27142857143,1242.34285714286,1250.88571428571,1227.6,1132.92142857143,1165.11428571428,1134.72142857143,1124.87142857143,1138.6,1123.22857142857,1143.07142857143,1157.45714285714,1274.47142857143,1273.78571428571,1191.9,1097.07142857143,1193.95714285714,1156.53571428571
"124",1279.6,1234.9,1147.55,1196.5,1221.825,1268.9,1184.85,1186.3,1229.9,1441.725,1264.925,1232.5,1227.6,1238.4,1224.9,1394.9,1445.9,1327.775,1263.725,1252.6,1368.325,1306.45,1338.8,1138.4,1350.65,1238.1125,1279.8,1295.575,1314.6,1163.6,1138.55,1249.3,1309.9,1266.8,1253.25,1198.425,1278.9,1302.9,1263.275,1210.7,1147.9,1289.3,1124.5,1162,1396.6,1308.7,1317.3,1294,1199.275,1231.45,1201.05,1191.2125,1205,1189.6,1209.4,1223.8,1340.825,1340.15,1258.25,1163.425,1260.3,1222.95
"129",1272.03372093023,1204.37790697674,1148.56976744186,1183.93837209302,1184.88023255814,1256.33604651163,1147.89418604651,1171.43837209302,1217.35,1434.17790697674,1257.37790697674,1219.95465116279,1215.10581395349,1225.85,1187.90581395349,1387.36162790698,1433.33604651163,1315.23372093023,1226.77790697675,1245.06395348837,1355.81046511628,1293.91860465116,1326.26395348837,1140.11162790698,1338.13604651163,1219.63720930233,1267.27325581395,1258.5988372093,1302.05697674419,1164.38139534884,1139.61046511628,1212.35,1297.40348837209,1254.2523255814,1235.77441860465,1185.91279069768,1241.90581395349,1290.40348837209,1250.73372093023,1206.38488372093,1148.69069767442,1281.73139534884,1127.92674418604,1161.04534883721,1384.09186046511,1301.14069767442,1304.7523255814,1281.45465116279,1184.42558139535,1217.56511627907,1186.22558139534,1192.02906976744,1192.46860465116,1174.73604651163,1194.57093023256,1211.27325581395,1333.28023255814,1332.60348837209,1243.45930232558,1164.83604651163,1223.36395348837,1208.0523255814
"131",993.958974358974,895.955128205128,891.715384615385,893.038461538462,873.914102564103,965.433333333333,836.929487179487,877.964102564103,926.438461538462,1156.11025641026,979.31282051282,929.04358974359,924.194871794872,934.938461538462,876.939743589744,1109.28717948718,1142.4358974359,1024.33076923077,915.814102564103,966.982051282051,1064.91025641026,1003.01794871795,1035.35128205128,885.434615384615,1047.23333333333,924.726923076923,976.366666666667,947.642307692308,1011.13846153846,906.75641025641,882.760256410256,901.383333333333,1006.49230769231,963.34358974359,945.106410256411,895.012820512821,930.939743589744,999.489743589744,959.833333333333,935.053846153846,891.066666666667,1003.65641025641,878.553846153846,899.464102564103,1093.18461538462,1023.0641025641,1013.84358974359,990.54358974359,890.958974358975,923.133333333333,892.760256410256,934.407692307692,901.553846153846,881.266666666667,901.1,920.366666666667,1055.20769230769,1054.5358974359,954.25,910.107692307692,912.389743589743,914.584615384616
"132",981.95,921.5,848.516666666667,895.866666666667,908.416666666667,968.266666666667,871.45,881.666666666667,929.283333333333,1144.06666666667,967.283333333333,931.883333333333,927,937.783333333333,911.483333333333,1097.26666666667,1145.26666666667,1027.13333333333,950.333333333333,954.966666666667,1067.71666666667,1005.81666666667,1038.18333333333,839.4,1050.05,933.5,979.183333333333,982.183333333333,1013.98333333333,864.583333333333,839.558333333334,935.916666666667,1009.3,966.183333333333,948.616666666667,897.816666666667,965.483333333333,1002.3,962.65,914.716666666667,848.883333333333,991.65,825.483333333333,868.2,1096,1011.05,1016.68333333333,993.383333333333,894.641666666667,926.833333333333,896.441666666666,892.216666666667,904.383333333333,884.966666666667,904.783333333333,923.183333333333,1043.18333333333,1042.53333333333,953.616666666667,871.166666666667,946.916666666667,918.3
"139",1046.69122807018,955.264035087719,936.680701754386,947.487719298246,938.383333333333,1019.88771929825,901.402192982456,932.805263157895,980.897368421053,1208.84298245614,1032.04210526316,983.499122807017,978.648245614035,989.397368421053,941.409649122807,1162.01666666667,1196.88771929825,1078.78684210526,980.280701754386,1019.7201754386,1119.35877192982,1057.46842105263,1089.80877192982,929.652192982456,1101.68771929825,983.434649122807,1030.81798245614,1012.10964912281,1065.59736842105,952.699999999999,927.725438596491,965.851754385965,1060.94912280702,1017.80087719298,1000.64210526316,949.460526315789,995.41052631579,1053.94912280702,1014.28771929825,986.361842105263,937.008771929824,1056.39122807018,919.764473684211,948.742543859649,1147.63421052632,1075.80043859649,1068.30087719298,1044.99649122807,945.796052631579,977.972807017543,947.596929824561,980.349122807018,956.008333333333,936.104824561404,955.936842105263,974.819736842105,1107.94298245614,1107.26929824561,1006.31622807017,956.947368421053,976.86052631579,969.424561403509
"151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"160",2438.85795454545,2194.03068181818,2422.58977272727,2333.81022727273,2153.27613636364,2288.5625,2116.30340909091,2273.89886363637,2367.21931818182,2532.17159090909,2479.57159090909,2329.21590909091,2398.02613636364,2449.31477272727,2156.30795454545,2485.35,2477.61022727272,2414.51022727272,2195.17386363637,2453.64090909091,2419.67159090909,2373.34659090909,2370.52613636364,2425.8,2387.1875,2215.3875,2334.03068181818,2227.01022727272,2399.88977272728,2446.12840909091,2418.725,2180.74431818182,2344.2625,2303.51477272728,2246.41704545455,2409.37159090909,2210.31022727273,2312.04431818182,2400.61022727272,2454.0625,2432.9375,2455.82613636363,2420.72159090909,2425.32840909091,2428.35,2434.7625,2424.91704545455,2422.60113636363,2276.27840909091,2272.31477272727,2239.67386363637,2473.77840909091,2400.72159090909,2316.13522727272,2304.15568181818,2434.7375,2469.27840909091,2478.01022727272,2274.32840909091,2435.97159090909,2191.75227272727,2261.51022727272
"171",860.630769230769,615.815384615385,844.346153846154,755.607692307692,575.030769230769,710.330769230769,538.069230769231,695.661538461538,789.007692307692,953.930769230769,901.330769230769,751.007692307692,819.815384615385,871.107692307692,578.107692307692,907.123076923077,899.4,836.307692307692,616.930769230769,874.980769230769,841.430769230769,795.123076923077,792.315384615385,847.576923076923,808.930769230769,637.138461538461,755.815384615385,648.807692307692,821.638461538461,867.907692307692,840.480769230769,602.515384615385,766.030769230769,725.307692307692,668.207692307692,831.130769230769,632.107692307692,733.815384615385,822.4,875.830769230769,854.715384615385,877.607692307692,842.515384615385,847.115384615385,850.123076923077,856.530769230769,846.707692307692,844.376923076923,698.030769230769,694.107692307692,661.430769230769,895.530769230769,822.515384615385,737.915384615385,725.930769230769,856.515384615385,891.030769230769,899.807692307692,696.115384615385,857.730769230769,613.530769230769,683.307692307692
