"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"JeffersonParish",44,1246,1559,13105,10393,10970,30942,8284,2908,9588,3865,11223,3177,16930,7169,31965,4419,20268,5989,5729
"JeffersonDavisParish",103,378,100,452,480,289,1227,167,53,304,332,182,184,387,905,1854,54,745,158,391
"LafayetteParish",88,15380,444,6971,9416,7469,16916,3436,2388,3219,3642,8912,3731,6313,8053,20353,2194,14102,3260,3090
"LafourcheParish",143,1668,213,2123,3130,916,3736,9446,305,710,781,822,2130,2109,3645,4187,434,2378,696,1082
"LaSalleParish",127,527,24,125,105,133,523,170,39,132,24,183,52,290,427,907,8,211,56,297
"LincolnParish",107,170,85,838,1492,418,2193,351,244,529,293,833,111,963,3791,3035,236,2110,403,502
"LivingstonParish",125,41,219,2283,2975,639,4332,298,265,658,404,676,91,966,3604,2074,334,2940,632,917
"MadisonParish",63,3,15,59,144,138,430,43,24,66,23,37,11,27,342,1036,22,248,30,195
"MorehouseParish",297,10,54,307,566,308,859,55,70,168,63,115,8,187,1002,1942,40,517,132,404
"NatchitochesParish",176,50,102,720,2564,194,1519,205,171,351,125,282,47,763,1926,2068,133,1259,207,669
"OrleansParish",78,2447,253,6681,4383,3531,13873,8190,3984,5918,2867,14921,3204,11535,23446,23102,6491,35993,5485,8951
"OuachitaParish",185,180,420,3529,5583,2440,9346,1398,1903,3879,1069,2903,1847,4000,6362,14808,807,6854,1772,2991
"PlaqueminesParish",77,1323,232,1125,1660,898,623,2129,25,117,602,460,14,795,969,410,94,846,270,960
"PointeCoupeeParish",165,131,86,190,484,221,798,273,39,189,23,128,17,107,669,796,18,361,86,364
"RapidesParish",702,197,609,3519,3964,2058,7022,928,571,1476,569,2282,712,3861,4656,14491,298,4814,1598,2433
"RedRiverParish",37,78,13,196,315,48,192,249,19,61,10,49,1,19,260,550,1,103,81,145
"RichlandParish",162,53,52,338,588,320,752,85,33,219,81,96,236,108,885,1859,49,341,69,341
"SabineParish",240,63,53,266,902,128,759,75,30,205,30,194,35,100,852,740,20,282,88,231
"StBernardParish",1,18,84,1066,1360,455,1626,652,58,171,142,271,89,221,1156,956,120,1163,181,660
"StCharlesParish",15,104,303,3945,4836,2617,1559,2770,190,273,199,1365,304,1214,2051,1662,107,1030,341,1544
"StHelenaParish",65,101,18,74,238,14,192,45,0,23,5,9,1,14,215,407,88,18,34,113
"StJamesParish",184,0,40,362,2606,300,663,1014,20,128,186,86,100,158,728,555,149,341,92,334
"StJohntheBaptistParish",40,532,75,1141,2282,713,1793,843,155,300,142,330,151,633,1010,1206,162,1074,205,381
"StLandryParish",87,394,190,1359,1375,884,3914,1027,182,820,227,696,46,360,2137,5679,913,1596,501,1225
"StMartinParish",81,1252,63,780,3037,935,1917,394,77,309,845,432,160,369,52,1475,248,1070,203,567
"StMaryParish",156,2054,182,1535,5296,850,2044,1859,219,523,1082,509,21,1451,1951,1468,1647,1623,597,910
"StTammanyParish",118,1783,328,4791,3762,4132,12056,4068,1152,2592,949,4473,1216,3619,6713,14009,1455,9587,2196,2358
"TangipahoaParish",141,107,250,1245,2432,1850,6213,1805,491,1442,403,1088,361,1128,5340,9256,350,4468,1561,1559
"TensasParish",163,4,7,64,44,89,82,33,6,21,12,10,20,83,172,60,12,20,14,108
"TerrebonneParish",178,4949,240,3414,7908,1748,6636,3674,326,1121,1814,2514,428,3265,2757,6494,382,5030,1455,1598
"UnionParish",175,22,74,314,1652,74,476,100,46,113,20,96,2,199,522,602,26,250,54,261
"VermilionParish",217,1654,114,949,892,606,1949,492,169,521,363,462,21,399,1724,1894,172,945,294,615
"VernonParish",158,36,90,691,563,195,1506,300,140,274,263,1501,53,648,1809,1185,23,1211,261,515
"WashingtonParish",181,42,142,794,984,186,1177,59,102,348,44,143,4,696,1596,2147,40,681,127,618
"WebsterParish",74,576,85,874,1763,498,1648,332,110,316,134,210,42,300,1009,2306,72,816,210,548
"WestBatonRougeParish",121,77,64,3201,2032,519,1133,1833,34,93,217,198,132,295,921,492,324,975,348,1235
"WestCarrollParish",212,6,28,133,117,100,302,36,31,67,6,37,1,31,427,620,10,157,54,72
"WestFelicianaParish",3,25,750,381,341,69,312,58,12,84,28,54,5,212,458,475,72,316,97,1425
"WinnParish",396,57,35,101,717,95,366,112,28,139,34,88,13,440,528,1184,50,205,251,201
