"FAFZone","AleutiansEastBorough","AleutiansWestCensusArea","AnchorageMunicipality","BethelCensusArea","BristolBayBorough","DenaliBorough","DillinghamCensusArea","FairbanksNorthStarBorough","HainesBorough","HoonahAngoonCensusArea","JuneauCityandBorough","KenaiPeninsulaBorough","KetchikanGatewayBorough","KodiakIslandBorough","LakeandPeninsulaBorough","MatanuskaSusitnaBorough","NomeCensusArea","NorthSlopeBorough","NorthwestArcticBorough","PetersburgCensusArea","PrinceofWalesHyderCensusArea","SitkaCityandBorough","SkagwayMunicipality","SoutheastFairbanksCensusArea","ValdezCordovaCensusArea","WadeHamptonCensusArea","WrangellCityandBorough","YakutatCityandBorough","YukonKoyukukCensusArea"
"64",,,1345.48333333333,,,1339.2625,,1223.79166666667,970.216666666666,1041.45416666667,1048.30833333334,1511.61666666666,998.183333333334,1743.3375,,1321.51666666667,,1955.71666666666,,1227.58333333333,1046.60833333333,1136.60833333333,1000.21666666666,1069.24583333333,1213.275,,1227.58333333333,,1434.35416666667
"65",,,1446.6,,,1440.35,,1324.85,1071.35,1142.55,1149.4,1612.75,1099.3,1844.45,,1422.65,,2056.85,,1328.7,1147.7,1237.7,1101.35,1170.35,1314.35,,1328.7,,1535.45
"69",,,1331.02419354839,,,1324.78870967742,,1209.31774193549,955.762903225806,1026.98548387096,1033.83064516129,1497.15967741935,983.714516129032,1728.88225806452,,1307.0629032258,,1941.26290322581,,1213.12419354838,1032.12741935484,1122.1435483871,985.762903225806,1054.78709677419,1198.80806451612,,1213.12419354838,,1419.88548387096
"81",,,1322.52916666666,,,1316.29583333333,,1200.82083333334,947.2625,1018.4875,1025.32916666667,1488.6625,975.220833333334,1720.37916666666,,1298.5625,,1932.7625,,1204.62083333334,1023.6375,1113.65,977.2625,1046.2875,1190.3125,,1204.62083333334,,1411.3875
"89",,,1438.35480769231,,,1432.12019230769,,1316.65480769231,1063.0875,1134.31634615384,1141.1625,1604.47788461538,1147.24903846154,1836.19903846154,,1414.39326923077,,2048.58653846154,,1376.65480769231,1195.65865384616,1229.46923076923,1093.0875,1162.1125,1306.1375,,1376.65480769231,,1527.21442307692
"91",,,2321.7,,,2315.5,,2200,1946.46666666667,2017.7,2024.53333333333,2487.83333333333,1974.4,2719.6,,2297.8,,2931.96666666667,,2203.8,2022.83333333333,2112.83333333333,1976.46666666667,2045.5,2189.5,,2203.8,,2410.6
"92",,,2285.4,,,2279.16666666667,,2163.73333333333,1910.13333333333,1981.36666666667,1988.23333333333,2451.53333333333,1938.13333333333,2683.23333333333,,2261.43333333333,,2895.63333333333,,2167.53333333333,1986.53333333333,2076.53333333333,1940.13333333333,2009.16666666667,2153.16666666667,,2167.53333333333,,2374.26666666667
"99",,,2346.05,,,2339.75,,2224.35,1970.75,2041.95,2048.85,2512.15,1998.75,2743.85,,2322.05,,2956.25,,2228.15,2047.15,2137.15,2000.75,2069.75,2213.85,,2228.15,,2434.85
"101",,,2184.275,,,2178.075,,2062.575,1809.025,1880.225,1887.1,2350.425,1836.975,2582.125,,2160.325,,2794.075,,2066.375,1885.4,1975.425,1839.025,1908.075,2052.075,,2066.375,,2273.175
"109",,,2216.6,,,2210.4,,2094.9,1841.3,1912.6,1919.4,2382.7,1869.3,2614.4,,2192.6,,2826.8,,2098.7,1917.7,2007.7,1871.3,1940.4,2084.4,,2098.7,,2305.5
"111",,,2121.4,,,2115.1,,1999.7,1746.1,1817.3,1824.2,2287.5,1774.1,2519.2,,2097.4,,2731.6,,2003.4,1822.5,1912.5,1776.1,1845.1,1989.1,,2003.4,,2210.2
"121",,,2462.25,,,2456.03333333333,,2340.55,2087,2158.2,2165.06666666667,2628.4,2114.95,2860.1,,2438.3,,3072.5,,2344.35,2163.36666666667,2253.38333333333,2117,2186.01666666667,2330.05,,2344.35,,2551.11666666667
"122",,,2687.95714285714,,,2681.72857142857,,2566.24285714286,2312.7,2383.92857142857,2390.77142857143,2854.08571428571,2340.65714285714,3085.8,,2664,,3298.2,,2570.02857142857,2389.07142857143,2479.08571428571,2342.7,2411.72857142857,2555.72857142857,,2570.02857142857,,2776.81428571429
"123",,,2530.38571428571,,,2524.17142857143,,2408.68571428571,2155.12857142857,2226.37142857143,2233.18571428571,2696.51428571429,2183.08571428571,2928.25714285714,,2506.41428571429,,3140.62857142857,,2412.48571428571,2231.5,2321.5,2185.12857142857,2254.17142857143,2398.18571428571,,2412.48571428571,,2619.27142857143
"124",,,2553.925,,,2547.7,,2432.225,2178.7,2249.9,2256.75,2720.1,2206.65,2951.8,,2530,,3164.2,,2436.05,2255.05,2345.1,2208.7,2277.7,2421.725,,2436.05,,2642.8
"129",,,2448.78255813954,,,2442.55697674418,,2327.08255813953,2073.52674418605,2144.74534883721,2151.58604651162,2614.91511627907,2112.14651162791,2846.63372093023,,2424.83139534884,,3059.02674418605,,2341.54186046511,2160.5523255814,2239.89651162791,2103.52674418605,2172.54534883721,2316.57325581395,,2341.54186046511,,2537.64534883721
"131",,,2123.4782051282,,,2117.24102564102,,2001.77307692307,1748.21025641025,1819.43205128205,1826.2782051282,2289.59871794871,1776.17820512821,2521.32179487179,,2099.51923076923,,2733.70769230769,,2005.57564102564,1824.5858974359,1914.58846153847,1778.21025641025,1847.23461538461,1991.26538461539,,2005.57564102564,,2212.33205128205
"132",,,2343.1,,,2336.86666666667,,2221.4,1967.86666666667,2039.06666666667,2045.91666666667,2509.26666666667,1995.81666666667,2740.96666666667,,2319.16666666667,,2953.36666666667,,2225.2,2044.21666666667,2134.25,1997.86666666667,2066.86666666667,2210.86666666667,,2225.2,,2431.96666666667
"139",,,2236.93070175439,,,2230.70526315789,,2115.23245614035,1861.67719298246,1932.89824561403,1939.74385964912,2403.0649122807,1889.63333333333,2634.79122807018,,2212.9802631579,,2847.17938596491,,2119.03684210526,1938.04736842105,2028.05350877193,1891.67719298246,1960.69956140351,2104.72631578947,,2119.03684210526,,2325.8
"151",,,,,,,,,,,,,,,,,,,,,,,29,,,,,,
"159",,,,,,,,,,,,,,,,,,,,,,,29,,,,,,
"160",,,876.894318181818,,,870.657954545454,,755.192045454545,501.639772727272,572.851136363636,579.703409090909,1043.02840909091,548.126136363637,1274.74431818182,,852.935227272728,,1487.1375,,777.521590909091,596.532954545454,668.015909090909,531.639772727273,600.655681818182,744.682954545455,,777.521590909091,,965.755681818182
"171",,,1409.48076923076,,,1403.26538461538,,1287.76538461538,1034.23461538462,1105.4576923077,1112.29615384615,1575.63461538461,1062.16538461538,1807.3423076923,,1385.53461538461,,2019.73461538462,,1291.58076923076,1110.59615384616,1200.62692307692,1064.23461538462,1133.25384615385,1277.26538461538,,1291.58076923076,,1498.35769230769
"172",,,1595.22222222222,,,1588.97777777777,,1473.52222222223,1219.97222222222,1291.17777777778,1298.04444444445,1761.34444444444,1404.15555555556,1993.07777777777,,1571.26111111111,,2205.46666666667,,1633.55555555556,1452.56666666666,1386.34444444444,1249.97222222222,1318.97777777777,1463.02222222223,,1633.55555555556,,1684.07777777777
"179",,,1535.025625,,,1528.8,,1413.326875,1159.77,1230.990625,1237.840625,1701.16375,1199.29625,1932.879375,,1511.073125,,2145.27,,1428.694375,1247.705625,1326.150625,1189.77,1258.789375,1402.815,,1428.694375,,1623.88875
"181",,,1476.18,,,1469.96,,1354.48,1100.9,1172.14,1178.98,1642.3,1128.88,1874.02,,1452.22,,2086.4,,1358.28,1177.3,1267.3,1130.9,1199.92,1343.98,,1358.28,,1565.02
"182",,,1620.66111111111,,,1614.44444444444,,1498.96666666667,1245.40555555556,1316.62222222222,1323.48333333333,1786.78888888889,1273.37222222222,2018.51111111111,,1596.69444444444,,2230.9,,1502.76111111111,1321.77222222222,1411.78333333333,1275.40555555556,1344.43333333333,1488.45555555556,,1502.76111111111,,1709.52777777778
"183",,,1587.725,,,1581.4875,,1466.025,1212.45,1283.6625,1290.525,1753.8375,1240.425,1985.55,,1563.7375,,2197.9375,,1469.825,1288.825,1378.8375,1242.45,1311.4625,1455.525,,1469.825,,1676.5625
"189",,,1630.05245901639,,,1623.8262295082,,1508.35573770492,1254.79180327869,1326.01639344262,1332.86557377049,1796.18196721311,1282.75409836066,2027.90327868852,,1606.0868852459,,2240.28524590164,,1512.15409836066,1331.16229508197,1421.17213114754,1284.79180327869,1353.8131147541,1497.84262295082,,1512.15409836066,,1718.91475409836
"190",,,1227.48636363637,,,1221.25555555556,,1105.78383838384,852.235858585859,923.45,930.293939393939,1393.62575757575,1062.9398989899,1625.34444444444,,1203.53585858585,,1837.73686868686,,1292.3398989899,1111.35202020202,1018.60606060606,882.235858585859,951.24898989899,1095.27373737374,,1292.3398989899,,1316.34898989899
"201",,,1382.56666666667,,,1376.34444444444,,1260.87777777778,1007.3,1078.52222222222,1085.37777777778,1548.7,1493.76666666667,1780.41111111111,,1358.6,,1992.8,,1723.15555555556,1542.17777777778,1173.67777777778,1037.3,1106.32222222222,1250.35555555556,,1723.15555555556,,1471.42222222222
"202",,,1823.11666666667,,,1816.86666666667,,1701.38333333333,1447.83333333333,1519.05,1525.93333333333,1989.23333333333,1475.81666666667,2220.93333333333,,1799.13333333333,,2433.33333333333,,1705.21666666667,1524.23333333333,1614.23333333333,1477.83333333333,1546.85,1690.88333333333,,1705.21666666667,,1911.95
"209",,,1597.24222222222,,,1591.00666666667,,1475.53444444444,1221.98111111111,1293.19777777778,1300.04888888889,1763.37,1363.85666666667,1995.08888888889,,1573.28111111111,,2207.48111111111,,1593.37111111111,1412.26666666667,1388.35555555556,1251.98111111111,1320.99777777778,1465.02666666667,,1593.37111111111,,1686.09666666667
"211",,,1740.2375,,,1734.0125,,1618.5375,1365.0125,1436.2125,1443.05,1906.3875,1392.9375,2138.1125,,1716.3,,2350.5,,1622.3375,1441.3625,1531.375,1395.0125,1464.0125,1608.0375,,1622.3375,,1829.1125
"212",,,1742.70909090909,,,1736.5,,1621.01818181818,1367.47272727273,1438.68181818182,1445.52727272727,1908.86363636364,1395.41818181818,2140.57272727273,,1718.77272727273,,2352.97272727273,,1624.80909090909,1443.82727272727,1533.83636363636,1397.47272727273,1466.48181818182,1610.5,,1624.80909090909,,1831.58181818182
"219",,,1818.91237623763,,,1812.68613861386,,1697.21237623762,1443.65148514851,1514.87920792079,1521.72475247525,1985.04059405941,1489.75,2216.76435643564,,1794.95742574257,,2429.15544554455,,1719.14900990099,1538.15544554455,1610.03366336634,1473.65148514851,1542.67722772277,1686.70396039604,,1719.14900990099,,1907.77821782178
"221",,,2280.16666666667,,,2273.95555555556,,2158.46666666667,1904.88888888889,1976.13333333334,1982.96666666666,2446.28888888889,2257.36666666667,2678.00555555556,,2256.18888888889,,2890.38888888889,,2486.77777777778,2305.77777777778,2071.26666666667,1934.88888888889,2003.94444444444,2147.96666666667,,2486.77777777778,,2369.04444444444
"222",,,2521.75,,,2515.55,,2400.05,2146.5,2217.75,2224.55,2687.9,2174.45,2919.65,,2497.8,,3132,,2403.85,2222.85,2312.9,2176.5,2245.55,2389.55,,2403.85,,2610.65
"223",,,2209.48,,,2203.23,,2087.78,1834.21,1905.42,1912.3,2375.61,2323.855,2607.31,,2185.51,,2819.71,,2553.255,2372.28,2000.6,1864.21,1933.21,2077.27,,2553.255,,2298.31
"229",,,2222.48023255814,,,2216.24651162791,,2100.78023255814,1847.21046511628,1918.43720930233,1925.28488372093,2388.5976744186,2137.83372093023,2620.32325581396,,2198.51279069767,,2832.71162790698,,2367.23139534883,2186.23837209302,2013.59418604651,1877.21046511628,1946.23837209302,2090.27209302326,,2367.23139534883,,2311.33604651162
"230",,,2055.471875,,,2049.221875,,1933.771875,1680.190625,1751.421875,1758.271875,2221.584375,1708.165625,2453.303125,,2031.490625,,2665.690625,,1937.571875,1756.571875,1846.584375,1710.190625,1779.221875,1923.259375,,1937.571875,,2144.315625
"241",,,2134.82142857143,,,2128.6,,2013.12142857143,1759.56428571429,1830.8,1837.62142857143,2300.95,1787.52142857143,2532.68571428572,,2110.86428571428,,2745.05714285714,,2016.92142857143,1835.95,1925.95,1789.56428571429,1858.6,2002.62142857143,,2016.92142857143,,2223.7
"242",,,2128.9,,,2122.68,,2007.22,1753.66,1824.86,1831.72,2295.06,1781.62,2526.76,,2104.96,,2739.16,,2011.02,1830.02,1920.04,1783.66,1852.68,1996.7,,2011.02,,2217.78
"249",,,2154.45,,,2148.20833333333,,2032.75833333333,1779.18333333333,1850.39166666667,1857.26666666667,2320.575,1807.15833333333,2552.28333333333,,2130.48333333333,,2764.68333333333,,2036.55833333333,1855.56666666667,1945.575,1809.18333333333,1878.19166666667,2022.25,,2036.55833333333,,2243.29166666667
"251",,,2420.05,,,2413.8125,,2298.35,2044.8,2116,2122.85,2586.1875,2072.75,2817.9,,2396.1,,3030.3,,2302.15,2121.1625,2211.175,2074.8,2143.8125,2287.85,,2302.15,,2508.9125
"259",,,2368.65,,,2362.38333333333,,2246.95,1993.36666666667,2064.58333333333,2071.45,2534.75,2021.35,2766.48333333333,,2344.66666666667,,2978.86666666667,,2250.73333333333,2069.75,2159.75,2023.36666666667,2092.38333333333,2236.43333333333,,2250.73333333333,,2457.48333333333
"261",,,1693.71,,,1687.47,,1572,1318.44,1389.65,1396.51,1859.81,1346.4,2091.54,,1669.74,,2303.94,,1575.81,1394.81,1484.81,1348.44,1417.46,1561.5,,1575.81,,1782.55
"262",,,1611.1875,,,1604.975,,1489.4875,1235.95,1307.1625,1314,1777.3375,1263.875,2009.0625,,1587.25,,2221.45,,1493.275,1312.3125,1402.3125,1265.95,1334.9625,1478.975,,1493.275,,1700.0625
"269",,,1459.58846153846,,,1453.36538461538,,1337.88692307692,1084.33153846154,1155.55461538461,1162.39923076923,1625.72230769231,1112.28692307692,1857.44076923077,,1435.62846153846,,2069.83,,1341.68846153846,1160.69615384615,1250.71307692308,1114.33153846154,1183.35153846154,1327.37923076923,,1341.68846153846,,1548.45615384615
"271",,,1006.24210526316,,,1000.02105263158,,884.542105263158,630.984210526316,702.210526315789,709.057894736842,1172.37894736842,658.942105263158,1404.08947368421,,982.284210526316,,1616.48421052632,,888.342105263158,707.357894736842,797.368421052632,660.984210526316,730.005263157895,874.031578947368,,888.342105263158,,1095.1
"279",,,904.213235294118,,,897.982352941176,,782.514705882353,528.954411764706,600.173529411765,607.029411764706,1070.35,591.591176470588,1302.06176470588,,880.254411764706,,1514.45294117647,,820.991176470588,640.005882352941,695.338235294118,558.954411764706,627.972058823529,772.005882352941,,820.991176470588,,993.070588235294
"280",,,2012.22073170732,,,2005.98536585366,,1890.51829268293,1636.96219512195,1708.17804878049,1715.03292682927,2178.35487804878,2125.86585365853,2410.07195121951,,1988.26219512195,,2622.46097560976,,2355.26463414634,2174.27804878048,1803.34756097561,1666.96219512195,1735.97682926829,1880.00853658537,,2355.26463414634,,2101.07682926829
"291",,,1376.23846153846,,,1370,,1254.53076923077,1000.98461538462,1072.19230769231,1079.05384615385,1542.37692307692,1487.43846153846,1774.09230769231,,1352.28461538462,,1986.48461538462,,1716.83846153846,1535.85384615385,1167.36153846154,1030.98461538462,1099.99230769231,1244.02307692308,,1716.83846153846,,1465.09230769231
"292",,,1598.29375,,,1592.0625,,1476.58125,1223.01875,1294.25625,1301.09375,1764.41875,1652.16875,1996.14375,,1574.33125,,2208.51875,,1881.58125,1700.58125,1389.39375,1253.01875,1322.05625,1466.08125,,1881.58125,,1687.15625
"299",,,1533.46117021276,,,1527.23670212766,,1411.76755319149,1158.20585106383,1229.42712765958,1236.27393617022,1699.58882978723,1576.78031914894,1931.32074468085,,1509.5079787234,,2143.70904255319,,1806.17925531915,1625.18563829787,1324.58138297872,1188.20585106383,1257.22712765957,1401.25531914894,,1806.17925531915,,1622.32925531915
"300",,,640.675,,,634.442857142857,,518.975,265.414285714286,336.630357142857,343.478571428571,806.8,319.276785714286,1038.52678571429,,616.708928571428,,1250.91428571429,,548.675,367.678571428571,431.794642857143,295.414285714286,364.432142857143,508.471428571429,,548.675,,729.532142857143
"311",,,1191.95,,,1185.73333333333,,1070.25,816.733333333333,887.933333333333,894.783333333333,1358.11666666667,1303.16666666667,1589.83333333333,,1168.03333333333,,1802.23333333333,,1532.56666666667,1351.58333333333,983.083333333333,846.733333333333,915.733333333333,1059.73333333333,,1532.56666666667,,1280.83333333333
"319",,,1294.50574712644,,,1288.27356321839,,1172.80344827586,919.241379310345,990.464367816092,997.313793103448,1460.63620689655,1140.25287356322,1692.35402298851,,1270.54022988506,,1904.74367816092,,1369.65517241379,1188.66896551724,1085.62873563218,949.241379310345,1018.26091954023,1162.2908045977,,1369.65517241379,,1383.36091954023
"321",,,1507.2,,,1500.95,,1385.5,1131.9,1203.15,1210,1673.3,1148.4,1905,,1483.2,,2117.4,,1377.8,1196.8,1298.3,1161.9,1230.95,1374.95,,1377.8,,1596.05
"329",,,1310.05333333333,,,1303.80666666667,,1188.34666666667,934.8,1006.00666666667,1012.88666666667,1476.19333333333,955.933333333333,1707.9,,1286.1,,1920.3,,1185.33333333333,1004.37333333333,1101.19333333333,964.8,1033.8,1177.83333333333,,1185.33333333333,,1398.90666666667
"331",,,2405.92,,,2399.68,,2284.22,2030.64,2101.86,2108.72,2572.04,2058.62,2803.76,,2381.94,,3016.14,,2288,2107.02,2197.04,2060.64,2129.66,2273.7,,2288,,2494.78
"339",,,2390.92,,,2384.72,,2269.22,2015.7,2086.92,2093.76,2557.08,2043.64,2788.8,,2366.98,,3001.2,,2273.04,2092.04,2182.08,2045.7,2114.7,2258.72,,2273.04,,2479.82
"341",,,2199.1,,,2192.88571428571,,2077.40714285714,1823.84285714286,1895.07142857143,1901.90714285714,2365.24285714286,1851.80714285714,2596.95714285714,,2175.14285714286,,2809.35,,2081.2,1900.22142857143,1990.22857142857,1853.84285714286,1922.87857142857,2066.88571428571,,2081.2,,2287.97142857143
"342",,,2206.76428571429,,,2200.50714285715,,2085.06428571428,1831.49285714285,1902.69285714286,1909.56428571429,2372.89285714286,1859.46428571428,2604.59285714285,,2182.79285714286,,2816.99285714285,,2088.86428571428,1907.87857142857,1997.89285714286,1861.49285714285,1930.49285714285,2074.54285714286,,2088.86428571428,,2295.59285714285
"350",,,1735.62121212121,,,1729.37878787879,,1613.91515151515,1360.35151515152,1431.56666666667,1438.42727272727,1901.74242424242,1465.73939393939,2133.46060606061,,1711.65454545455,,2345.84848484848,,1695.14545454545,1514.16060606061,1526.73636363636,1390.35151515152,1459.37272727273,1603.4,,1695.14545454545,,1824.4696969697
"361",,,2236.95,,,2230.73,,2115.25,1861.7,1932.93,1939.75,2403.08,1889.65,2634.83,,2213,,2847.19,,2119.04,1938.07,2028.07,1891.7,1960.73,2104.74,,2119.04,,2325.83
"362",,,1958.56666666667,,,1952.36666666667,,1836.86666666667,1583.33333333333,1654.53333333333,1661.4,2124.7,1611.26666666667,2356.43333333333,,1934.6,,2568.8,,1840.66666666667,1659.7,1749.7,1613.33333333333,1682.33333333333,1826.36666666667,,1840.66666666667,,2047.43333333333
"363",,,2229.71538461539,,,2223.47692307693,,2108.02307692307,1854.45384615385,1925.66923076923,1932.52307692307,2395.83076923077,1882.42307692307,2627.56923076923,,2205.74230769231,,2839.95,,2111.82307692307,1930.82307692307,2020.82307692307,1884.45384615385,1953.47692307693,2097.50769230769,,2111.82307692307,,2318.57692307693
"364",,,2032.925,,,2026.7,,1911.225,1657.7,1728.9,1735.75,2199.075,1685.6375,2430.8,,2008.9875,,2643.2,,1915.0375,1734.075,1824.075,1687.7,1756.7,1900.7125,,1915.0375,,2121.8
"369",,,2139.83928571428,,,2133.60892857143,,2018.14107142857,1764.58035714286,1835.79285714286,1842.65535714286,2305.9625,1792.53928571429,2537.6875,,2115.87321428571,,2750.09285714286,,2021.93928571429,1840.94821428571,1930.9625,1794.58035714286,1863.60535714286,2007.62321428571,,2021.93928571429,,2228.70357142857
"371",,,2177.36111111111,,,2171.09444444444,,2055.66111111111,1802.08333333333,1873.29444444445,1880.16111111111,2343.47222222222,1830.06111111111,2575.18333333333,,2153.38333333333,,2787.58333333333,,2059.46111111111,1878.46111111111,1968.46111111111,1832.08333333333,1901.09444444444,2045.13333333334,,2059.46111111111,,2266.19444444445
"372",,,2145.4,,,2139.17,,2023.7,1770.16,1841.37,1848.21,2311.53,1798.1,2543.26,,2121.46,,2755.66,,2027.5,1846.51,1936.51,1800.16,1869.17,2013.19,,2027.5,,2234.26
"373",,,2227.34090909091,,,2221.10454545454,,2105.63181818182,1852.06363636363,1923.29090909091,1930.15,2393.45909090909,1880.03181818182,2625.17272727273,,2203.35909090909,,2837.55909090909,,2109.43181818182,1928.45,2018.45909090909,1882.06363636363,1951.08636363636,2095.11363636364,,2109.43181818182,,2316.17727272727
"379",,,2232.30142857143,,,2226.06428571429,,2110.6,1857.03428571429,1928.25714285714,1935.11142857143,2398.42571428571,1884.99571428571,2630.14857142857,,2208.33428571429,,2842.53571428571,,2114.39571428571,1933.41,2023.42142857143,1887.03428571429,1956.05857142857,2100.08571428571,,2114.39571428571,,2321.15714285714
"380",,,610.122641509434,,,603.892452830189,,488.42641509434,234.862264150943,306.075471698113,312.932075471698,776.252830188679,327.694339622642,1007.96981132075,,586.162264150943,,1220.36037735849,,557.098113207547,376.101886792453,401.241509433962,264.862264150943,333.88679245283,477.91320754717,,557.098113207547,,698.983018867925
"391",,,1733.86666666667,,,1727.61666666667,,1612.15,1358.58333333333,1429.81666666667,1436.66666666667,1899.98333333333,1386.55,2131.68333333333,,1709.88333333333,,2344.08333333333,,1615.96666666667,1434.96666666667,1524.96666666667,1388.58333333333,1457.6,1601.65,,1615.96666666667,,1822.7
"392",,,1779.57692307692,,,1773.36923076923,,1657.87692307692,1404.34615384615,1475.56923076923,1482.4,1945.73076923077,1432.27692307692,2177.46923076923,,1755.63846153846,,2389.83846153846,,1661.67692307692,1480.67692307692,1570.71538461538,1434.34615384615,1503.36923076923,1647.37692307692,,1661.67692307692,,1868.46923076923
"393",,,1771.06470588235,,,1764.83823529412,,1649.36470588235,1395.78823529412,1467.01470588235,1473.86470588235,1937.17647058824,1423.76470588235,2168.90294117647,,1747.09117647059,,2381.28823529412,,1653.16470588235,1472.16470588235,1562.17058823529,1425.78823529412,1494.81470588235,1638.85882352941,,1653.16470588235,,1859.92647058824
"394",,,1703.99285714285,,,1697.75,,1582.29285714285,1328.71428571428,1399.95,1406.80714285714,1870.11428571428,1356.67857142857,2101.82142857143,,1680.01428571429,,2314.21428571428,,1586.09285714285,1405.10714285714,1495.10714285714,1358.71428571428,1427.72142857143,1571.76428571429,,1586.09285714285,,1792.85
"399",,,1752.30555555555,,,1746.06333333333,,1630.60111111111,1377.03666666667,1448.25222222222,1455.10555555555,1918.43,1404.99222222222,2150.14111111111,,1728.33666666667,,2362.53666666667,,1634.39444444445,1453.41222222222,1543.41888888889,1407.03666666667,1476.05444444444,1620.08111111111,,1634.39444444445,,1841.15
"401",,,1979.4375,,,1973.2,,1857.725,1604.15,1675.3875,1682.2375,2145.55,1632.1375,2377.2875,,1955.45,,2589.65,,1861.5375,1680.5375,1770.55,1634.15,1703.1875,1847.225,,1861.5375,,2068.2875
"402",,,1788.5,,,1782.28,,1666.8,1413.23,1484.46,1491.31,1954.62,1652.24,2186.34,,1764.53,,2398.74,,1881.64,1700.64,1579.61,1443.23,1512.25,1656.3,,1881.64,,1877.35
"409",,,1859.47966101695,,,1853.24745762712,,1737.77966101695,1484.2186440678,1555.4406779661,1562.29322033898,2025.60677966102,1612.92711864407,2257.32711864407,,1835.51694915254,,2469.71694915254,,1842.32542372881,1661.33898305085,1650.59830508475,1514.2186440678,1583.23898305085,1727.26949152542,,1842.32542372881,,1948.34237288136
"411",,,739.538888888889,,,733.294444444444,,617.827777777778,364.283333333334,435.483333333333,442.338888888889,905.683333333334,392.227777777778,1137.38333333334,,715.583333333333,,1349.78333333334,,621.616666666667,440.65,530.661111111111,394.283333333334,463.283333333334,607.316666666666,,621.616666666667,,828.383333333333
"419",,,843.590740740741,,,837.357407407407,,721.890740740741,468.316666666666,539.548148148149,546.390740740741,1009.71296296296,496.29074074074,1241.43148148148,,819.624074074074,,1453.82407407407,,725.69074074074,544.694444444445,634.7,498.316666666666,567.344444444444,711.37962962963,,725.69074074074,,932.451851851851
"421",,,2162.91666666667,,,2156.68333333333,,2041.21666666667,1787.65,1858.85,1865.71666666667,2329.03333333333,1815.61666666667,2560.75,,2138.93333333333,,2773.13333333333,,2045.01666666667,1864.01666666667,1954.03333333333,1817.65,1886.68333333333,2030.71666666667,,2045.01666666667,,2251.78333333333
