"FAFZone","AlachuaCounty","BakerCounty","BayCounty","BradfordCounty","BrevardCounty","BrowardCounty","CalhounCounty","CharlotteCounty","CitrusCounty","ClayCounty","CollierCounty","ColumbiaCounty","DeSotoCounty","DixieCounty","DuvalCounty","EscambiaCounty","FlaglerCounty","FranklinCounty","GadsdenCounty","GilchristCounty","GladesCounty","GulfCounty","HamiltonCounty","HardeeCounty","HendryCounty","HernandoCounty","HighlandsCounty","HillsboroughCounty","HolmesCounty","IndianRiverCounty","JacksonCounty","JeffersonCounty","LafayetteCounty","LakeCounty","LeeCounty","LeonCounty","LevyCounty","LibertyCounty","MadisonCounty","ManateeCounty","MarionCounty","MartinCounty","MiamiDadeCounty","MonroeCounty","NassauCounty","OkaloosaCounty","OkeechobeeCounty","OrangeCounty","OsceolaCounty","PalmBeachCounty","PascoCounty","PinellasCounty","PolkCounty","PutnamCounty","StJohnsCounty","StLucieCounty","SantaRosaCounty","SarasotaCounty","SeminoleCounty","SumterCounty","SuwanneeCounty","TaylorCounty","UnionCounty","VolusiaCounty","WakullaCounty","WaltonCounty","WashingtonCounty"
"63",2320.1,2304.7,2116.3,2316.4,2486.8,2628.2,2139.6,2540.4,2358,2336.9,2605.9,2281,2511.7,2280.8,2340.2,1982.8,2401.9,2199.5,2153.9,2301.9,2549,2151.6,2270.1,2486.7,2571.1,2375.3,2500.5,2449.9,2088,2530.3,2112.3,2201.9,2265.9,2398.8,2573.8,2179.9,2317,2165.7,2227.5,2488.05,2360.2,2559.5,2663.1,2770.9,2349.1,2036,2524.7,2428.8,2446.3,2591.8,2395.8,2432,2462.8,2364.5,2383.3,2538.8,2003.7,2511,2434.4,2384.3,2263.2,2238.5,2300,2439.1,2197,2064.9,2101.8
"64",2699.76666666667,2684.43333333333,2495.95833333333,2696.11666666667,2866.54166666667,3007.90833333333,2519.29166666667,2920.1,2737.70833333333,2716.61666666667,2985.61666666667,2660.70833333333,2891.39166666667,2660.45833333333,2719.89166666667,2362.51666666667,2781.575,2579.175,2533.63333333333,2681.61666666667,2928.70833333333,2531.26666666667,2649.79166666667,2866.39166666667,2950.84166666667,2755.025,2880.20833333333,2829.625,2467.73333333333,2909.99166666667,2492.01666666667,2581.59166666667,2645.61666666667,2778.49166666667,2953.525,2559.6,2696.675,2545.35833333333,2607.24166666667,2867.7875,2739.93333333333,2939.24166666667,3042.83333333333,3150.625,2728.75,2415.70833333333,2904.43333333333,2808.51666666667,2826.00833333333,2971.475,2775.45,2811.74166666667,2842.525,2744.175,2763.03333333333,2918.525,2383.375,2890.675,2814.1,2764.03333333333,2642.93333333333,2618.15,2679.725,2818.79166666667,2576.725,2444.56666666667,2481.46666666667
"65",2557.75,2542.4,2353.95,2554.1,2724.55,2865.9,2377.3,2778.1,2595.7,2574.6,2843.6,2518.7,2749.35,2518.45,2577.85,2220.5,2639.55,2437.15,2391.65,2539.6,2786.7,2389.25,2507.8,2724.35,2808.85,2613,2738.2,2687.6,2325.7,2768,2350,2439.6,2503.6,2636.5,2811.5,2417.6,2554.65,2403.35,2465.2,2725.775,2597.9,2797.2,2900.8,3008.6,2586.75,2273.7,2762.4,2666.5,2684,2829.5,2633.45,2669.7,2700.5,2602.15,2621,2776.5,2241.35,2748.65,2672.1,2622,2500.9,2476.15,2537.7,2676.8,2434.7,2302.55,2339.45
"69",2716.92258064516,2701.58225806452,2500.21290322581,2713.25806451613,2883.7,3025.05806451613,2536.11935483871,2937.24516129033,2755.17741935484,2733.75806451613,3002.75806451613,2677.85483870968,2908.52903225806,2680.37419354838,2737.02903225806,2366.75806451613,2798.72903225806,2596.34838709677,2550.82258064516,2697.17741935484,2945.84838709677,2552.18387096774,2664.1064516129,2883.52903225806,2968.00645161291,2775.13548387096,2897.35483870968,2846.76129032258,2486.43387096774,2927.13225806451,2509.09677419354,2598.75161290322,2663.1,2795.63225806451,2970.67419354839,2576.76451612903,2715.45806451612,2562.52903225806,2624.2064516129,2884.94677419355,2757.1,2956.4,3059.99193548387,3167.76129032258,2745.08387096775,2419.95806451612,2921.6,2825.65483870968,2843.15322580645,2988.63225806451,2794.6870967742,2830.28709677419,2859.67419354839,2761.32258064516,2780.19354838709,2935.67419354839,2387.63225806451,2907.82903225807,2831.23870967742,2781.19354838709,2658.35161290323,2635.33548387096,2696.87741935484,2835.93548387097,2593.89677419354,2448.81612903226,2485.72258064517
"81",1752.4625,1737.1375,1603.2125,1748.81666666667,1919.24583333333,2060.625,1592.1,1972.80833333333,1815.47916666666,1769.31666666667,2038.31666666667,1713.41666666667,1944.07916666667,1757.14583333334,1772.57916666667,1469.46666666667,1834.25416666667,1650.9625,1605.42916666666,1744.625,1981.40833333333,1629.62083333333,1686.3625,1919.07916666667,2003.54583333333,1853.225,1932.91666666667,1882.33333333333,1550.34583333334,1962.70833333333,1566.81666666667,1653.3625,1723.525,1831.20833333333,2006.225,1631.4,1784.6,1617.12916666667,1680.97916666666,1920.49166666667,1792.64583333334,1991.94583333334,2095.54166666667,2203.33333333333,1775.65416666666,1522.675,1957.14583333334,1861.225,1878.71666666667,2024.17916666666,1866.84583333334,1897.74583333333,1895.225,1796.8625,1815.74166666667,1971.225,1490.3125,1943.39583333334,1866.80416666666,1816.74166666667,1704.64583333334,1689.9375,1732.43333333333,1871.5,1648.50833333333,1551.50416666667,1565.4375
"89",1771.33269230769,1755.98269230769,1582.82115384615,1767.67307692308,1938.09423076923,2079.46923076923,1590.14423076923,1991.66538461538,1817.64423076923,1788.17307692308,2057.17307692308,1732.27115384615,1962.94423076923,1742.15961538462,1791.44615384615,1448.97115384615,1853.13269230769,1650.64423076923,1605.09423076923,1753.87692307692,2000.26346153846,1615.56153846154,1712.3125,1937.94423076923,2022.40384615385,1841.43461538462,1951.77307692308,1901.18076923077,1543.72115384615,1981.55769230769,1564.03076923077,1653.04230769231,1722.26923076923,1850.05961538462,2025.08076923077,1631.06153846154,1778.14807692308,1616.81923076923,1681.89807692308,1939.33846153846,1811.49038461538,2010.79423076923,2114.38269230769,2222.18076923077,1797.0375,1502.23846153846,1975.99038461538,1880.07115384615,1897.56538461538,2043.04615384615,1860.14230769231,1895.94038461538,1914.08076923077,1815.73653846154,1834.58269230769,1990.08076923077,1469.83076923077,1962.24230769231,1885.65769230769,1835.58269230769,1714.51923076923,1689.61923076923,1751.275,1890.35769230769,1648.17884615385,1531.05,1558.07307692308
"91",1139,1103.5,1296.4,1113.6,1232.03333333333,1386.6,1278.4,1355.26666666667,1197.93333333333,1102.23333333333,1420.76666666667,1130.16666666667,1323.53333333333,1189.73333333333,1070.03333333333,1325.4,1133.03333333333,1296.13333333333,1252.3,1177.16666666667,1352.03333333333,1322,1154.53333333333,1298.53333333333,1374.23333333333,1235.7,1303.6,1264.8,1261.76666666667,1275.43333333333,1253.16666666667,1207.23333333333,1175.6,1192.33333333333,1388.7,1230.03333333333,1173.23333333333,1279.63333333333,1179.93333333333,1302.98333333333,1169.93333333333,1320.7,1421.5,1529.3,1050.93333333333,1316.93333333333,1312.43333333333,1208.43333333333,1233.93333333333,1350.13333333333,1249.33333333333,1280.23333333333,1265.9,1131.83333333333,1114.5,1297.2,1311.6,1325.83333333333,1200.66666666667,1199.23333333333,1156.73333333333,1200.13333333333,1119.53333333333,1170.23333333333,1252.6,1295.4,1265.16666666667
"92",1098.46666666667,1062.96666666667,1253.46666666667,1073.06666666667,1191.46666666667,1346.06666666667,1235.46666666667,1314.7,1157.36666666667,1061.66666666667,1380.26666666667,1089.66666666667,1282.96666666667,1149.16666666667,1029.46666666667,1282.46666666667,1092.46666666667,1255.56666666667,1209.36666666667,1136.66666666667,1311.56666666667,1279.06666666667,1113.96666666667,1257.96666666667,1333.66666666667,1195.16666666667,1263.06666666667,1224.26666666667,1218.86666666667,1234.86666666667,1210.26666666667,1166.66666666667,1135.06666666667,1151.76666666667,1348.16666666667,1189.56666666667,1132.66666666667,1239.06666666667,1139.36666666667,1262.41666666667,1129.36666666667,1280.16666666667,1380.96666666667,1488.76666666667,1010.36666666667,1274.06666666667,1271.86666666667,1167.93333333333,1193.43333333333,1309.56666666667,1208.76666666667,1239.66666666667,1225.36666666667,1091.26666666667,1073.96666666667,1256.66666666667,1268.66666666667,1285.26666666667,1160.16666666667,1158.66666666667,1116.16666666667,1159.56666666667,1078.96666666667,1129.66666666667,1212.06666666667,1252.46666666667,1222.26666666667
"99",1159.35,1123.85,1317.55,1133.95,1252.35,1406.95,1299.65,1375.65,1218.25,1122.55,1441.15,1150.55,1343.85,1210.05,1090.35,1346.55,1153.35,1316.45,1273.45,1197.55,1372.45,1343.15,1174.85,1318.85,1394.55,1256.05,1323.95,1285.15,1282.95,1295.8,1274.35,1227.55,1195.95,1212.75,1409.05,1250.45,1193.65,1299.95,1200.25,1323.3,1190.25,1341.05,1441.85,1549.65,1071.25,1338.15,1332.75,1228.85,1254.35,1370.45,1269.65,1300.55,1286.25,1152.15,1134.85,1317.55,1332.75,1346.15,1221.05,1219.55,1177.05,1220.45,1139.85,1190.65,1272.95,1316.55,1286.35
"101",884.325,848.825,1015.2,858.925,977.375,1131.925,1036.175,1100.625,943.275,847.575,1166.125,875.525,1068.875,935.075,815.375,1044.2,878.375,1041.475,1001,922.525,1097.375,1073.675,899.875,1043.875,1119.575,981.025,1048.925,1010.125,980.6,1020.775,971.95,952.575,920.925,937.675,1134.025,975.4,918.575,1024.975,925.275,1048.325,915.275,1066.025,1166.825,1274.625,796.275,1035.75,1057.775,953.8,979.3,1095.475,994.675,1025.575,1011.225,877.175,859.825,1042.525,1030.4,1071.175,946.025,944.525,902.075,945.475,864.875,915.575,997.925,1014.2,983.95
"109",846.05,810.55,1035.55,820.75,939.15,1093.65,997.95,1062.35,905.05,809.35,1127.85,837.25,1030.65,896.85,777.15,1046.45,840.15,1003.25,962.75,884.25,1059.15,1035.45,861.65,1005.65,1081.35,942.8,1010.65,971.9,982.85,982.55,1000.75,914.35,882.65,899.45,1095.8,937.15,880.35,986.75,887.05,1010.1,877.05,1027.8,1128.65,1236.35,758.05,1037.95,1019.55,915.55,941.05,1057.25,956.45,987.35,973,838.95,821.65,1004.3,1032.65,1032.95,907.75,906.35,863.85,907.25,826.65,877.35,959.75,1016.45,986.15
"111",784.2,748.7,914.9,758.8,877.2,1031.8,936,1000.4,843.1,747.4,1065.9,775.3,968.7,834.9,715.2,943.9,778.2,941.3,900.8,822.3,997.2,973.5,799.7,943.7,1019.4,880.9,948.8,910,880.3,920.6,871.7,852.4,820.8,837.5,1033.9,875.2,818.4,924.8,825.1,948.15,815.1,965.9,1066.7,1174.5,696.1,935.5,957.6,853.6,879.1,995.3,894.5,925.4,911.1,777,759.7,942.4,930.1,971,845.8,844.4,801.9,845.3,764.7,815.4,897.8,913.9,883.7
"131",340.896153846154,325.558974358974,304.932051282051,337.234615384615,507.080769230769,648.788461538462,285.412820512821,561.225641025641,403.901282051282,356.644871794872,626.737179487179,301.839743589744,532.498717948718,342.180769230769,357.665384615385,335.5,421.747435897436,334.141025641026,263.029487179487,333.034615384615,569.824358974359,328.376923076923,274.796153846154,507.498717948718,591.978205128205,440.344871794872,521.339743589744,470.742307692308,270.155128205128,550.524358974359,260.161538461538,265.010256410256,311.675641025641,419.608974358974,594.647435897436,269.547435897436,372.232051282051,298.442307692308,269.35,508.914102564102,381.065384615385,580.191025641026,683.707692307692,791.491025641026,351.565384615385,325.40641025641,545.565384615385,449.632051282051,467.119230769231,612.35,455.280769230769,486.167948717949,483.647435897436,385.296153846154,403.214102564103,559.398717948718,321.702564102564,531.801282051282,455.208974358974,405.160256410256,293.065384615385,296.232051282051,320.842307692308,458.965384615385,295.515384615385,303.65,273.875641025641
"132",207.766666666667,170.3,364.566666666667,182.383333333333,304.316666666667,458.866666666667,328.266666666667,424.05,266.75,174.533333333333,489.583333333333,197.416666666667,395.833333333333,256.95,142.333333333333,444.116666666667,205.316666666667,332.4,292.133333333333,244.416666666667,424.35,365.783333333333,185.083333333333,370.833333333333,446.516666666667,304.483333333333,375.866666666667,333.583333333333,352.116666666667,347.733333333333,316.066666666667,243.2,232.916666666667,263.833333333333,457.483333333333,266.316666666667,242.05,315.883333333333,203.483333333333,371.766666666667,238.733333333333,392.966666666667,493.783333333333,601.566666666667,123.233333333333,403.633333333333,384.716666666667,280.75,306.25,422.433333333333,318.133333333333,349.016666666667,338.166666666667,204.116666666667,186.8,369.466666666667,427.116666666667,394.65,272.966666666667,268,214.066666666667,251.6,186.766666666667,242.533333333333,288.833333333333,375.683333333333,345.716666666667
"139",251.952631578947,226.504385964912,265.932894736842,242.285087719298,396.879824561404,545.732894736843,237.371929824562,471.46447368421,312.327192982456,254.351754385965,536.971491228071,215.163157894737,444.873245614036,252.69649122807,244.261403508772,333.796491228071,305.425438596491,268.627631578948,203.696052631579,246.645614035088,480.417982456141,276.780701754386,188.036842105263,419.878947368421,502.56447368421,346.002631578947,431.928947368421,380.985964912281,245.95701754386,440.335964912281,218.11052631579,191.470614035087,224.378947368421,326.963157894737,504.880263157894,198.761842105263,280.434210526316,236.678947368421,189.609649122807,419.149122807018,289.818421052632,478.140350877193,580.652192982456,688.442543859649,229.383333333333,299.966666666667,453.012280701754,354.828070175439,374.577192982456,509.309210526315,362.494736842105,393.858771929825,394.238596491228,283.137719298246,286.883333333333,456.347368421053,316.683333333334,442.052631578947,354.985087719298,315.394736842105,207.775438596491,217.627192982456,229.814912280702,342.650877192982,227.08903508772,272.370614035088,243.21754385965
"151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"160",2481.43068181818,2466.09659090909,2339.02840909091,2477.77613636364,2648.20340909091,2789.57386363636,2321.04886363637,2701.76022727272,2544.43636363637,2498.27613636364,2767.27613636364,2442.37386363637,2673.03863636364,2486.10113636363,2501.53863636364,2245.87613636363,2563.23068181818,2383.53863636364,2338.00340909091,2473.57386363636,2710.36704545454,2364.63295454546,2415.33068181818,2648.03863636364,2732.50795454546,2582.1875,2661.87386363637,2611.2875,2283.89659090909,2691.65113636364,2295.77613636364,2385.93636363637,2452.47613636363,2560.15113636364,2735.1875,2363.96022727273,2513.54886363637,2349.72159090909,2409.93636363637,2649.45,2521.60113636363,2720.90340909091,2824.49659090909,2932.2875,2504.63295454546,2300.87613636363,2686.10113636363,2590.17613636364,2607.66022727273,2753.13636363636,2595.81022727273,2626.70340909091,2624.1875,2525.83068181818,2544.69659090909,2700.1875,2266.73068181818,2672.33863636364,2595.74204545454,2545.69659090909,2433.60113636363,2422.52386363637,2461.38977272728,2600.44659090909,2381.09204545454,2299.41931818182,2299.13295454546
"171",1057.32307692308,1041.99230769231,942.723076923077,1053.64615384615,1224.09230769231,1365.44615384615,924.730769230769,1277.63076923077,1120.32307692308,1074.14615384615,1343.14615384615,1018.24615384615,1248.93076923077,1061.99230769231,1077.43076923077,913.023076923077,1139.11538461538,987.223076923077,941.692307692308,1049.44615384615,1286.23076923077,968.315384615385,991.223076923077,1223.93076923077,1308.4,1158.07692307692,1237.73846153846,1187.16923076923,887.592307692308,1267.53076923077,899.438461538462,987.769230769231,1028.33846153846,1136.03076923077,1311.07692307692,967.630769230769,1089.43076923077,953.415384615385,985.830769230769,1225.34230769231,1097.49230769231,1296.79230769231,1400.37692307692,1508.16923076923,1085.55384615385,904.553846153846,1261.99230769231,1166.04615384615,1183.53076923077,1329.03076923077,1171.69230769231,1202.59230769231,1200.07692307692,1101.71538461538,1120.59230769231,1276.07692307692,899.223076923077,1248.22307692308,1171.63076923077,1121.59230769231,1009.49230769231,1015.70769230769,1037.26923076923,1176.33076923077,984.769230769231,903.115384615385,902.815384615385
"172",889.922222222222,874.577777777778,775.322222222222,886.244444444444,1056.67777777778,1198.03333333333,757.333333333333,1110.23333333333,952.922222222222,906.744444444444,1175.74444444444,850.844444444444,1081.52222222222,894.577777777778,910.033333333333,735.433333333333,971.722222222222,819.833333333333,774.277777777778,882.044444444444,1118.83333333333,800.922222222222,823.822222222222,1056.52222222222,1140.97777777778,990.666666666667,1070.34444444444,1019.76666666667,720.177777777778,1100.13333333333,732.044444444444,820.355555555555,860.933333333333,968.633333333333,1143.65555555556,800.233333333333,922.033333333333,786.011111111111,818.422222222222,1057.92777777778,930.077777777778,1129.37777777778,1232.97777777778,1340.76666666667,913.122222222222,737.133333333333,1094.57777777778,998.633333333333,1016.13333333333,1161.63333333333,1004.3,1035.17777777778,1032.65555555556,934.322222222222,953.177777777778,1108.65555555556,731.822222222222,1080.83333333333,1004.23333333333,954.177777777778,842.077777777778,848.3,869.855555555555,1008.93333333333,817.355555555555,735.722222222222,735.422222222222
"179",928.471875,913.124375,812.885625,924.811875,1095.233125,1236.606875,794.905,1148.804375,991.483125,945.313125,1214.313125,889.411875,1120.081875,933.135625,948.584375,779.5925,1010.271875,857.396875,811.845625,920.606875,1157.405625,838.483125,862.375625,1095.083125,1179.543125,1029.21625,1108.911875,1058.318125,757.735625,1138.6975,769.620625,857.995625,899.509375,1007.196875,1182.21625,837.814375,960.595,823.568125,856.981875,1096.47875,968.634375,1167.931875,1271.523125,1379.316875,952.516875,774.720625,1133.133125,1037.210625,1054.705625,1200.183125,1042.846875,1073.733125,1071.21625,972.874375,991.723125,1147.21625,769.385625,1119.384375,1042.79875,992.723125,880.635625,886.26875,908.416875,1047.494375,854.926875,773.265625,772.983125
"181",999.9,984.58,885.28,996.26,1166.68,1308.06,867.36,1220.26,1062.94,1016.76,1285.76,960.86,1191.54,1004.58,1020,855.58,1081.68,929.82,884.28,992.06,1228.86,910.9,933.78,1166.54,1250.98,1100.66,1180.36,1129.76,830.16,1210.16,842.06,930.36,970.96,1078.66,1253.66,910.26,1032.06,895.98,928.46,1167.93,1040.08,1239.38,1342.96,1450.76,1025.54,847.16,1204.58,1108.66,1126.16,1271.64,1114.28,1145.18,1142.66,1044.3,1063.18,1218.66,841.78,1190.82,1114.26,1064.18,952.08,958.28,979.86,1118.96,927.36,845.68,845.4
