"FAFZone","AdamsCounty","AshlandCounty","BarronCounty","BayfieldCounty","BrownCounty","BuffaloCounty","BurnettCounty","CalumetCounty","ChippewaCounty","ClarkCounty","ColumbiaCounty","CrawfordCounty","DaneCounty","DodgeCounty","DoorCounty","DouglasCounty","DunnCounty","EauClaireCounty","FlorenceCounty","FondduLacCounty","ForestCounty","GrantCounty","GreenCounty","GreenLakeCounty","IowaCounty","IronCounty","JacksonCounty","JeffersonCounty","JuneauCounty","KenoshaCounty","KewauneeCounty","LaCrosseCounty","LafayetteCounty","LangladeCounty","LincolnCounty","ManitowocCounty","MarathonCounty","MarinetteCounty","MarquetteCounty","MenomineeCounty","MilwaukeeCounty","MonroeCounty","OcontoCounty","OneidaCounty","OutagamieCounty","OzaukeeCounty","PepinCounty","PierceCounty","PolkCounty","PortageCounty","PriceCounty","RacineCounty","RichlandCounty","RockCounty","RuskCounty","StCroixCounty","SaukCounty","SawyerCounty","ShawanoCounty","SheboyganCounty","TaylorCounty","TrempealeauCounty","VernonCounty","VilasCounty","WalworthCounty","WashburnCounty","WashingtonCounty","WaukeshaCounty","WaupacaCounty","WausharaCounty","WinnebagoCounty","WoodCounty"
"63",2100.6,2185.1,2077.1,2176,2167.4,2014.9,2082.6,2141.9,2082.05,2086.2,2063.8,1964.8,2030.5,2083.5,2231.1,2156,2047.6,2046.5,2273.4,2104.3,2231.4,1969.8,2003.4,2134.4,1990.9,2221.4,2066.6,2085.1,2073.6,2104.1,2199.4,2015.3,1975.3,2193.4,2169.7,2197.1,2139.7,2227.9,2114.9,2210.1,2113.5,2046.1,2201.5,2203.9,2144.3,2137.6,2010.1,2003.9,2048,2127.6,2165.3,2104.6,2003.4,2057.7,2122.4,2019.3,2036.7,2136.7,2188.3,2172.7,2117.3,2035.1,2002.1,2231.5,2071.2,2099.4,2131.5,2109.6,2164.1,2127.4,2123.3,2106.4
"64",2166.75833333334,2138.13333333334,2143.29166666667,2101.90833333334,2233.60833333333,2081.03333333334,2148.75,2207.99166666666,2148.1875,2152.33333333333,2129.90833333334,2030.99166666666,2096.64166666667,2149.675,2297.225,2075.38333333334,2113.79166666667,2112.65833333334,2339.55,2170.45833333333,2297.60833333333,2035.99166666666,2069.54166666667,2200.56666666666,2057.05,2170.79166666667,2132.69166666666,2151.29166666667,2139.79166666667,2170.19166666666,2265.525,2081.44166666666,2041.40833333334,2259.53333333334,2235.875,2263.25,2205.89166666667,2294.07916666666,2181.025,2276.25833333334,2179.60833333333,2112.25833333334,2267.63333333334,2269.99166666666,2210.40833333334,2203.75833333334,2076.24166666666,2070.09166666666,2114.13333333334,2193.79166666667,2231.425,2170.725,2069.53333333334,2123.88333333334,2188.55,2085.45,2102.85,2202.83333333333,2254.425,2238.875,2183.49166666666,2101.275,2068.25,2297.63333333334,2137.33333333333,2165.49166666666,2197.63333333334,2175.725,2230.25,2193.55,2189.45833333333,2172.56666666666
"65",2190.8,2275.25,2167.35,2202.45,2257.65,2105.1,2172.8,2232.05,2172.25,2176.35,2153.95,2055.05,2120.7,2173.7,2321.25,2179.2,2137.85,2136.7,2363.6,2194.5,2321.65,2060.05,2093.6,2224.6,2081.1,2311.55,2156.75,2175.35,2163.85,2194.25,2289.55,2105.5,2065.45,2283.6,2259.9,2287.3,2229.95,2318.1,2205.05,2300.3,2203.65,2136.3,2291.7,2294.05,2234.45,2227.8,2100.3,2094.15,2138.15,2217.85,2255.5,2194.75,2093.6,2147.9,2212.6,2109.5,2126.9,2226.9,2278.5,2262.9,2207.55,2125.3,2092.3,2321.65,2161.35,2189.55,2221.65,2199.75,2254.3,2217.6,2213.5,2196.6
"69",2129.05161290322,2120.71129032258,2093.49193548387,2090.62741935484,2195.97419354839,2042.79677419355,2096.04193548387,2173.32741935484,2103.75483870967,2113.35967741935,2094.62580645161,1997.27096774194,2063.02580645161,2114.93870967742,2261.7,2065.58225806451,2069.38548387096,2071.64032258065,2290.21774193548,2134.94193548387,2248.29838709678,2000.83225806451,2034.36612903226,2163.06451612903,2021.87741935484,2154.20161290322,2092.65322580646,2117.67096774193,2102.31612903226,2134.94193548387,2230.00322580645,2045.01935483871,2006.25161290323,2217.70806451612,2194.03709677419,2226.41129032258,2164.09193548388,2254.45967741936,2143.52903225806,2234.68225806451,2146.16774193548,2075.17741935484,2229.69516129032,2220.59516129032,2173.47419354839,2169.15806451613,2035.11935483871,2028.82096774193,2064.34677419354,2155.17741935484,2181.62096774193,2135.82258064516,2035.63225806452,2089.58225806451,2137.69193548387,2041.01451612904,2067.86774193549,2151.32419354838,2213.18870967742,2202.77096774194,2141.68548387097,2063.36935483871,2033.30161290322,2246.90483870968,2103.01935483871,2114.00483870967,2163.06129032258,2142.03225806452,2191.82741935484,2155.81451612903,2153.04838709677,2133.71612903226
"81",1046.59166666667,1131.04583333333,1023.1125,1121.9625,1113.42916666666,960.8625,1028.575,1087.82916666667,1028.01666666667,1032.1625,1009.72916666667,910.820833333333,976.466666666667,1029.5,1177.04583333333,1102.00833333333,993.620833333334,992.491666666667,1219.38333333333,1050.29166666667,1177.42916666666,915.820833333333,949.375,1080.4,936.883333333333,1167.32916666667,1012.52916666666,1031.12083333333,1019.62083333333,1050.02916666666,1145.34583333334,961.266666666667,921.245833333334,1139.3625,1115.69166666667,1143.075,1085.72083333334,1173.9,1060.84583333334,1156.09166666667,1059.44583333334,992.075,1147.4625,1149.82916666667,1090.2375,1083.59166666667,956.066666666667,949.920833333333,993.954166666667,1073.6125,1111.2625,1050.54583333333,949.3625,1003.7125,1068.38333333333,965.266666666667,982.691666666667,1082.66666666667,1134.2625,1118.69166666667,1063.32083333334,981.108333333333,948.075,1177.45416666667,1017.15416666666,1045.32916666667,1077.45416666667,1055.54583333333,1110.075,1073.36666666667,1069.29166666667,1052.4
"89",1157.24807692308,1241.70192307693,1133.76923076923,1232.62307692308,1224.08846153846,1071.51346153846,1139.23269230769,1198.49230769231,1138.675,1142.81538461539,1120.39423076923,1021.49423076923,1087.13269230769,1140.15192307692,1287.70192307693,1212.65576923077,1104.2826923077,1103.13942307693,1330.03653846154,1160.93942307692,1288.08846153846,1026.4701923077,1060.0326923077,1191.05,1047.53461538461,1277.99230769231,1123.19038461539,1141.7826923077,1130.2826923077,1160.69038461539,1256.00384615385,1071.93076923077,1031.90384615384,1250.01538461538,1226.34807692308,1253.73269230769,1196.37692307692,1284.55576923077,1171.50576923077,1266.74807692308,1170.1,1102.74615384615,1258.12307692308,1260.49230769231,1200.90384615384,1194.24807692308,1066.72307692308,1060.57692307693,1104.61538461538,1184.26923076923,1221.91346153846,1161.20192307693,1060.01346153846,1114.35576923077,1179.03653846154,1075.9326923077,1093.3423076923,1193.33076923077,1244.91153846154,1229.34807692308,1173.97884615385,1091.75384615385,1058.73269230769,1288.11538461538,1127.81346153846,1155.99230769231,1188.11538461538,1166.20192307693,1220.73269230769,1184.0326923077,1179.93942307692,1163.05
"91",1125.3,1327.8,1276.6,1361.1,1119.4,1244.83333333333,1331.3,1087.1,1244.75,1219.1,1076.4,1168.2,1054.23333333333,1061.03333333333,1170.9,1357.83333333333,1252.46666666667,1220.4,1222.2,1066.46666666667,1220.1,1110.26666666667,1039.7,1098.6,1095.5,1300.23333333333,1177.7,1048.33333333333,1129.26666666667,968.9,1139.2,1185.3,1070.5,1196.5,1215.7,1084.1,1189.63333333333,1179.43333333333,1108.5,1161.5,1004.3,1151.3,1167,1249.86666666667,1112,1024.6,1245.6,1270.53333333333,1309.1,1150.63333333333,1275.4,981,1118.2,1016.83333333333,1269.6,1287.5,1100.5,1316.53333333333,1157.53333333333,1059.7,1242.5,1206.7,1149.9,1277.5,994,1307.8,1034.8,1018.7,1132.5,1128.3,1091,1163.5
"92",1088.96666666667,1291.46666666667,1240.26666666667,1324.76666666667,1083.06666666667,1208.53333333333,1294.96666666667,1050.73333333333,1208.41666666667,1182.76666666667,1040.06666666667,1131.86666666667,1017.93333333333,1024.73333333333,1134.56666666667,1321.53333333333,1216.13333333333,1184.06666666667,1185.9,1030.13333333333,1183.8,1073.93333333333,1003.4,1062.26666666667,1059.23333333333,1263.93333333333,1141.33333333333,1012.03333333333,1092.93333333333,932.566666666667,1102.86666666667,1148.96666666667,1034.16666666667,1160.16666666667,1179.4,1047.8,1153.33333333333,1143.13333333333,1072.13333333333,1125.23333333333,968,1114.96666666667,1130.66666666667,1213.53333333333,1075.66666666667,988.333333333333,1209.26666666667,1234.23333333333,1272.76666666667,1114.33333333333,1239.06666666667,944.666666666667,1081.86666666667,980.533333333333,1233.3,1251.16666666667,1064.23333333333,1280.23333333333,1121.23333333333,1023.43333333333,1206.16666666667,1170.43333333333,1113.56666666667,1241.16666666667,957.666666666667,1271.43333333333,998.433333333333,982.366666666667,1096.16666666667,1091.96666666667,1054.73333333333,1127.23333333333
"99",1149.6,1352.05,1300.85,1385.35,1143.65,1269.15,1355.6,1111.35,1269,1243.35,1100.65,1192.45,1078.55,1085.35,1195.15,1382.15,1276.75,1244.75,1246.55,1090.75,1244.45,1134.55,1064.05,1122.85,1119.85,1324.55,1201.95,1072.65,1153.55,993.15,1163.45,1209.55,1094.75,1220.75,1240.05,1108.4,1213.95,1203.75,1132.75,1185.85,1028.65,1175.55,1191.3,1274.15,1136.25,1048.95,1269.85,1294.85,1333.35,1174.95,1299.65,1005.25,1142.45,1041.15,1293.9,1311.8,1124.85,1340.85,1181.85,1084.05,1266.8,1231.05,1174.25,1301.75,1018.25,1332.05,1059.05,1042.95,1156.8,1152.6,1115.35,1187.85
"101",987.425,1189.875,1138.725,1223.225,981.475,1106.975,1193.425,949.175,1106.875,1081.225,938.475,1030.275,916.375,923.15,1032.975,1219.925,1114.575,1082.525,1084.325,928.575,1082.225,972.375,901.825,960.725,957.625,1162.375,1039.775,910.475,991.375,830.975,1001.275,1047.425,932.625,1058.625,1077.825,946.225,1051.775,1041.575,970.575,1023.625,866.425,1013.375,1029.125,1111.975,974.125,886.775,1107.725,1132.675,1171.225,1012.775,1137.525,843.125,980.325,878.975,1131.725,1149.625,962.625,1178.675,1019.675,921.85,1104.625,1069.325,1012.025,1139.625,856.125,1169.875,896.875,880.775,994.625,990.425,953.125,1025.625
"109",1020.2,1222.7,1171.5,1256,1014.3,1139.7,1226.2,982,1139.65,1114,971.3,1063.1,949.1,955.9,1065.8,1252.7,1147.3,1115.3,1117.1,961.3,1115,1005.1,934.6,993.5,990.4,1195.1,1072.5,943.2,1024.1,863.8,1034.1,1080.2,965.4,1091.4,1110.6,979,1084.5,1074.3,1003.3,1056.4,899.2,1046.2,1061.9,1144.7,1006.9,919.5,1140.5,1165.4,1204,1045.5,1170.3,875.9,1013.1,911.7,1164.5,1182.4,995.4,1211.4,1052.4,954.6,1137.4,1101.6,1044.8,1172.4,888.9,1202.6,929.7,913.6,1027.4,1023.2,985.9,1058.4
"111",924.9,1127.4,1076.2,1160.7,919,1044.5,1130.9,886.7,1044.35,1018.7,876,967.8,853.9,860.7,970.5,1157.5,1052.1,1020,1021.8,866.1,1019.8,909.9,839.3,898.2,895.2,1099.9,977.3,848,928.9,768.5,938.8,984.9,870.1,996.1,1015.3,883.7,989.3,979.1,908.1,961.2,804,950.9,966.6,1049.5,911.6,824.3,1045.2,1070.2,1108.7,950.3,1075,780.6,917.8,816.5,1069.2,1087.1,900.2,1116.2,957.2,859.4,1042.1,1006.4,949.5,1077.1,793.6,1107.4,834.4,818.3,932.1,927.9,890.7,963.2
"121",1265.85,1468.3,1417.1,1501.65,1291.15,1385.38333333333,1471.85,1258.85,1385.275,1359.6,1216.9,1298.73333333333,1194.78333333333,1232.8,1342.66666666667,1498.38333333333,1392.98333333333,1360.95,1413.7,1238.25,1391.9,1250.73333333333,1184.58333333333,1270.35,1236.05,1440.78333333333,1318.2,1185.48333333333,1269.8,1140.65,1310.95,1325.81666666667,1205.51666666667,1368.26666666667,1356.25,1255.9,1330.18333333333,1351.23333333333,1249,1333.3,1176.1,1291.8,1338.8,1390.4,1283.76666666667,1196.41666666667,1386.15,1411.05,1449.6,1291.18333333333,1415.91666666667,1152.76666666667,1258.73333333333,1157.38333333333,1410.15,1428.05,1241.05,1457.1,1329.33333333333,1231.53333333333,1383.05,1347.28333333333,1290.45,1418.01666666667,1165.8,1448.3,1206.55,1190.45,1304.3,1276.85,1262.8,1304.05
"122",1491.52857142857,1694.01428571429,1642.81428571429,1727.32857142857,1523.11428571429,1611.08571428571,1697.52857142857,1490.8,1610.97857142857,1585.31428571429,1442.61428571429,1529.91428571429,1420.48571428571,1464.77142857143,1574.62857142857,1724.07142857143,1618.7,1586.62857142857,1645.62857142857,1470.2,1623.84285714286,1481.88571428571,1411.12857142857,1502.31428571429,1461.74285714286,1666.48571428571,1543.9,1410.5,1495.5,1372.61428571429,1542.92857142857,1551.52857142857,1430.12857142857,1600.21428571429,1581.94285714286,1487.82857142857,1555.88571428571,1583.17142857143,1474.7,1565.24285714286,1408.04285714286,1517.51428571429,1570.72857142857,1616.1,1515.71428571429,1428.35714285714,1611.82857142857,1636.77142857143,1675.31428571429,1516.88571428571,1641.62857142857,1384.71428571429,1484.42857142857,1383.08571428571,1635.82857142857,1653.72857142857,1466.74285714286,1682.78571428571,1561.27142857143,1463.45714285714,1608.72857142857,1572.95714285714,1516.12857142857,1643.71428571429,1397.72857142857,1674,1438.51428571429,1422.42857142857,1536.22857142857,1504.12857142857,1494.74285714286,1529.74285714286
"123",1333.98571428571,1536.45714285714,1485.27142857143,1569.78571428571,1365.55714285714,1453.5,1539.98571428571,1333.25714285714,1453.43571428571,1427.77142857143,1285.05714285714,1372.35714285714,1262.9,1307.18571428571,1417.07142857143,1566.5,1461.1,1429.08571428571,1488.08571428571,1312.61428571429,1466.28571428571,1324.31428571429,1253.58571428571,1344.77142857143,1304.18571428571,1508.9,1386.32857142857,1252.92857142857,1337.91428571429,1215.05714285714,1385.37142857143,1393.98571428571,1272.57142857143,1442.67142857143,1424.38571428571,1330.28571428571,1398.3,1425.6,1317.14285714286,1407.68571428571,1250.48571428571,1359.95714285714,1413.18571428571,1458.52857142857,1358.17142857143,1270.8,1454.28571428571,1479.18571428571,1517.77142857143,1359.3,1484.07142857143,1227.17142857143,1326.88571428571,1225.5,1478.28571428571,1496.18571428571,1309.18571428571,1525.2,1403.7,1305.9,1451.18571428571,1415.4,1358.58571428571,1486.17142857143,1240.17142857143,1516.42857142857,1280.95714285714,1264.87142857143,1378.68571428571,1346.58571428571,1337.18571428571,1372.18571428571
"124",1357.5,1560,1508.8,1593.3,1389.1,1477.075,1563.5,1356.8,1476.95,1451.3,1308.6,1395.9,1286.5,1330.75,1440.6,1590.05,1484.7,1452.6,1511.6,1336.2,1489.85,1347.9,1277.1,1368.3,1327.725,1532.5,1409.9,1276.5,1361.5,1238.6,1408.9,1417.5,1296.1,1466.2,1447.95,1353.825,1421.9,1449.15,1340.7,1431.225,1274.05,1383.5,1436.7,1482.1,1381.7,1294.35,1477.8,1502.75,1541.3,1382.9,1507.6,1250.7,1350.4,1249.075,1501.825,1519.7,1332.725,1548.8,1427.275,1329.45,1474.725,1438.95,1382.1,1509.7,1263.7,1540,1304.5,1288.4,1402.2,1370.1,1360.725,1395.725
"129",1252.69186046512,1455.15465116279,1403.96627906977,1488.48488372093,1284.25465116279,1372.21744186046,1458.69186046512,1251.95465116279,1372.12674418605,1346.46627906977,1203.75465116279,1291.05465116279,1181.61976744186,1225.90930232559,1335.76627906977,1485.21279069768,1379.83837209302,1347.79651162791,1406.79651162791,1231.34767441861,1385.00232558139,1243.03837209302,1172.29651162791,1263.46627906977,1222.8988372093,1427.61976744186,1305.0523255814,1171.65,1256.63837209302,1133.75697674419,1304.06162790698,1312.67325581395,1191.26627906977,1361.37093023256,1343.10930232558,1248.99418604651,1317.02674418605,1344.31976744186,1235.85697674418,1326.3988372093,1169.20697674418,1278.65465116279,1331.89186046512,1377.24534883721,1276.87093023256,1189.51046511628,1372.98488372093,1397.90930232559,1436.46627906977,1278.02674418605,1402.76627906977,1145.87093023256,1245.58023255814,1144.21744186046,1396.99418604651,1414.89186046512,1227.8988372093,1443.93837209302,1322.42209302326,1224.61279069767,1369.89651162791,1334.11279069767,1277.29651162791,1404.87093023256,1158.88255813953,1435.15,1199.65465116279,1183.56162790698,1297.39186046512,1265.28953488372,1255.8988372093,1290.8988372093
"131",927.052564102564,1129.52435897436,1078.33461538462,1162.83974358975,957.665384615384,1046.58846153847,1133.05256410256,925.365384615385,1046.48974358975,1020.83717948718,878.126923076923,965.058974358975,855.988461538461,899.321794871795,1009.16794871794,1159.5858974359,1054.19871794872,1022.16666666666,1080.20512820513,904.75641025641,1058.4141025641,917.035897435897,846.530769230769,936.875641025641,897.273076923077,1101.98589743589,979.419230769231,846.117948717949,930.998717948718,807.165384615384,977.467948717949,987.041025641025,865.266666666666,1034.77307692307,1017.47051282052,922.403846153846,991.393589743589,1017.73461538461,910.221794871795,999.811538461538,842.616666666667,953.024358974359,1005.2858974359,1051.60384615385,950.270512820513,862.919230769231,1047.33974358975,1072.2782051282,1110.83461538462,952.393589743589,1077.13461538462,819.270512820513,919.938461538462,818.59358974359,1071.36794871794,1089.25,902.273076923077,1118.29871794871,995.834615384616,898.021794871795,1044.26538461539,1008.48333333333,951.664102564102,1079.23461538461,832.276923076923,1109.51794871795,873.062820512821,856.967948717949,970.785897435898,939.408974358975,929.311538461538,965.273076923077
