"County","Density"
"HartleyCounty",2.4
"HaskellCounty",3.1
"HaysCounty",81.1
"HemphillCounty",1.1
"HendersonCounty",55.8
"HidalgoCounty",32.9
"HillCounty",28.1
"HockleyCounty",10.1
"HoodCounty",43.9
"HopkinsCounty",27.7
"HoustonCounty",14.2
"HowardCounty",7.9
"HudspethCounty",0.8
"HuntCounty",59.9
"HutchinsonCounty",5.7
"IrionCounty",1.5
"JackCounty",5.3
"JacksonCounty",10.5
"JasperCounty",30
"JeffDavisCounty",1
"JeffersonCounty",28.5
"JimHoggCounty",0.8
"JimWellsCounty",19.2
"JohnsonCounty",87
"JonesCounty",18.6
"KarnesCounty",7.7
"KaufmanCounty",67.7
"KendallCounty",29.8
"KenedyCounty",0.3
"KentCounty",0.9
"KerrCounty",18.8
"KimbleCounty",1.6
"KingCounty",0.3
"KinneyCounty",0.5
"KlebergCounty",6.9
"KnoxCounty",4.4
"LamarCounty",26.3
"LambCounty",8
"LampasasCounty",18.9
"LaSalleCounty",2.1
"LavacaCounty",16.2
"LeeCounty",18.5
"LeonCounty",15.7
"LibertyCounty",42.1
"LimestoneCounty",13.9
"LipscombCounty",3.5
"LiveOakCounty",11.1
"LlanoCounty",9.5
"LovingCounty",0.1
"LubbockCounty",39.8
"LynnCounty",3.8
"McCullochCounty",2.8
"McLennanCounty",58.2
"McMullenCounty",0.6
"MadisonCounty",19.9
"MarionCounty",27.7
"MartinCounty",5.2
"MasonCounty",4.3
"MatagordaCounty",12.3
"MaverickCounty",4
"MedinaCounty",21.6
"MenardCounty",2.5
"MidlandCounty",19.9
"MilamCounty",13.8
"MillsCounty",6.6
"MitchellCounty",3.8
"MontagueCounty",12.6
"MontgomeryCounty",130.1
"MooreCounty",4.1
"MorrisCounty",40.7
"MotleyCounty",1.2
"NacogdochesCounty",32.5
"NavarroCounty",25.2
"NewtonCounty",15.5
"NolanCounty",5.5
"NuecesCounty",30.5
"OchiltreeCounty",1.6
"OldhamCounty",1.4
"OrangeCounty",101.8
"PaloPintoCounty",15
"PanolaCounty",21.8
"ParkerCounty",76.7
"ParmerCounty",7
"PecosCounty",1.3
"PolkCounty",33.7
"PotterCounty",12.7
"PresidioCounty",0.8
"RainsCounty",44.4
"RandallCounty",19.9
"ReaganCounty",0.4
"RealCounty",4.7
"RedRiverCounty",9.4
"ReevesCounty",0.8
"RefugioCounty",5.8
"RobertsCounty",1
"RobertsonCounty",14.4
"RockwallCounty",141.3
"RunnelsCounty",4.1
"RuskCounty",38.5
"SabineCounty",22
"SanAugustineCounty",16.7
"SanJacintoCounty",46.3
"SanPatricioCounty",19.2
"SanSabaCounty",2.7
"SchleicherCounty",2.6
"ScurryCounty",6
"ShackelfordCounty",3.7
"ShelbyCounty",25.6
"ShermanCounty",3.3
"SmithCounty",81.3
"SomervellCounty",45.5
"StarrCounty",12.1
"StephensCounty",4.2
"SterlingCounty",1.2
"StonewallCounty",1.6
"SuttonCounty",0.5
"SwisherCounty",3.3
"TarrantCounty",116.8
"TaylorCounty",24.5
"TerrellCounty",0.4
"TerryCounty",3.5
"ThrockmortonCounty",1.8
"TitusCounty",41.7
"TomGreenCounty",11.7
"TravisCounty",89.1
"TrinityCounty",16.3
"TylerCounty",18.5
"UpshurCounty",54.2
"UptonCounty",2.7
"UvaldeCounty",5.4
"ValVerdeCounty",1.6
"VanZandtCounty",47.5
"VictoriaCounty",27.1
"WalkerCounty",40.3
"WallerCounty",53.1
"WardCounty",3.6
"WashingtonCounty",30.3
"WebbCounty",2
"WhartonCounty",19.2
"WheelerCounty",5.9
"WichitaCounty",24.7
"WilbargerCounty",3.1
"WillacyCounty",13.1
"WilliamsonCounty",52.1
"WilsonCounty",46.1
"WinklerCounty",1.5
"WiseCounty",47.9
"WoodCounty",49.2
"YoakumCounty",3.7
"YoungCounty",6.9
"ZapataCounty",3.3
"ZavalaCounty",3.4
