"FAFZone","BarbourCounty","BerkeleyCounty","BooneCounty","BraxtonCounty","BrookeCounty","CabellCounty","CalhounCounty","ClayCounty","DoddridgeCounty","FayetteCounty","GilmerCounty","GrantCounty","GreenbrierCounty","HampshireCounty","HancockCounty","HardyCounty","HarrisonCounty","JacksonCounty","JeffersonCounty","KanawhaCounty","LewisCounty","LincolnCounty","LoganCounty","McDowellCounty","MarionCounty","MarshallCounty","MasonCounty","MercerCounty","MineralCounty","MingoCounty","MonongaliaCounty","MonroeCounty","MorganCounty","NicholasCounty","OhioCounty","PendletonCounty","PleasantsCounty","PocahontasCounty","PrestonCounty","PutnamCounty","RaleighCounty","RandolphCounty","RitchieCounty","RoaneCounty","SummersCounty","TaylorCounty","TuckerCounty","TylerCounty","UpshurCounty","WayneCounty","WebsterCounty","WetzelCounty","WirtCounty","WoodCounty","WyomingCounty"
"121",765.2,794.083333333333,681.383333333333,696.266666666667,855.383333333333,717.05,735.583333333333,689.466666666667,762.416666666667,636.916666666667,727.983333333333,764.1,660.683333333333,806.833333333333,869.783333333333,772.4,757.45,713.916666666667,781.85,673.083333333333,727.833333333333,708.266666666667,671.15,619.466666666667,772.65,824.85,726.866666666667,589.05,812.45,672.466666666667,785.183333333333,609.966666666667,802.95,667.666666666667,854.183333333333,727.983333333333,772.65,688.533333333333,797.15,697.066666666667,616.766666666667,731.283333333333,767.583333333333,716.633333333333,614.45,767.816666666667,793.183333333333,798.166666666667,747.45,741.9,701.566666666667,809.266666666667,743.866666666667,749.183333333333,630.183333333333
"122",1007.41428571429,1036.3,923.6,938.485714285714,1097.6,959.257142857143,977.8,931.685714285714,1004.62857142857,879.128571428571,970.214285714286,1006.32857142857,902.9,1049.02857142857,1112,1014.62857142857,999.628571428571,956.128571428571,1024.04285714286,915.3,970.028571428571,950.485714285714,913.328571428571,861.685714285714,1014.82857142857,1067.04285714286,969.057142857143,831.242857142857,1054.62857142857,914.685714285714,1027.4,852.185714285714,1045.12857142857,909.857142857143,1096.4,970.2,1014.82857142857,930.728571428572,1039.32857142857,939.3,858.985714285714,973.528571428571,1009.8,958.828571428571,856.628571428571,1010.02857142857,1035.4,1040.35714285714,989.628571428571,984.114285714286,943.785714285714,1051.47142857143,986.057142857143,991.4,872.4
"123",860.857142857143,889.742857142857,777,791.885714285714,951,812.685714285714,831.2,785.085714285714,858.071428571429,732.571428571429,823.642857142857,859.771428571428,756.285714285714,902.471428571429,965.428571428571,868.057142857143,853.071428571429,809.571428571429,877.471428571429,768.7,823.471428571429,803.885714285714,766.771428571428,715.085714285714,868.271428571428,920.471428571429,822.485714285714,684.685714285714,908.071428571429,768.085714285714,880.785714285714,705.585714285714,898.571428571429,763.271428571428,949.828571428571,823.628571428571,868.271428571428,784.171428571429,892.771428571428,792.7,712.385714285714,826.957142857143,863.242857142857,812.271428571428,710.071428571429,863.457142857143,888.785714285714,893.771428571428,843.071428571429,837.557142857143,797.185714285714,904.885714285714,839.485714285714,844.785714285714,725.785714285714
"124",927.2,956.1,843.4,858.275,1017.4,879.05,897.6,851.5,924.4,798.9,890,926.1,822.7,968.8,1031.8,934.4,919.425,875.9,943.85,835.1,889.8,870.275,833.125,781.5,934.625,986.85,888.875,751.05,974.45,834.5,947.2,772,964.925,829.65,1016.2,890,934.625,850.5,959.125,859.1,778.775,893.3,929.6,878.6,776.425,929.8,955.2,960.15,909.425,903.9,863.575,971.275,905.875,911.2,792.2
"129",897.65,927.298837209303,808.073255813953,828.698837209302,985.05,824.956976744186,868.031395348838,821.901162790698,894.859302325581,769.359302325581,860.436046511628,897.322093023256,793.119767441861,940.029069767442,998.998837209303,905.610465116279,889.875581395348,846.359302325581,920.109302325581,805.531395348838,860.268604651162,827.052325581396,781.224418604651,728.831395348838,905.073255813953,956.833720930233,851.731395348838,721.491860465117,945.646511627907,766.31976744186,917.617441860466,743.133720930233,936.136046511627,800.088372093023,981.940697674419,861.191860465116,905.080232558139,821.710465116279,929.580232558139,823.05,749.198837209302,864.482558139534,900.038372093024,849.073255813953,746.875581395348,900.261627906977,925.617441860466,930.588372093023,879.875581395348,824.359302325581,833.998837209303,941.696511627906,876.305813953488,881.617441860466,748.736046511628
"131",585.30641025641,621.464102564103,477.485897435898,516.367948717949,675.485897435897,479.183333333333,555.683333333333,509.565384615385,582.517948717949,457.016666666667,548.098717948718,591.482051282051,480.775641025641,634.194871794872,689.888461538461,599.776923076923,577.544871794872,534.017948717949,622.020512820513,493.185897435897,547.929487179487,494.734615384615,445.794871794872,393.855128205128,592.747435897436,644.955128205128,529.870512820513,409.152564102564,639.817948717949,421.802564102564,605.275641025641,434.226923076923,630.312820512821,487.755128205128,673.098717948718,555.351282051282,592.747435897436,512.798717948718,617.247435897436,504.911538461538,436.867948717949,555.570512820513,587.696153846154,536.721794871795,434.544871794872,587.916666666667,613.275641025641,618.257692307692,567.544871794872,456.088461538462,521.657692307692,629.36282051282,563.967948717949,569.275641025641,419.698717948718
"132",613.8,642.7,530,544.866666666667,704,565.65,584.2,538.083333333333,611.016666666667,485.516666666667,576.6,612.716666666667,509.3,655.416666666667,718.4,621,606.033333333333,562.516666666667,634.716666666667,521.7,576.416666666667,556.866666666667,519.733333333333,468.066666666667,621.216666666667,673.45,575.483333333333,437.65,661.05,519.983333333333,633.8,458.566666666667,651.533333333333,516.25,702.8,576.6,621.233333333333,537.133333333333,645.733333333333,545.7,465.383333333333,579.916666666667,616.2,565.216666666667,463.016666666667,616.416666666667,641.8,646.75,596.033333333333,585,550.183333333333,657.866666666667,592.483333333333,597.8,478.8
"139",646.928070175439,678.134210526316,554.953947368421,577.988596491228,737.110964912281,568.295614035088,617.309649122807,571.190350877193,644.140350877193,518.641228070175,609.722368421053,648.156140350877,542.401754385965,690.864035087719,751.509210526316,656.444736842105,639.16052631579,595.640350877193,677.884649122807,554.809649122807,609.549122807018,567.657894736842,522.138596491228,469.156140350877,654.359649122807,706.57850877193,600.531140350877,470.778947368421,696.485087719298,498.993421052632,666.9,493.072807017544,686.976315789474,549.381140350877,735.543421052631,612.025877192983,654.368421052632,571.64298245614,678.868421052632,572.936842105263,498.487719298246,614.409649122807,649.318421052632,598.349122807018,496.16052631579,649.536842105263,674.9,679.880263157895,629.16052631579,545.976315789474,583.287719298246,690.988596491228,625.587719298246,630.900877192982,491.238596491228
"151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"160",2183.82840909091,2260.00568181818,2093.46477272727,2145.61704545454,2091.26477272728,2038.15454545454,2127.3875,2126.06022727273,2135.05227272728,2136.95681818181,2142.6375,2243.4375,2186.81931818182,2239.42159090909,2078.30795454545,2259.54431818182,2156.78977272727,2081.41136363636,2275.47159090909,2083.12613636363,2167.12386363637,2067.43068181818,2091.98977272728,2146.1625,2159.55227272728,2100.65,2057.40568181818,2179.50340909091,2218.68977272727,2086.81931818182,2151.65113636364,2210.91477272727,2239.55227272728,2167.21022727273,2082.18522727273,2268.79659090909,2103.38977272728,2226.2375,2181.38977272728,2061.16022727273,2139.12613636363,2215.90795454546,2121.51477272728,2114.33522727273,2169.2375,2175.0125,2232.06704545455,2128.90113636364,2189.9125,2047.54886363637,2201.11704545454,2128.11022727272,2098.74431818182,2074.50227272727,2131.25113636363
"171",612.884615384615,681.776923076923,545.830769230769,598,511.507692307692,490.530769230769,553.715384615385,578.430769230769,565.030769230769,589.330769230769,568.938461538462,663.361538461539,639.2,659.946153846154,500.107692307692,680.053846153846,586.746153846154,507.738461538462,697.230769230769,535.5,585.730769230769,519.807692307692,552.530769230769,612.284615384615,588.707692307692,527.169230769231,483.730769230769,631.869230769231,639.169230769231,553.530769230769,571.584615384615,663.284615384615,661.323076923077,619.576923076923,493.515384615385,694.976923076923,533.353846153846,678.615384615385,601.292307692308,507.469230769231,591.5,642.230769230769,551.5,538.338461538462,621.615384615385,598.146153846154,649.769230769231,558.869230769231,619.330769230769,499.923076923077,653.5,558.1,528.723076923077,504.469230769231,591.815384615385
"172",630.677777777778,743.766666666667,523.855555555555,576,557.6,468.555555555556,573.1,556.455555555556,585.422222222222,567.344444444444,588.344444444444,700.011111111111,617.2,709.111111111111,568.111111111111,717.433333333333,607.344444444444,521.544444444444,759.244444444444,513.522222222222,607.555555555556,497.811111111111,519.955555555556,572.5,608.922222222222,551.044444444444,498.666666666667,609.888888888889,688.344444444444,512.955555555556,613.733333333333,641.3,723.344444444444,597.577777777778,541.411111111111,707.011111111111,553.755555555556,656.644444444445,643.455555555556,493.7,569.522222222222,653.388888888889,571.877777777778,548.8,599.644444444445,627.277777777778,671.988888888889,579.266666666667,626.311111111111,477.944444444444,631.5,578.477777777778,549.5,524.861111111112,559.233333333333
"179",604.52875,722.393125,517.1825,569.313125,538.269375,461.87125,544.67,549.78125,558.699375,560.6725,559.921875,671.755,610.52875,681.98,545.805,690.58375,582.800625,499.24875,737.876875,506.8425,573.83625,491.1375,520.155,577.09,588.01625,535.09,475.395,603.689375,662.214375,517.4875,592.2,635.095,701.95625,590.906875,521.56625,682.185,528.458125,649.955,617.266875,485.405625,562.8425,628.89375,545.150625,525.718125,592.95375,598.94375,646.035625,553.96625,602.6075,471.26125,624.813125,556.298125,525.095,500.7375,559.41625
"181",521.84,603.72,462.04,503.04,428.02,409.96,463.22,483.5,463.82,494.38,478.8,578.48,544.26,577.5,424.42,597.62,485.52,411.46,619.2,440.56,495.76,439.22,471.98,531.72,497.1,426.02,389.16,536.9,556.76,472.98,486.72,568.34,583.28,524.6,416.16,604.72,432.12,590.22,516.42,412.88,496.56,547.94,450.28,442.06,526.66,508.98,562.42,457.64,518.12,419.34,557.5,455.1,427.06,402.79,511.22
"182",397.052777777777,515.466666666667,327.222222222222,374.716666666667,329.280555555555,271.388888888889,334.194444444444,355.188888888889,347.372222222222,366.077777777778,349.466666666667,472.861111111111,415.916666666667,480.777777777778,339.777777777778,496.852777777777,369.116666666666,288.244444444444,530.95,312.227777777778,376.961111111111,300.641666666666,332.233333333333,391.522222222222,380.616666666667,322.722222222222,264.216666666667,408.616666666667,460.061111111111,336.230555555556,385.427777777778,440.016666666667,495.022222222222,396.316666666667,313.083333333333,486.355555555555,322.294444444444,455.338888888889,415.161111111111,289.444444444444,368.227777777778,432.75,333.827777777777,318.872222222222,398.338888888889,388.866666666666,451.35,347.794444444444,406.475,280.761111111111,430.216666666667,350.166666666667,317.4,289.927777777778,371.477777777778
"183",396.1,494.0625,361.325,395.925,299.39375,316.0375,362.05,376.3625,345.175,387.25,378.15,463.2,437.125,465.5875,299.6,485.6875,366.925,304.25,509.55,333.425,397.0375,345.325,378.0875,437.825,370.1625,307.8125,284.5375,429.8125,444.85,393.0875,371.4125,461.2125,473.6375,417.5125,298.0375,480.4375,313.525,483.2875,401.1625,308.3125,389.425,427.2375,331.65,334.9,419.525,386.8875,444.5,339.025,402.4875,325.4375,449.1375,336.3,310.6875,286.68125,417.325
"189",432.255737704918,555.523770491804,349.555737704918,397.450819672131,366.4,295.383606557377,371.526229508196,377.904918032787,381.972131147541,388.793442622951,386.877049180328,500.521311475409,438.65737704918,515.495901639345,374.140163934426,520.984426229508,408.305737704918,324.237704918033,571.000819672131,334.96393442623,408.645901639345,324.652459016393,353.237704918033,410.133606557377,419.707377049181,361.933606557377,300.672131147541,431.340983606557,495.489344262296,354.230327868852,424.184426229509,462.747540983607,535.074590163935,419.044262295082,352.245901639345,510.273770491803,353.295901639344,479.115573770492,450.205737704918,311.250819672131,390.96393442623,456.829508196721,368.438524590164,351.973770491804,421.077049180328,426.272131147541,474.662295081967,378.805737704918,430.567213114754,304.772131147541,452.718852459016,385.114754098361,353.71475409836,326.561475409836,392.491803278689
"190",899.616161616161,985.858080808081,829.970202020202,882.103535353536,812.065151515151,774.659090909091,844.910606060607,862.567171717172,850.218181818182,873.45909090909,860.15707070707,962.380303030303,923.319696969696,959.679292929293,805.079292929293,979.795454545455,871.944444444445,797.628787878788,1001.33585858586,819.635858585859,873.273737373738,803.933838383839,836.209595959596,896.891414141415,873.282828282829,815.820202020202,773.617171717171,915.997474747475,938.931818181818,838.403535353536,870.601515151515,947.403535353536,965.419696969697,903.695454545455,803.441414141414,984.780808080808,818.545454545455,962.74090909091,900.324747474747,798.408585858585,875.635858585859,931.804040404041,836.678787878788,829.333838383838,905.74090909091,890.409595959596,948.284848484848,844.053535353535,905.560606060606,784.047474747475,937.603535353536,843.260606060606,813.906565656566,789.654040404041,875.474242424242
