County,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
WytheCounty,4979,1742,2973,10132,4197,5212
YorkCounty,13798,5182,7019,23656,7875,7934
Alexandriacity,20948,4953,25904,59905,15450,12806
Bedfordcity,1079,388,750,1910,758,1337
Bristolcity,3114,1102,2321,5642,2275,3381
BuenaVistacity,1191,558,1010,1976,847,1068
Charlottesvillecity,5455,2702,15526,11939,3836,4017
Chesapeakecity,46649,17017,28293,81917,25187,23146
ColonialHeightscity,3180,1110,2057,5507,2139,3418
Covingtoncity,1037,375,674,1978,781,1116
Danvillecity,7690,2787,5414,12983,5966,8215
Emporiacity,1279,414,728,1818,686,1002
Fairfaxcity,3826,1221,3536,8089,2805,3088
FallsChurchcity,2497,762,1374,4707,1699,1293
Franklincity,1712,583,1031,2662,1114,1480
Fredericksburgcity,4091,2389,6164,7077,2152,2413
Galaxcity,1275,421,801,2228,894,1423
Hamptoncity,25609,10534,23355,45374,15708,16856
Harrisonburgcity,6260,7780,17325,10459,3057,4033
Hopewellcity,4741,1544,3211,7225,2511,3359
Lexingtoncity,604,1287,2331,1123,620,1077
Lynchburgcity,12238,8294,16932,19957,7591,10556
Manassascity,8983,2765,5857,13961,3648,2607
ManassasParkcity,3441,975,2446,5542,1063,806
Martinsvillecity,2438,845,1474,4586,1829,2649
NewportNewscity,36622,13855,33671,59523,17829,19219
Norfolkcity,42867,18487,61476,74998,22179,22796
Nortoncity,698,288,536,1304,552,580
Petersburgcity,5570,2020,5321,10499,4156,4854
Poquosoncity,2285,1009,967,4305,1693,1891
Portsmouthcity,18996,6248,15090,31516,11066,12619
Radfordcity,1804,2586,6353,3186,1097,1382
Richmondcity,32234,15782,47372,64044,22163,22619
Roanokecity,17807,5509,13972,33584,12324,13836
Salemcity,3985,2119,3563,7682,3213,4240
Stauntoncity,3776,1569,3128,7421,3162,4690
Suffolkcity,18307,5912,9421,31550,9668,9727
VirginiaBeachcity,86683,30380,72004,154989,47503,46435
Waynesborocity,4166,1232,2809,6773,2459,3567
Williamsburgcity,1163,2337,4911,2575,1203,1879
Winchestercity,4931,1944,4458,8350,2844,3676
